relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
"Conduct suicide, car, or other non-military bombing",Demand material aid,0,69,0.0,0.0
Demand material aid,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal to others to settle dispute,0,69,0.0,0.0
Appeal to others to settle dispute,"Conduct suicide, car, or other non-military bombing",0,12,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate militarily,0,69,0.0,0.0
Express intent to cooperate militarily,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Threaten with sanctions, boycott, embargo",0,69,0.0,0.0
"Threaten with sanctions, boycott, embargo","Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Share intelligence or information,0,69,0.0,0.0
Share intelligence or information,"Conduct suicide, car, or other non-military bombing",0,38,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease administrative sanctions,0,69,0.0,0.0
Ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,146,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Veto,0,69,0.0,0.0
Veto,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Acknowledge or claim responsibility,0,69,0.0,0.0
Acknowledge or claim responsibility,"Conduct suicide, car, or other non-military bombing",0,62,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal to others to meet or negotiate,0,69,0.0,0.0
Appeal to others to meet or negotiate,"Conduct suicide, car, or other non-military bombing",0,28,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand release of persons or property,0,69,0.0,0.0
Demand release of persons or property,"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide military protection or peacekeeping,0,69,0.0,0.0
Express intent to provide military protection or peacekeeping,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Express intent to ease economic sanctions, boycott, or embargo",0,69,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for judicial cooperation,0,69,0.0,0.0
Appeal for judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,23,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to de-escalate military engagement,0,69,0.0,0.0
Refuse to de-escalate military engagement,"Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Impose blockade, restrict movement",0,69,0.0,0.0
"Impose blockade, restrict movement","Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten with repression,0,69,0.0,0.0
Threaten with repression,"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Impose state of emergency or martial law,0,69,0.0,0.0
Impose state of emergency or martial law,"Conduct suicide, car, or other non-military bombing",0,12,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Increase military alert status,0,69,0.0,0.0
Increase military alert status,"Conduct suicide, car, or other non-military bombing",0,27,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Provide military aid,0,69,0.0,0.0
Provide military aid,"Conduct suicide, car, or other non-military bombing",0,88,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate military or police power,0,69,0.0,0.0
Demonstrate military or police power,"Conduct suicide, car, or other non-military bombing",0,30,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand judicial cooperation,0,69,0.0,0.0
Demand judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide military aid,0,69,0.0,0.0
Express intent to provide military aid,"Conduct suicide, car, or other non-military bombing",0,92,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten non-force,0,69,0.0,0.0
Threaten non-force,"Conduct suicide, car, or other non-military bombing",0,10,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Conduct strike or boycott,0,69,0.0,0.0
Conduct strike or boycott,"Conduct suicide, car, or other non-military bombing",0,32,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Expel or withdraw peacekeepers,0,69,0.0,0.0
Expel or withdraw peacekeepers,"Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Demand change in institutions, regime",0,69,0.0,0.0
"Demand change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Accede to demands for change in institutions, regime",0,69,0.0,0.0
"Accede to demands for change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Appeal for easing of economic sanctions, boycott, or embargo",0,69,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to mediate,0,69,0.0,0.0
Express intent to mediate,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Decline comment,0,69,0.0,0.0
Decline comment,"Conduct suicide, car, or other non-military bombing",0,22,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Refuse to ease economic sanctions, boycott, or embargo",0,69,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,4,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject judicial cooperation,0,69,0.0,0.0
Reject judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Return, release property",0,69,0.0,0.0
"Return, release property","Conduct suicide, car, or other non-military bombing",0,10,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to accept mediation,0,69,0.0,0.0
Express intent to accept mediation,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of aggression,0,69,0.0,0.0
Accuse of aggression,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Investigate human rights abuses,0,69,0.0,0.0
Investigate human rights abuses,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Accuse of crime, corruption",0,69,0.0,0.0
"Accuse of crime, corruption","Conduct suicide, car, or other non-military bombing",0,64,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate for leadership change,0,69,0.0,0.0
Demonstrate for leadership change,"Conduct suicide, car, or other non-military bombing",0,27,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand change in leadership,0,69,0.0,0.0
Demand change in leadership,"Conduct suicide, car, or other non-military bombing",0,64,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject material cooperation,0,69,0.0,0.0
Reject material cooperation,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Investigate crime, corruption",0,69,0.0,0.0
"Investigate crime, corruption","Conduct suicide, car, or other non-military bombing",0,28,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Appeal for change in institutions, regime",0,69,0.0,0.0
"Appeal for change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,20,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to ease administrative sanctions,0,69,0.0,0.0
Express intent to ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Receive inspectors,0,69,0.0,0.0
Receive inspectors,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Increase police alert status,0,69,0.0,0.0
Increase police alert status,"Conduct suicide, car, or other non-military bombing",0,25,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Defend verbally,0,69,0.0,0.0
Defend verbally,"Conduct suicide, car, or other non-military bombing",0,25,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten to halt negotiations,0,69,0.0,0.0
Threaten to halt negotiations,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop military assistance,0,69,0.0,0.0
Reduce or stop military assistance,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand settling of dispute,0,69,0.0,0.0
Demand settling of dispute,"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Conduct hunger strike,0,69,0.0,0.0
Conduct hunger strike,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand intelligence cooperation,0,69,0.0,0.0
Demand intelligence cooperation,"Conduct suicide, car, or other non-military bombing",0,15,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand mediation,0,69,0.0,0.0
Demand mediation,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate on intelligence,0,69,0.0,0.0
Express intent to cooperate on intelligence,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
Give ultimatum,"Reject plan, agreement to settle dispute",0,52,0.0,0.0
"Reject plan, agreement to settle dispute",Give ultimatum,0,55,0.0,0.0
Give ultimatum,Demand de-escalation of military engagement,0,52,0.0,0.0
Demand de-escalation of military engagement,Give ultimatum,0,12,0.0,0.0
Give ultimatum,Coerce,0,52,0.0,0.0
Coerce,Give ultimatum,0,95,0.0,0.0
Give ultimatum,Express accord,0,52,0.0,0.0
Express accord,Give ultimatum,0,79,0.0,0.0
Give ultimatum,"Declare truce, ceasefire",0,52,0.0,0.0
"Declare truce, ceasefire",Give ultimatum,0,23,0.0,0.0
Give ultimatum,Complain officially,0,52,0.0,0.0
Complain officially,Give ultimatum,0,109,0.0,0.0
Give ultimatum,"Return, release person(s)",0,52,0.0,0.0
"Return, release person(s)",Give ultimatum,0,357,0.0,0.0
Give ultimatum,Refuse to yield,0,52,0.0,0.0
Refuse to yield,Give ultimatum,0,37,0.0,0.0
Give ultimatum,Reduce relations,0,52,0.0,0.0
Reduce relations,Give ultimatum,0,188,0.0,0.0
Give ultimatum,Bring lawsuit against,0,52,0.0,0.0
Bring lawsuit against,Give ultimatum,0,142,0.0,0.0
Give ultimatum,Engage in mass expulsion,0,52,0.0,0.0
Engage in mass expulsion,Give ultimatum,0,1,0.0,0.0
Give ultimatum,Impose restrictions on political freedoms,0,52,0.0,0.0
Impose restrictions on political freedoms,Give ultimatum,0,54,0.0,0.0
Give ultimatum,"Obstruct passage, block",1,52,0.019230769230769232,0.01818181818181818
"Obstruct passage, block",Give ultimatum,1,58,0.017241379310344827,0.01818181818181818
Give ultimatum,Rally opposition against,0,52,0.0,0.0
Rally opposition against,Give ultimatum,0,68,0.0,0.0
Give ultimatum,Appeal for humanitarian aid,0,52,0.0,0.0
Appeal for humanitarian aid,Give ultimatum,0,7,0.0,0.0
Give ultimatum,Torture,0,52,0.0,0.0
Torture,Give ultimatum,0,30,0.0,0.0
Give ultimatum,Express intent to release persons or property,0,52,0.0,0.0
Express intent to release persons or property,Give ultimatum,0,61,0.0,0.0
Give ultimatum,Consider policy option,0,52,0.0,0.0
Consider policy option,Give ultimatum,0,90,0.0,0.0
Give ultimatum,fight with artillery and tanks,0,52,0.0,0.0
fight with artillery and tanks,Give ultimatum,0,32,0.0,0.0
Give ultimatum,Engage in material cooperation,0,52,0.0,0.0
Engage in material cooperation,Give ultimatum,0,83,0.0,0.0
Give ultimatum,Violate ceasefire,0,52,0.0,0.0
Violate ceasefire,Give ultimatum,0,4,0.0,0.0
Give ultimatum,Provide economic aid,0,52,0.0,0.0
Provide economic aid,Give ultimatum,0,71,0.0,0.0
Give ultimatum,Confiscate property,0,52,0.0,0.0
Confiscate property,Give ultimatum,0,138,0.0,0.0
Give ultimatum,Cooperate economically,0,52,0.0,0.0
Cooperate economically,Give ultimatum,0,117,0.0,0.0
Give ultimatum,Provide humanitarian aid,0,52,0.0,0.0
Provide humanitarian aid,Give ultimatum,0,252,0.0,0.0
Give ultimatum,Appeal for release of persons or property,0,52,0.0,0.0
Appeal for release of persons or property,Give ultimatum,0,30,0.0,0.0
Give ultimatum,Provide aid,0,52,0.0,0.0
Provide aid,Give ultimatum,0,158,0.0,0.0
Give ultimatum,Appeal for change in leadership,0,52,0.0,0.0
Appeal for change in leadership,Give ultimatum,0,49,0.0,0.0
Give ultimatum,Appeal for economic aid,0,52,0.0,0.0
Appeal for economic aid,Give ultimatum,0,23,0.0,0.0
Give ultimatum,Retreat or surrender militarily,0,52,0.0,0.0
Retreat or surrender militarily,Give ultimatum,0,55,0.0,0.0
Give ultimatum,Rally support on behalf of,0,52,0.0,0.0
Rally support on behalf of,Give ultimatum,0,96,0.0,0.0
Give ultimatum,Express intent to cooperate economically,0,52,0.0,0.0
Express intent to cooperate economically,Give ultimatum,0,93,0.0,0.0
Give ultimatum,Express intent to provide material aid,0,52,0.0,0.0
Express intent to provide material aid,Give ultimatum,0,77,0.0,0.0
Give ultimatum,Demand diplomatic cooperation (such as policy support),0,52,0.0,0.0
Demand diplomatic cooperation (such as policy support),Give ultimatum,0,66,0.0,0.0
Give ultimatum,Express intent to de-escalate military engagement,0,52,0.0,0.0
Express intent to de-escalate military engagement,Give ultimatum,0,31,0.0,0.0
Give ultimatum,Cooperate militarily,0,52,0.0,0.0
Cooperate militarily,Give ultimatum,0,96,0.0,0.0
Give ultimatum,Express intent to settle dispute,0,52,0.0,0.0
Express intent to settle dispute,Give ultimatum,0,54,0.0,0.0
Give ultimatum,Express intent to engage in material cooperation,0,52,0.0,0.0
Express intent to engage in material cooperation,Give ultimatum,0,10,0.0,0.0
Give ultimatum,Appeal for material cooperation,0,52,0.0,0.0
Appeal for material cooperation,Give ultimatum,0,10,0.0,0.0
Give ultimatum,Engage in judicial cooperation,0,52,0.0,0.0
Engage in judicial cooperation,Give ultimatum,0,10,0.0,0.0
Give ultimatum,Assassinate,0,52,0.0,0.0
Assassinate,Give ultimatum,0,44,0.0,0.0
Give ultimatum,Accuse of war crimes,0,52,0.0,0.0
Accuse of war crimes,Give ultimatum,0,7,0.0,0.0
Give ultimatum,Appeal to engage in or accept mediation,0,52,0.0,0.0
Appeal to engage in or accept mediation,Give ultimatum,0,33,0.0,0.0
Give ultimatum,Appeal for intelligence,0,52,0.0,0.0
Appeal for intelligence,Give ultimatum,0,75,0.0,0.0
Give ultimatum,Impose administrative sanctions,0,52,0.0,0.0
Impose administrative sanctions,Give ultimatum,0,133,0.0,0.0
Give ultimatum,"Demand meeting, negotiation",0,52,0.0,0.0
"Demand meeting, negotiation",Give ultimatum,0,15,0.0,0.0
Give ultimatum,Grant diplomatic recognition,0,52,0.0,0.0
Grant diplomatic recognition,Give ultimatum,0,53,0.0,0.0
Give ultimatum,Appeal for aid,0,52,0.0,0.0
Appeal for aid,Give ultimatum,0,22,0.0,0.0
Give ultimatum,Express intent to provide humanitarian aid,0,52,0.0,0.0
Express intent to provide humanitarian aid,Give ultimatum,0,48,0.0,0.0
Give ultimatum,Carry out suicide bombing,0,52,0.0,0.0
Carry out suicide bombing,Give ultimatum,0,76,0.0,0.0
Give ultimatum,Mobilize or increase armed forces,0,52,0.0,0.0
Mobilize or increase armed forces,Give ultimatum,0,169,0.0,0.0
Give ultimatum,Apologize,0,52,0.0,0.0
Apologize,Give ultimatum,0,33,0.0,0.0
Give ultimatum,Attempt to assassinate,0,52,0.0,0.0
Attempt to assassinate,Give ultimatum,0,11,0.0,0.0
Give ultimatum,Yield,0,52,0.0,0.0
Yield,Give ultimatum,0,93,0.0,0.0
Give ultimatum,Appeal for economic cooperation,0,52,0.0,0.0
Appeal for economic cooperation,Give ultimatum,0,15,0.0,0.0
Give ultimatum,Employ aerial weapons,0,52,0.0,0.0
Employ aerial weapons,Give ultimatum,0,86,0.0,0.0
Give ultimatum,Accede to demands for rights,0,52,0.0,0.0
Accede to demands for rights,Give ultimatum,0,6,0.0,0.0
Give ultimatum,Appeal for rights,0,52,0.0,0.0
Appeal for rights,Give ultimatum,0,9,0.0,0.0
Give ultimatum,Appeal for military aid,0,52,0.0,0.0
Appeal for military aid,Give ultimatum,0,26,0.0,0.0
Give ultimatum,Accuse of human rights abuses,0,52,0.0,0.0
Accuse of human rights abuses,Give ultimatum,0,39,0.0,0.0
Give ultimatum,Demand material aid,0,52,0.0,0.0
Demand material aid,Give ultimatum,0,1,0.0,0.0
Give ultimatum,Appeal to others to settle dispute,0,52,0.0,0.0
Appeal to others to settle dispute,Give ultimatum,0,12,0.0,0.0
Give ultimatum,Express intent to cooperate militarily,0,52,0.0,0.0
Express intent to cooperate militarily,Give ultimatum,0,14,0.0,0.0
Give ultimatum,"Threaten with sanctions, boycott, embargo",0,52,0.0,0.0
"Threaten with sanctions, boycott, embargo",Give ultimatum,0,6,0.0,0.0
Give ultimatum,Share intelligence or information,0,52,0.0,0.0
Share intelligence or information,Give ultimatum,0,38,0.0,0.0
Give ultimatum,Ease administrative sanctions,0,52,0.0,0.0
Ease administrative sanctions,Give ultimatum,0,146,0.0,0.0
Give ultimatum,Veto,0,52,0.0,0.0
Veto,Give ultimatum,0,6,0.0,0.0
Give ultimatum,Acknowledge or claim responsibility,0,52,0.0,0.0
Acknowledge or claim responsibility,Give ultimatum,0,62,0.0,0.0
Give ultimatum,Appeal to others to meet or negotiate,0,52,0.0,0.0
Appeal to others to meet or negotiate,Give ultimatum,0,28,0.0,0.0
Give ultimatum,Demand release of persons or property,0,52,0.0,0.0
Demand release of persons or property,Give ultimatum,0,5,0.0,0.0
Give ultimatum,Express intent to provide military protection or peacekeeping,0,52,0.0,0.0
Express intent to provide military protection or peacekeeping,Give ultimatum,0,6,0.0,0.0
Give ultimatum,"Express intent to ease economic sanctions, boycott, or embargo",0,52,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Give ultimatum,0,18,0.0,0.0
Give ultimatum,Appeal for judicial cooperation,0,52,0.0,0.0
Appeal for judicial cooperation,Give ultimatum,0,23,0.0,0.0
Give ultimatum,Refuse to de-escalate military engagement,0,52,0.0,0.0
Refuse to de-escalate military engagement,Give ultimatum,0,4,0.0,0.0
Give ultimatum,"Impose blockade, restrict movement",0,52,0.0,0.0
"Impose blockade, restrict movement",Give ultimatum,0,18,0.0,0.0
Give ultimatum,Threaten with repression,0,52,0.0,0.0
Threaten with repression,Give ultimatum,0,5,0.0,0.0
Give ultimatum,Impose state of emergency or martial law,0,52,0.0,0.0
Impose state of emergency or martial law,Give ultimatum,0,12,0.0,0.0
Give ultimatum,Increase military alert status,0,52,0.0,0.0
Increase military alert status,Give ultimatum,0,27,0.0,0.0
Give ultimatum,Provide military aid,0,52,0.0,0.0
Provide military aid,Give ultimatum,0,88,0.0,0.0
Give ultimatum,Demonstrate military or police power,0,52,0.0,0.0
Demonstrate military or police power,Give ultimatum,0,30,0.0,0.0
Give ultimatum,Demand judicial cooperation,0,52,0.0,0.0
Demand judicial cooperation,Give ultimatum,0,4,0.0,0.0
Give ultimatum,Express intent to provide military aid,0,52,0.0,0.0
Express intent to provide military aid,Give ultimatum,0,92,0.0,0.0
Give ultimatum,Threaten non-force,0,52,0.0,0.0
Threaten non-force,Give ultimatum,0,10,0.0,0.0
Give ultimatum,Conduct strike or boycott,0,52,0.0,0.0
Conduct strike or boycott,Give ultimatum,0,32,0.0,0.0
Give ultimatum,Expel or withdraw peacekeepers,0,52,0.0,0.0
Expel or withdraw peacekeepers,Give ultimatum,0,4,0.0,0.0
Give ultimatum,"Demand change in institutions, regime",0,52,0.0,0.0
"Demand change in institutions, regime",Give ultimatum,0,8,0.0,0.0
Give ultimatum,"Accede to demands for change in institutions, regime",0,52,0.0,0.0
"Accede to demands for change in institutions, regime",Give ultimatum,0,3,0.0,0.0
Give ultimatum,"Appeal for easing of economic sanctions, boycott, or embargo",0,52,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Give ultimatum,0,1,0.0,0.0
Give ultimatum,Express intent to mediate,0,52,0.0,0.0
Express intent to mediate,Give ultimatum,0,14,0.0,0.0
Give ultimatum,Decline comment,0,52,0.0,0.0
Decline comment,Give ultimatum,0,22,0.0,0.0
Give ultimatum,"Refuse to ease economic sanctions, boycott, or embargo",0,52,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Give ultimatum,0,4,0.0,0.0
Give ultimatum,Reject judicial cooperation,0,52,0.0,0.0
Reject judicial cooperation,Give ultimatum,0,1,0.0,0.0
Give ultimatum,"Return, release property",0,52,0.0,0.0
"Return, release property",Give ultimatum,0,10,0.0,0.0
Give ultimatum,Express intent to accept mediation,0,52,0.0,0.0
Express intent to accept mediation,Give ultimatum,0,8,0.0,0.0
Give ultimatum,Accuse of aggression,0,52,0.0,0.0
Accuse of aggression,Give ultimatum,0,7,0.0,0.0
Give ultimatum,Investigate human rights abuses,0,52,0.0,0.0
Investigate human rights abuses,Give ultimatum,0,3,0.0,0.0
Give ultimatum,"Accuse of crime, corruption",0,52,0.0,0.0
"Accuse of crime, corruption",Give ultimatum,0,64,0.0,0.0
Give ultimatum,Demonstrate for leadership change,0,52,0.0,0.0
Demonstrate for leadership change,Give ultimatum,0,27,0.0,0.0
Give ultimatum,Demand change in leadership,0,52,0.0,0.0
Demand change in leadership,Give ultimatum,0,64,0.0,0.0
Give ultimatum,Reject material cooperation,0,52,0.0,0.0
Reject material cooperation,Give ultimatum,0,3,0.0,0.0
Give ultimatum,"Investigate crime, corruption",0,52,0.0,0.0
"Investigate crime, corruption",Give ultimatum,0,28,0.0,0.0
Give ultimatum,"Appeal for change in institutions, regime",0,52,0.0,0.0
"Appeal for change in institutions, regime",Give ultimatum,0,20,0.0,0.0
Give ultimatum,Express intent to ease administrative sanctions,0,52,0.0,0.0
Express intent to ease administrative sanctions,Give ultimatum,0,7,0.0,0.0
Give ultimatum,Receive inspectors,0,52,0.0,0.0
Receive inspectors,Give ultimatum,0,2,0.0,0.0
Give ultimatum,Increase police alert status,0,52,0.0,0.0
Increase police alert status,Give ultimatum,0,25,0.0,0.0
Give ultimatum,Defend verbally,0,52,0.0,0.0
Defend verbally,Give ultimatum,0,25,0.0,0.0
Give ultimatum,Threaten to halt negotiations,0,52,0.0,0.0
Threaten to halt negotiations,Give ultimatum,0,1,0.0,0.0
Give ultimatum,Reduce or stop military assistance,0,52,0.0,0.0
Reduce or stop military assistance,Give ultimatum,0,8,0.0,0.0
Give ultimatum,Demand settling of dispute,0,52,0.0,0.0
Demand settling of dispute,Give ultimatum,0,5,0.0,0.0
Give ultimatum,Conduct hunger strike,0,52,0.0,0.0
Conduct hunger strike,Give ultimatum,0,3,0.0,0.0
Give ultimatum,Demand intelligence cooperation,0,52,0.0,0.0
Demand intelligence cooperation,Give ultimatum,0,15,0.0,0.0
Give ultimatum,Demand mediation,0,52,0.0,0.0
Demand mediation,Give ultimatum,0,3,0.0,0.0
Give ultimatum,Express intent to cooperate on intelligence,0,52,0.0,0.0
Express intent to cooperate on intelligence,Give ultimatum,0,8,0.0,0.0
"Reject plan, agreement to settle dispute",Demand de-escalation of military engagement,0,55,0.0,0.0
Demand de-escalation of military engagement,"Reject plan, agreement to settle dispute",0,12,0.0,0.0
"Reject plan, agreement to settle dispute",Coerce,0,55,0.0,0.0
Coerce,"Reject plan, agreement to settle dispute",0,95,0.0,0.0
"Reject plan, agreement to settle dispute",Express accord,0,55,0.0,0.0
Express accord,"Reject plan, agreement to settle dispute",0,79,0.0,0.0
"Reject plan, agreement to settle dispute","Declare truce, ceasefire",0,55,0.0,0.0
"Declare truce, ceasefire","Reject plan, agreement to settle dispute",0,23,0.0,0.0
"Reject plan, agreement to settle dispute",Complain officially,0,55,0.0,0.0
Complain officially,"Reject plan, agreement to settle dispute",0,109,0.0,0.0
"Reject plan, agreement to settle dispute","Return, release person(s)",0,55,0.0,0.0
"Return, release person(s)","Reject plan, agreement to settle dispute",0,357,0.0,0.0
"Reject plan, agreement to settle dispute",Refuse to yield,0,55,0.0,0.0
Refuse to yield,"Reject plan, agreement to settle dispute",0,37,0.0,0.0
"Reject plan, agreement to settle dispute",Reduce relations,0,55,0.0,0.0
Reduce relations,"Reject plan, agreement to settle dispute",0,188,0.0,0.0
"Reject plan, agreement to settle dispute",Bring lawsuit against,0,55,0.0,0.0
Bring lawsuit against,"Reject plan, agreement to settle dispute",0,142,0.0,0.0
"Reject plan, agreement to settle dispute",Engage in mass expulsion,0,55,0.0,0.0
Engage in mass expulsion,"Reject plan, agreement to settle dispute",0,1,0.0,0.0
"Reject plan, agreement to settle dispute",Impose restrictions on political freedoms,0,55,0.0,0.0
Impose restrictions on political freedoms,"Reject plan, agreement to settle dispute",0,54,0.0,0.0
"Reject plan, agreement to settle dispute","Obstruct passage, block",0,55,0.0,0.0
"Obstruct passage, block","Reject plan, agreement to settle dispute",0,58,0.0,0.0
"Reject plan, agreement to settle dispute",Rally opposition against,0,55,0.0,0.0
Rally opposition against,"Reject plan, agreement to settle dispute",0,68,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for humanitarian aid,0,55,0.0,0.0
Appeal for humanitarian aid,"Reject plan, agreement to settle dispute",0,7,0.0,0.0
"Reject plan, agreement to settle dispute",Torture,0,55,0.0,0.0
Torture,"Reject plan, agreement to settle dispute",0,30,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to release persons or property,0,55,0.0,0.0
Express intent to release persons or property,"Reject plan, agreement to settle dispute",0,61,0.0,0.0
"Reject plan, agreement to settle dispute",Consider policy option,0,55,0.0,0.0
Consider policy option,"Reject plan, agreement to settle dispute",0,90,0.0,0.0
"Reject plan, agreement to settle dispute",fight with artillery and tanks,0,55,0.0,0.0
fight with artillery and tanks,"Reject plan, agreement to settle dispute",0,32,0.0,0.0
"Reject plan, agreement to settle dispute",Engage in material cooperation,0,55,0.0,0.0
Engage in material cooperation,"Reject plan, agreement to settle dispute",0,83,0.0,0.0
"Reject plan, agreement to settle dispute",Violate ceasefire,0,55,0.0,0.0
Violate ceasefire,"Reject plan, agreement to settle dispute",0,4,0.0,0.0
"Reject plan, agreement to settle dispute",Provide economic aid,0,55,0.0,0.0
Provide economic aid,"Reject plan, agreement to settle dispute",0,71,0.0,0.0
"Reject plan, agreement to settle dispute",Confiscate property,0,55,0.0,0.0
Confiscate property,"Reject plan, agreement to settle dispute",0,138,0.0,0.0
"Reject plan, agreement to settle dispute",Cooperate economically,0,55,0.0,0.0
Cooperate economically,"Reject plan, agreement to settle dispute",0,117,0.0,0.0
"Reject plan, agreement to settle dispute",Provide humanitarian aid,0,55,0.0,0.0
Provide humanitarian aid,"Reject plan, agreement to settle dispute",0,252,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for release of persons or property,0,55,0.0,0.0
Appeal for release of persons or property,"Reject plan, agreement to settle dispute",0,30,0.0,0.0
"Reject plan, agreement to settle dispute",Provide aid,0,55,0.0,0.0
Provide aid,"Reject plan, agreement to settle dispute",0,158,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for change in leadership,0,55,0.0,0.0
Appeal for change in leadership,"Reject plan, agreement to settle dispute",0,49,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for economic aid,0,55,0.0,0.0
Appeal for economic aid,"Reject plan, agreement to settle dispute",0,23,0.0,0.0
"Reject plan, agreement to settle dispute",Retreat or surrender militarily,0,55,0.0,0.0
Retreat or surrender militarily,"Reject plan, agreement to settle dispute",0,55,0.0,0.0
"Reject plan, agreement to settle dispute",Rally support on behalf of,0,55,0.0,0.0
Rally support on behalf of,"Reject plan, agreement to settle dispute",0,96,0.0,0.0
