relation i,relation j,#implication,#rel_i,P one direction,P two direction
Demand rights,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,Demand political reform,0,783,0.0,0.0
Demand political reform,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,Demand judicial cooperation,0,783,0.0,0.0
Demand judicial cooperation,Discuss by telephone,0,4,0.0,0.0
Discuss by telephone,Violate ceasefire,0,783,0.0,0.0
Violate ceasefire,Discuss by telephone,0,4,0.0,0.0
Discuss by telephone,Express intent to accept mediation,8,783,0.010217113665389528,0.011378002528445006
Express intent to accept mediation,Discuss by telephone,1,8,0.125,0.011378002528445006
Discuss by telephone,Express intent to ease administrative sanctions,0,783,0.0,0.0
Express intent to ease administrative sanctions,Discuss by telephone,0,7,0.0,0.0
Discuss by telephone,"Refuse to ease economic sanctions, boycott, or embargo",0,783,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Discuss by telephone,0,4,0.0,0.0
Discuss by telephone,Demand that target yields,0,783,0.0,0.0
Demand that target yields,Discuss by telephone,0,8,0.0,0.0
Discuss by telephone,Demand mediation,0,783,0.0,0.0
Demand mediation,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Appeal for humanitarian aid,0,783,0.0,0.0
Appeal for humanitarian aid,Discuss by telephone,0,7,0.0,0.0
Discuss by telephone,Obstruct passage to demand leadership change,0,783,0.0,0.0
Obstruct passage to demand leadership change,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,Express intent to yield,0,783,0.0,0.0
Express intent to yield,Discuss by telephone,0,8,0.0,0.0
Discuss by telephone,Threaten to halt mediation,0,783,0.0,0.0
Threaten to halt mediation,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Reject judicial cooperation,0,783,0.0,0.0
Reject judicial cooperation,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Reduce or stop military assistance,0,783,0.0,0.0
Reduce or stop military assistance,Discuss by telephone,0,8,0.0,0.0
Discuss by telephone,Threaten to reduce or break relations,0,783,0.0,0.0
Threaten to reduce or break relations,Discuss by telephone,0,4,0.0,0.0
Discuss by telephone,Demobilize armed forces,0,783,0.0,0.0
Demobilize armed forces,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Use as human shield,0,783,0.0,0.0
Use as human shield,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Demand policy change,0,783,0.0,0.0
Demand policy change,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,"Accede to demands for change in institutions, regime",0,783,0.0,0.0
"Accede to demands for change in institutions, regime",Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Reject economic cooperation,0,783,0.0,0.0
Reject economic cooperation,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,Reject material cooperation,0,783,0.0,0.0
Reject material cooperation,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Halt mediation,0,783,0.0,0.0
Halt mediation,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Threaten with repression,0,783,0.0,0.0
Threaten with repression,Discuss by telephone,0,5,0.0,0.0
Discuss by telephone,Accede to demands for change in policy,0,783,0.0,0.0
Accede to demands for change in policy,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,Investigate war crimes,0,783,0.0,0.0
Investigate war crimes,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Conduct hunger strike,0,783,0.0,0.0
Conduct hunger strike,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Destroy property,0,783,0.0,0.0
Destroy property,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Express intent to change policy,0,783,0.0,0.0
Express intent to change policy,Discuss by telephone,0,2,0.0,0.0
Discuss by telephone,"Use chemical, biological, or radiological weapons",0,783,0.0,0.0
"Use chemical, biological, or radiological weapons",Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Reject request for military protection or peacekeeping,0,783,0.0,0.0
Reject request for military protection or peacekeeping,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Demand material aid,0,783,0.0,0.0
Demand material aid,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Reduce or stop material aid,0,783,0.0,0.0
Reduce or stop material aid,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Engage in mass expulsion,0,783,0.0,0.0
Engage in mass expulsion,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Appeal for policy change,0,783,0.0,0.0
Appeal for policy change,Discuss by telephone,0,12,0.0,0.0
Discuss by telephone,Investigate human rights abuses,0,783,0.0,0.0
Investigate human rights abuses,Discuss by telephone,0,3,0.0,0.0
Discuss by telephone,Carry out car bombing,0,783,0.0,0.0
Carry out car bombing,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Expel or withdraw,0,783,0.0,0.0
Expel or withdraw,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Grant asylum,0,783,0.0,0.0
Grant asylum,Discuss by telephone,0,7,0.0,0.0
Discuss by telephone,Ease state of emergency or martial law,0,783,0.0,0.0
Ease state of emergency or martial law,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Carry out roadside bombing,0,783,0.0,0.0
Carry out roadside bombing,Discuss by telephone,0,1,0.0,0.0
Discuss by telephone,Appeal for target to allow international involvement (non-mediation),0,783,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Discuss by telephone,0,1,0.0,0.0
Demonstrate for leadership change,Impose restrictions on political freedoms,0,27,0.0,0.0
Impose restrictions on political freedoms,Demonstrate for leadership change,0,54,0.0,0.0
Demonstrate for leadership change,"Investigate crime, corruption",0,27,0.0,0.0
"Investigate crime, corruption",Demonstrate for leadership change,0,28,0.0,0.0
Demonstrate for leadership change,Engage in material cooperation,0,27,0.0,0.0
Engage in material cooperation,Demonstrate for leadership change,0,83,0.0,0.0
Demonstrate for leadership change,Appeal to others to meet or negotiate,0,27,0.0,0.0
Appeal to others to meet or negotiate,Demonstrate for leadership change,0,28,0.0,0.0
Demonstrate for leadership change,Provide humanitarian aid,0,27,0.0,0.0
Provide humanitarian aid,Demonstrate for leadership change,0,252,0.0,0.0
Demonstrate for leadership change,Appeal for change in leadership,4,27,0.14814814814814814,0.07894736842105263
Appeal for change in leadership,Demonstrate for leadership change,2,49,0.04081632653061224,0.07894736842105263
Demonstrate for leadership change,Use tactics of violent repression,0,27,0.0,0.0
Use tactics of violent repression,Demonstrate for leadership change,0,217,0.0,0.0
Demonstrate for leadership change,Occupy territory,0,27,0.0,0.0
Occupy territory,Demonstrate for leadership change,0,208,0.0,0.0
Demonstrate for leadership change,Demand humanitarian aid,0,27,0.0,0.0
Demand humanitarian aid,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reject,1,27,0.037037037037037035,0.0037926675094816687
Reject,Demonstrate for leadership change,2,764,0.002617801047120419,0.0037926675094816687
Demonstrate for leadership change,Threaten non-force,0,27,0.0,0.0
Threaten non-force,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Express intent to cooperate economically,0,27,0.0,0.0
Express intent to cooperate economically,Demonstrate for leadership change,0,93,0.0,0.0
Demonstrate for leadership change,"Conduct suicide, car, or other non-military bombing",0,27,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate for leadership change,0,69,0.0,0.0
Demonstrate for leadership change,"Demand meeting, negotiation",0,27,0.0,0.0
"Demand meeting, negotiation",Demonstrate for leadership change,0,15,0.0,0.0
Demonstrate for leadership change,Deny responsibility,0,27,0.0,0.0
Deny responsibility,Demonstrate for leadership change,0,168,0.0,0.0
Demonstrate for leadership change,"Express intent to change institutions, regime",0,27,0.0,0.0
"Express intent to change institutions, regime",Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Appeal for judicial cooperation,0,27,0.0,0.0
Appeal for judicial cooperation,Demonstrate for leadership change,0,23,0.0,0.0
Demonstrate for leadership change,Share intelligence or information,0,27,0.0,0.0
Share intelligence or information,Demonstrate for leadership change,0,38,0.0,0.0
Demonstrate for leadership change,Expel or deport individuals,0,27,0.0,0.0
Expel or deport individuals,Demonstrate for leadership change,0,138,0.0,0.0
Demonstrate for leadership change,Confiscate property,0,27,0.0,0.0
Confiscate property,Demonstrate for leadership change,0,138,0.0,0.0
Demonstrate for leadership change,Accuse of aggression,0,27,0.0,0.0
Accuse of aggression,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Reduce relations,0,27,0.0,0.0
Reduce relations,Demonstrate for leadership change,0,188,0.0,0.0
Demonstrate for leadership change,Physically assault,0,27,0.0,0.0
Physically assault,Demonstrate for leadership change,0,191,0.0,0.0
Demonstrate for leadership change,Retreat or surrender militarily,0,27,0.0,0.0
Retreat or surrender militarily,Demonstrate for leadership change,0,55,0.0,0.0
Demonstrate for leadership change,Demand diplomatic cooperation (such as policy support),0,27,0.0,0.0
Demand diplomatic cooperation (such as policy support),Demonstrate for leadership change,0,66,0.0,0.0
Demonstrate for leadership change,Veto,0,27,0.0,0.0
Veto,Demonstrate for leadership change,0,6,0.0,0.0
Demonstrate for leadership change,Kill by physical assault,0,27,0.0,0.0
Kill by physical assault,Demonstrate for leadership change,0,80,0.0,0.0
Demonstrate for leadership change,"Appeal for change in institutions, regime",0,27,0.0,0.0
"Appeal for change in institutions, regime",Demonstrate for leadership change,0,20,0.0,0.0
Demonstrate for leadership change,Forgive,0,27,0.0,0.0
Forgive,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,"Reject proposal to meet, discuss, or negotiate",0,27,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Demonstrate for leadership change,0,92,0.0,0.0
Demonstrate for leadership change,Express intent to provide humanitarian aid,0,27,0.0,0.0
Express intent to provide humanitarian aid,Demonstrate for leadership change,0,48,0.0,0.0
Demonstrate for leadership change,"Ease economic sanctions, boycott, embargo",0,27,0.0,0.0
"Ease economic sanctions, boycott, embargo",Demonstrate for leadership change,0,21,0.0,0.0
Demonstrate for leadership change,Express intent to cooperate militarily,0,27,0.0,0.0
Express intent to cooperate militarily,Demonstrate for leadership change,0,14,0.0,0.0
Demonstrate for leadership change,Cooperate economically,0,27,0.0,0.0
Cooperate economically,Demonstrate for leadership change,0,117,0.0,0.0
Demonstrate for leadership change,Express intent to provide economic aid,0,27,0.0,0.0
Express intent to provide economic aid,Demonstrate for leadership change,0,70,0.0,0.0
Demonstrate for leadership change,Mobilize or increase police power,0,27,0.0,0.0
Mobilize or increase police power,Demonstrate for leadership change,0,25,0.0,0.0
Demonstrate for leadership change,Conduct strike or boycott,0,27,0.0,0.0
Conduct strike or boycott,Demonstrate for leadership change,0,32,0.0,0.0
Demonstrate for leadership change,Employ aerial weapons,0,27,0.0,0.0
Employ aerial weapons,Demonstrate for leadership change,0,86,0.0,0.0
Demonstrate for leadership change,Demonstrate military or police power,0,27,0.0,0.0
Demonstrate military or police power,Demonstrate for leadership change,0,30,0.0,0.0
Demonstrate for leadership change,Provide military aid,0,27,0.0,0.0
Provide military aid,Demonstrate for leadership change,0,88,0.0,0.0
Demonstrate for leadership change,"Reject plan, agreement to settle dispute",0,27,0.0,0.0
"Reject plan, agreement to settle dispute",Demonstrate for leadership change,0,55,0.0,0.0
Demonstrate for leadership change,Yield,0,27,0.0,0.0
Yield,Demonstrate for leadership change,0,93,0.0,0.0
Demonstrate for leadership change,"Obstruct passage, block",1,27,0.037037037037037035,0.023529411764705882
"Obstruct passage, block",Demonstrate for leadership change,1,58,0.017241379310344827,0.023529411764705882
Demonstrate for leadership change,Mediate,0,27,0.0,0.0
Mediate,Demonstrate for leadership change,0,15,0.0,0.0
Demonstrate for leadership change,Apologize,0,27,0.0,0.0
Apologize,Demonstrate for leadership change,0,33,0.0,0.0
Demonstrate for leadership change,Express intent to release persons or property,0,27,0.0,0.0
Express intent to release persons or property,Demonstrate for leadership change,0,61,0.0,0.0
Demonstrate for leadership change,Express intent to de-escalate military engagement,0,27,0.0,0.0
Express intent to de-escalate military engagement,Demonstrate for leadership change,0,31,0.0,0.0
Demonstrate for leadership change,Accede to demands for rights,0,27,0.0,0.0
Accede to demands for rights,Demonstrate for leadership change,0,6,0.0,0.0
Demonstrate for leadership change,Demand economic aid,0,27,0.0,0.0
Demand economic aid,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Impose state of emergency or martial law,0,27,0.0,0.0
Impose state of emergency or martial law,Demonstrate for leadership change,0,12,0.0,0.0
Demonstrate for leadership change,Receive deployment of peacekeepers,0,27,0.0,0.0
Receive deployment of peacekeepers,Demonstrate for leadership change,0,28,0.0,0.0
Demonstrate for leadership change,Demand de-escalation of military engagement,0,27,0.0,0.0
Demand de-escalation of military engagement,Demonstrate for leadership change,0,12,0.0,0.0
Demonstrate for leadership change,"Declare truce, ceasefire",0,27,0.0,0.0
"Declare truce, ceasefire",Demonstrate for leadership change,0,23,0.0,0.0
Demonstrate for leadership change,Reduce or stop humanitarian assistance,0,27,0.0,0.0
Reduce or stop humanitarian assistance,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Appeal to others to settle dispute,0,27,0.0,0.0
Appeal to others to settle dispute,Demonstrate for leadership change,0,12,0.0,0.0
Demonstrate for leadership change,Reject request for military aid,0,27,0.0,0.0
Reject request for military aid,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,"Threaten with political dissent, protest",0,27,0.0,0.0
"Threaten with political dissent, protest",Demonstrate for leadership change,0,5,0.0,0.0
Demonstrate for leadership change,Acknowledge or claim responsibility,0,27,0.0,0.0
Acknowledge or claim responsibility,Demonstrate for leadership change,0,62,0.0,0.0
Demonstrate for leadership change,"Express intent to ease economic sanctions, boycott, or embargo",0,27,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Demonstrate for leadership change,0,18,0.0,0.0
Demonstrate for leadership change,Coerce,0,27,0.0,0.0
Coerce,Demonstrate for leadership change,0,95,0.0,0.0
Demonstrate for leadership change,fight with artillery and tanks,0,27,0.0,0.0
fight with artillery and tanks,Demonstrate for leadership change,0,32,0.0,0.0
Demonstrate for leadership change,Express intent to cooperate on intelligence,0,27,0.0,0.0
Express intent to cooperate on intelligence,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Express intent to settle dispute,0,27,0.0,0.0
Express intent to settle dispute,Demonstrate for leadership change,0,54,0.0,0.0
Demonstrate for leadership change,Express accord,0,27,0.0,0.0
Express accord,Demonstrate for leadership change,0,79,0.0,0.0
Demonstrate for leadership change,Decline comment,0,27,0.0,0.0
Decline comment,Demonstrate for leadership change,0,22,0.0,0.0
Demonstrate for leadership change,Rally opposition against,0,27,0.0,0.0
Rally opposition against,Demonstrate for leadership change,0,68,0.0,0.0
Demonstrate for leadership change,Rally support on behalf of,0,27,0.0,0.0
Rally support on behalf of,Demonstrate for leadership change,0,96,0.0,0.0
Demonstrate for leadership change,Halt negotiations,0,27,0.0,0.0
Halt negotiations,Demonstrate for leadership change,0,27,0.0,0.0
Demonstrate for leadership change,Appeal for military aid,0,27,0.0,0.0
Appeal for military aid,Demonstrate for leadership change,0,26,0.0,0.0
Demonstrate for leadership change,Threaten with military force,0,27,0.0,0.0
Threaten with military force,Demonstrate for leadership change,0,91,0.0,0.0
Demonstrate for leadership change,Express intent to provide military protection or peacekeeping,0,27,0.0,0.0
Express intent to provide military protection or peacekeeping,Demonstrate for leadership change,0,6,0.0,0.0
Demonstrate for leadership change,Assassinate,0,27,0.0,0.0
Assassinate,Demonstrate for leadership change,0,44,0.0,0.0
Demonstrate for leadership change,"Threaten with sanctions, boycott, embargo",0,27,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demonstrate for leadership change,0,6,0.0,0.0
Demonstrate for leadership change,Demand change in leadership,10,27,0.37037037037037035,0.1978021978021978
Demand change in leadership,Demonstrate for leadership change,8,64,0.125,0.1978021978021978
Demonstrate for leadership change,Appeal for economic aid,0,27,0.0,0.0
Appeal for economic aid,Demonstrate for leadership change,0,23,0.0,0.0
Demonstrate for leadership change,Refuse to de-escalate military engagement,0,27,0.0,0.0
Refuse to de-escalate military engagement,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Express intent to provide military aid,0,27,0.0,0.0
Express intent to provide military aid,Demonstrate for leadership change,0,92,0.0,0.0
Demonstrate for leadership change,Refuse to release persons or property,0,27,0.0,0.0
Refuse to release persons or property,Demonstrate for leadership change,0,19,0.0,0.0
Demonstrate for leadership change,Increase police alert status,0,27,0.0,0.0
Increase police alert status,Demonstrate for leadership change,0,25,0.0,0.0
Demonstrate for leadership change,"Return, release property",0,27,0.0,0.0
"Return, release property",Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Ease military blockade,0,27,0.0,0.0
Ease military blockade,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Appeal for material cooperation,0,27,0.0,0.0
Appeal for material cooperation,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Appeal for economic cooperation,0,27,0.0,0.0
Appeal for economic cooperation,Demonstrate for leadership change,0,15,0.0,0.0
Demonstrate for leadership change,Give ultimatum,0,27,0.0,0.0
Give ultimatum,Demonstrate for leadership change,0,52,0.0,0.0
Demonstrate for leadership change,Demand settling of dispute,0,27,0.0,0.0
Demand settling of dispute,Demonstrate for leadership change,0,5,0.0,0.0
Demonstrate for leadership change,"Accuse of crime, corruption",0,27,0.0,0.0
"Accuse of crime, corruption",Demonstrate for leadership change,0,64,0.0,0.0
Demonstrate for leadership change,Defend verbally,0,27,0.0,0.0
Defend verbally,Demonstrate for leadership change,0,25,0.0,0.0
Demonstrate for leadership change,Accuse of human rights abuses,0,27,0.0,0.0
Accuse of human rights abuses,Demonstrate for leadership change,0,39,0.0,0.0
Demonstrate for leadership change,Provide military protection or peacekeeping,0,27,0.0,0.0
Provide military protection or peacekeeping,Demonstrate for leadership change,0,23,0.0,0.0
Demonstrate for leadership change,"Accuse of espionage, treason",0,27,0.0,0.0
"Accuse of espionage, treason",Demonstrate for leadership change,0,14,0.0,0.0
Demonstrate for leadership change,Seize or damage property,0,27,0.0,0.0
Seize or damage property,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Accede to requests or demands for political reform,0,27,0.0,0.0
Accede to requests or demands for political reform,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,"Appeal for easing of economic sanctions, boycott, or embargo",0,27,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Appeal to yield,0,27,0.0,0.0
Appeal to yield,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Demand military aid,0,27,0.0,0.0
Demand military aid,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Threaten to reduce or stop aid,0,27,0.0,0.0
Threaten to reduce or stop aid,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Refuse to ease administrative sanctions,0,27,0.0,0.0
Refuse to ease administrative sanctions,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Demand release of persons or property,0,27,0.0,0.0
Demand release of persons or property,Demonstrate for leadership change,0,5,0.0,0.0
Demonstrate for leadership change,Accede to demands for change in leadership,0,27,0.0,0.0
Accede to demands for change in leadership,Demonstrate for leadership change,0,29,0.0,0.0
Demonstrate for leadership change,"Demand change in institutions, regime",0,27,0.0,0.0
"Demand change in institutions, regime",Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Appeal for easing of administrative sanctions,0,27,0.0,0.0
Appeal for easing of administrative sanctions,Demonstrate for leadership change,0,13,0.0,0.0
Demonstrate for leadership change,Appeal for release of persons or property,0,27,0.0,0.0
Appeal for release of persons or property,Demonstrate for leadership change,0,30,0.0,0.0
Demonstrate for leadership change,Demonstrate for policy change,0,27,0.0,0.0
Demonstrate for policy change,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Appeal for aid,0,27,0.0,0.0
Appeal for aid,Demonstrate for leadership change,0,22,0.0,0.0
Demonstrate for leadership change,Appeal for rights,0,27,0.0,0.0
Appeal for rights,Demonstrate for leadership change,0,9,0.0,0.0
Demonstrate for leadership change,Appeal to engage in or accept mediation,0,27,0.0,0.0
Appeal to engage in or accept mediation,Demonstrate for leadership change,0,33,0.0,0.0
Demonstrate for leadership change,Engage in judicial cooperation,0,27,0.0,0.0
Engage in judicial cooperation,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Engage in violent protest for rights,0,27,0.0,0.0
Engage in violent protest for rights,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Express intent to mediate,0,27,0.0,0.0
Express intent to mediate,Demonstrate for leadership change,0,14,0.0,0.0
Demonstrate for leadership change,Expel or withdraw peacekeepers,0,27,0.0,0.0
Expel or withdraw peacekeepers,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Appeal for military protection or peacekeeping,0,27,0.0,0.0
Appeal for military protection or peacekeeping,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Accuse of war crimes,0,27,0.0,0.0
Accuse of war crimes,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Reject military cooperation,0,27,0.0,0.0
Reject military cooperation,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Threaten to halt negotiations,0,27,0.0,0.0
Threaten to halt negotiations,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Ban political parties or politicians,0,27,0.0,0.0
Ban political parties or politicians,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Express intent to change leadership,0,27,0.0,0.0
Express intent to change leadership,Demonstrate for leadership change,0,6,0.0,0.0
Demonstrate for leadership change,Demand material cooperation,0,27,0.0,0.0
Demand material cooperation,Demonstrate for leadership change,0,9,0.0,0.0
Demonstrate for leadership change,Express intent to institute political reform,0,27,0.0,0.0
Express intent to institute political reform,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Demand easing of administrative sanctions,0,27,0.0,0.0
Demand easing of administrative sanctions,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Express intent to engage in material cooperation,0,27,0.0,0.0
Express intent to engage in material cooperation,Demonstrate for leadership change,0,10,0.0,0.0
Demonstrate for leadership change,Reduce or stop economic assistance,0,27,0.0,0.0
Reduce or stop economic assistance,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Demand intelligence cooperation,0,27,0.0,0.0
Demand intelligence cooperation,Demonstrate for leadership change,0,15,0.0,0.0
Demonstrate for leadership change,Ease curfew,0,27,0.0,0.0
Ease curfew,Demonstrate for leadership change,0,5,0.0,0.0
Demonstrate for leadership change,Receive inspectors,0,27,0.0,0.0
Receive inspectors,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Engage in mass killings,0,27,0.0,0.0
Engage in mass killings,Demonstrate for leadership change,0,12,0.0,0.0
Demonstrate for leadership change,Demand rights,0,27,0.0,0.0
Demand rights,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Demand political reform,0,27,0.0,0.0
Demand political reform,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Demand judicial cooperation,0,27,0.0,0.0
Demand judicial cooperation,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Violate ceasefire,0,27,0.0,0.0
Violate ceasefire,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Express intent to accept mediation,0,27,0.0,0.0
Express intent to accept mediation,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Express intent to ease administrative sanctions,0,27,0.0,0.0
Express intent to ease administrative sanctions,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,"Refuse to ease economic sanctions, boycott, or embargo",0,27,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Demand that target yields,0,27,0.0,0.0
Demand that target yields,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Demand mediation,0,27,0.0,0.0
Demand mediation,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Appeal for humanitarian aid,0,27,0.0,0.0
Appeal for humanitarian aid,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Obstruct passage to demand leadership change,0,27,0.0,0.0
Obstruct passage to demand leadership change,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Express intent to yield,0,27,0.0,0.0
Express intent to yield,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Threaten to halt mediation,0,27,0.0,0.0
Threaten to halt mediation,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reject judicial cooperation,0,27,0.0,0.0
Reject judicial cooperation,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reduce or stop military assistance,0,27,0.0,0.0
Reduce or stop military assistance,Demonstrate for leadership change,0,8,0.0,0.0
Demonstrate for leadership change,Threaten to reduce or break relations,0,27,0.0,0.0
Threaten to reduce or break relations,Demonstrate for leadership change,0,4,0.0,0.0
Demonstrate for leadership change,Demobilize armed forces,0,27,0.0,0.0
Demobilize armed forces,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Use as human shield,0,27,0.0,0.0
Use as human shield,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Demand policy change,0,27,0.0,0.0
Demand policy change,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,"Accede to demands for change in institutions, regime",0,27,0.0,0.0
"Accede to demands for change in institutions, regime",Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Reject economic cooperation,0,27,0.0,0.0
Reject economic cooperation,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Reject material cooperation,0,27,0.0,0.0
Reject material cooperation,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Halt mediation,0,27,0.0,0.0
Halt mediation,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Threaten with repression,0,27,0.0,0.0
Threaten with repression,Demonstrate for leadership change,0,5,0.0,0.0
Demonstrate for leadership change,Accede to demands for change in policy,0,27,0.0,0.0
Accede to demands for change in policy,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,Investigate war crimes,0,27,0.0,0.0
Investigate war crimes,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Conduct hunger strike,0,27,0.0,0.0
Conduct hunger strike,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Destroy property,0,27,0.0,0.0
Destroy property,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Express intent to change policy,0,27,0.0,0.0
Express intent to change policy,Demonstrate for leadership change,0,2,0.0,0.0
Demonstrate for leadership change,"Use chemical, biological, or radiological weapons",0,27,0.0,0.0
"Use chemical, biological, or radiological weapons",Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reject request for military protection or peacekeeping,0,27,0.0,0.0
Reject request for military protection or peacekeeping,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Demand material aid,0,27,0.0,0.0
Demand material aid,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Reduce or stop material aid,0,27,0.0,0.0
Reduce or stop material aid,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Engage in mass expulsion,0,27,0.0,0.0
Engage in mass expulsion,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Appeal for policy change,0,27,0.0,0.0
Appeal for policy change,Demonstrate for leadership change,0,12,0.0,0.0
