,head,relation,tail,time
849,Appeals Court (Chile),"Arrest, detain, or charge with legal action",Augusto Pinochet,2006-01-02
850,Portugal,Consult,France,2007-06-04
851,Envoy (United States),Consult,China,2010-11-23
852,Police (Australia),Accuse,Citizen (Australia),2010-12-08
853,Alexis Tsipras,Appeal for political reform,Legislature (Greece),2015-07-11
854,Bolivia,Sign formal agreement,Kazakhstan,2013-05-20
855,China,Make optimistic comment,Japan,2007-02-13
856,Barack Obama,Threaten,Iraq,2014-09-11
857,Japan,Consult,China,2007-10-28
858,Roh Moo Hyun,Engage in negotiation,Head of Government (Mongolia),2006-05-08
859,China,Consult,Japan,2007-11-26
860,South Korea,Engage in negotiation,China,2010-05-14
861,Tony Blair,Engage in negotiation,Wen Jiabao,2005-09-05
862,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Julia Gillard,2010-09-07
863,China,Express intent to meet or negotiate,South Korea,2009-02-22
864,Japan,Host a visit,United Arab Emirates,2007-12-17
865,Vietnam,Host a visit,Mekong River Commission,2014-04-05
866,Dmitry Anatolyevich Medvedev,Engage in symbolic act,Barack Obama,2010-12-23
867,Police (South Africa),Investigate,South Africa,2006-04-20
868,South Korea,Demand,Japan,2005-04-13
869,Catherine Ashton,Express intent to engage in diplomatic cooperation (such as policy support),Nuri al-Maliki,2010-12-22
870,Oversight Court (Bulgaria),Refuse to ease administrative sanctions,Citizen (Bulgaria),2014-12-23
871,Valentin Sobolev,Express intent to meet or negotiate,Iran,2008-04-27
872,Lawyer/Attorney (Belgium),Demand,Men (Belgium),2015-12-24
873,Rafael Correa,Make a visit,Colombia,2008-03-04
874,Nuri al-Maliki,Make statement,Iraq,2014-06-10
875,Police (Australia),Investigate,Citizen (Australia),2014-09-19
876,Tony Blair,Make an appeal or request,Iraq,2007-05-19
877,Police (Australia),Investigate,Citizen (Australia),2013-04-24
878,Business (Iran),Engage in negotiation,Ministry (Iran),2015-08-06
879,Abhisit Vejjajiva,Make a visit,Cambodia,2009-06-30
880,Member of Parliament (Australia),Threaten,Citizen (Australia),2008-06-23
881,Joon Young Woo,Consult,Kim Kye Gwan,2007-01-23
882,Iran,Make statement,UN Security Council,2006-09-05
883,Sergey Vladilenovich Kiriyenko,Express intent to meet or negotiate,Iran,2006-02-15
884,Iran,"Arrest, detain, or charge with legal action",El País,2010-10-11
885,Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2011-04-01
886,Donald Rumsfeld,Demand,China,2005-10-20
887,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2013-03-26
888,Mahmoud Ahmadinejad,Make statement,Iran,2005-07-31
889,Government (Pakistan),Use conventional military force,Benazir Bhutto,2007-12-29
890,China,Express intent to cooperate economically,Japan,2005-01-05
891,Barack Obama,Make statement,Mexico,2009-03-19
892,Nuri al-Maliki,Express intent to meet or negotiate,Iran,2006-09-12
893,Julia Gillard,Consult,Vietnam,2010-10-31
894,China,Consider policy option,France,2006-01-25
895,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-07-29
896,Japan,Consult,China,2005-12-11
897,Police (Australia),Accuse,Citizen (Australia),2008-07-29
898,China,Engage in negotiation,Japan,2006-10-17
899,Iran,Criticize or denounce,Barack Obama,2013-09-17
900,Japan,Sign formal agreement,China,2006-10-27
901,Police (Australia),Use conventional military force,Citizen (Australia),2005-06-09
902,South Korea,Consult,Japan,2007-03-15
903,China,Make optimistic comment,Japan,2013-06-04
904,Japan,Engage in diplomatic cooperation,China,2007-04-11
905,Police (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2006-12-14
906,Japan,Express intent to cooperate,South Africa,2007-10-30
907,Police (Australia),Investigate,Citizen (Australia),2014-08-20
908,South Korea,"Reject proposal to meet, discuss, or negotiate",Japan,2008-07-17
909,Barack Obama,Make an appeal or request,Mahmoud Abbas,2014-03-18
910,Liberal Party (Hong Kong),Praise or endorse,Lawmaker (Hong Kong),2008-10-07
911,Iran,Expel or deport individuals,Refugee (Afghanistan),2009-04-24
912,Japan,Express intent to provide military aid,Iraq,2006-06-26
913,Wen Jiabao,Consult,Lee Myung Bak,2008-12-13
914,Yasuo Fukuda,Make a visit,South Korea,2013-08-21
915,Ma Ying Jeou,Criticize or denounce,Xi Jinping,2015-11-07
916,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2011-11-03
917,Lawyer/Attorney (Australia),Reject,Citizen (Australia),2010-09-16
918,Dmitry Anatolyevich Medvedev,Engage in negotiation,Raúl Castro,2009-01-30
919,Vietnam,Engage in diplomatic cooperation,Japan,2007-11-23
920,Militant (Nigeria),Use unconventional violence,Citizen (Nigeria),2008-01-02
921,Police (Australia),Investigate,Citizen (Australia),2006-10-13
922,Le Hong Anh,Express intent to meet or negotiate,China,2014-08-26
923,Colombia,Make statement,Rafael Correa,2008-03-04
924,Yoshihiko Noda,Express intent to cooperate,Lien Chan,2012-09-10
925,Thailand,Express intent to cooperate,Cambodia,2011-02-11
926,Yemen,Host a visit,Mahmoud Abbas,2013-02-19
927,Barack Obama,Reduce or break diplomatic relations,Malaysia,2013-10-04
928,Royal Administration (Nigeria),Make an appeal or request,Citizen (Nigeria),2015-04-06
929,Barack Obama,Threaten,Xi Jinping,2015-09-25
930,Oman,Express intent to cooperate,Iran,2015-05-26
931,Japan,Engage in negotiation,Kuwait,2012-03-22
932,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2009-01-02
933,Police (Australia),Investigate,Citizen (Australia),2005-03-09
934,Jack Straw,Make a visit,Iraq,2005-06-09
935,China,Threaten,South Korea,2005-10-27
936,Cambodia,Engage in diplomatic cooperation,Vietnam,2005-08-24
937,Armed Gang (Thailand),Use unconventional violence,Citizen (Thailand),2009-09-24
938,Iran,Engage in negotiation,China,2006-06-15
939,Abhisit Vejjajiva,Make statement,Cambodia,2009-06-30
940,China,Express intent to settle dispute,Iran,2015-09-15
941,Police (Australia),Investigate,Citizen (Australia),2013-10-10
942,South Korea,Engage in diplomatic cooperation,Japan,2011-09-24
943,Liu Yandong,Make statement,China,2015-05-27
944,Yasuo Fukuda,Consult,Head of Government (South Korea),2008-04-21
945,Citizen (Nigeria),Accuse,Government (Nigeria),2015-07-24
946,China,Consult,Shivraj Patil,2006-11-15
947,Police (Australia),Physically assault,Citizen (Australia),2008-01-09
948,Cambodia,Express intent to meet or negotiate,Thailand,2005-07-05
949,Dmitry Anatolyevich Medvedev,Consult,Barack Obama,2009-04-02
950,Dmitry Anatolyevich Medvedev,Express intent to cooperate,Barack Obama,2009-07-10
951,Japan,Engage in negotiation,China,2006-07-27
952,Thailand,Expel or deport individuals,Citizen (United Kingdom),2008-08-26
953,South Korea,Consult,China,2005-12-12
954,Citizen (Nigeria),Give ultimatum,Umaru Musa Yar'Adua,2010-01-05
955,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2015-11-06
956,Business (Iran),Express intent to meet or negotiate,Ministry (Iran),2015-08-06
957,Seyoum Mesfin,Make statement,Ethiopia,2007-01-29
958,Barack Obama,Accuse,Iran,2009-03-13
959,Somsavat Lengsava,Express intent to meet or negotiate,Vietnam,2006-05-04
960,Vietnam,Engage in diplomatic cooperation,China,2010-08-25
961,Japan,Express intent to provide economic aid,Association of Southeast Asian Nations,2013-12-12
962,China,Express intent to meet or negotiate,South Korea,2007-10-31
963,Iran,Demand,El País,2010-10-11
964,Vietnam,Engage in diplomatic cooperation,Laos,2006-11-24
965,France,Express intent to meet or negotiate,China,2005-05-03
966,Japan,Engage in negotiation,China,2015-10-15
967,China,Reject,Japan,2012-10-01
968,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Yasuo Fukuda,2008-07-08
969,Barack Obama,Praise or endorse,France,2015-11-17
970,Japan,Express intent to meet or negotiate,China,2005-10-17
971,Sudan,Consult,Jakaya Mrisho Kikwete,2008-09-08
972,Japan,Engage in negotiation,South Korea,2006-03-06
973,Barack Obama,Discuss by telephone,Benjamin Netanyahu,2015-07-14
974,Citizen (Nigeria),Refuse to yield,Government (Nigeria),2015-11-19
975,Envoy (United States),Make an appeal or request,South Korea,2006-10-18
976,Police (Australia),Use conventional military force,Citizen (Australia),2005-03-28
977,China,Make an appeal or request,Japan,2015-03-20
978,Abhisit Vejjajiva,Make a visit,Vietnam,2009-07-13
979,China,Host a visit,Thailand,2011-11-01
980,Lawyer/Attorney (Sweden),Investigate,Julian Paul Assange,2010-08-25
981,Police (Australia),Appeal for intelligence,Citizen (Australia),2015-03-20
982,Kazakhstan,Praise or endorse,China,2009-03-30
983,China,Express intent to cooperate,Japan,2009-02-22
984,Benazir Bhutto,Engage in negotiation,Pervez Musharraf,2007-09-16
985,Citizen (Thailand),Express intent to meet or negotiate,Thailand,2008-12-20
986,Japan,Express intent to meet or negotiate,China,2006-05-07
987,Japan,Make an appeal or request,UN Security Council,2006-10-04
988,Ivan Gasparovic,Express intent to cooperate,Frantisek Kasický,2006-07-17
989,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2008-04-03
990,Iran,Host a visit,Iraq,2014-12-09
991,Arseniy Yatsenyuk,Make statement,Dmitry Anatolyevich Medvedev,2014-03-01
992,Mahmoud Abbas,Engage in negotiation,Barack Obama,2014-03-18
993,Barack Obama,Express intent to meet or negotiate,Mahmoud Abbas,2014-03-18
994,Citizen (Australia),Make an appeal or request,Julia Gillard,2013-03-21
995,Mikhail Yefimovich Fradkov,Make a visit,Japan,2007-02-27
996,Benazir Bhutto,Make an appeal or request,Pervez Musharraf,2007-08-16
997,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Raúl Castro,2009-01-30
998,South Korea,Express intent to cooperate,China,2015-01-06
999,Police (Australia),"Return, release person(s)",Citizen (Australia),2009-07-21
1000,Xi Jinping,Express intent to engage in diplomatic cooperation (such as policy support),Qatar,2011-01-12
1001,Abhisit Vejjajiva,Make an appeal or request,Protester (Thailand),2009-04-10
1002,Vietnam,Make a visit,Laos,2008-01-03
1003,Xi Jinping,Praise or endorse,Scientist (China),2011-01-26
1004,South Korea,Accuse,Japan,2006-07-10
1005,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2005-11-02
1006,Roh Moo Hyun,Accuse,Japan,2006-07-12
1007,Lee Myung Bak,Consult,Yoshihiko Noda,2011-10-18
1008,Japan,Criticize or denounce,China,2007-12-09
1009,Barack Obama,Consult,Dmitry Anatolyevich Medvedev,2011-11-10
1010,Police (South Korea),Make statement,Criminal (South Korea),2011-05-15
1011,Thailand,Rally opposition against,Citizen (Thailand),2010-05-18
1012,Lee Myung Bak,Praise or endorse,Barack Obama,2009-11-19
1013,China,Make an appeal or request,Japan,2014-05-08
1014,South Korea,Make an appeal or request,China,2005-09-01
1015,Ministry of Public Security (China),"Impose blockade, restrict movement",China,2009-01-08
1016,Japan,Express intent to meet or negotiate,China,2007-01-23
1017,China,Express intent to cooperate,Japan,2005-01-05
1018,Police (Australia),Demand,Citizen (Australia),2012-04-09
1019,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Africa,2007-10-30
1020,Yoshihiko Noda,Make optimistic comment,China,2011-12-26
1021,Protester (Egypt),Demonstrate or rally,Police (Egypt),2013-03-02
1022,China,Accuse,Japan,2006-02-10
1023,South Korea,Consult,China,2006-12-06
1024,Arseniy Yatsenyuk,Consult,Dmitry Anatolyevich Medvedev,2014-03-01
1025,Barack Obama,Consult,Abdel Fattah Al-Sisi,2014-06-10
1026,Head of Government (Sri Lanka),Praise or endorse,Pervez Musharraf,2005-02-09
1027,China,Criticize or denounce,Japan,2015-03-20
1028,China,Host a visit,Japan,2011-03-12
1029,France,Engage in diplomatic cooperation,China,2005-05-03
1030,Envoy (United States),Praise or endorse,China,2006-07-10
1031,China,Engage in diplomatic cooperation,France,2005-09-01
1032,China,Praise or endorse,Iran,2010-12-08
1033,China,Engage in negotiation,Japan,2005-08-04
1034,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2015-10-07
1035,Sudan,Consult,South Sudan,2011-12-05
1036,Portugal,Praise or endorse,Angola,2013-02-13
1037,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2008-02-19
1038,Japan,Consult,China,2005-03-15
1039,Barack Obama,Praise or endorse,Benjamin Netanyahu,2010-07-06
1040,China,Consult,Japan,2008-08-17
1041,Catherine Ashton,Make optimistic comment,Nuri al-Maliki,2010-12-22
1042,Congress (United States),Criticize or denounce,Foreign Affairs (Israel),2010-02-17
1043,Barack Obama,Make a visit,South Korea,2009-11-18
1044,China,Host a visit,Japan,2007-07-21
1045,Benjamin Netanyahu,Engage in negotiation,Mahmoud Abbas,2015-10-23
1046,Benjamin Netanyahu,Reject,Barack Obama,2010-03-23
1047,Sudan,Express intent to de-escalate military engagement,South Sudan,2012-10-08
1048,Liu Yandong,Demand,China,2015-05-27
1049,Xi Jinping,Consult,Barack Obama,2013-05-28
1050,Police (Australia),Make an appeal or request,Citizen (Australia),2009-01-02
1051,Muhammadu Buhari,Demand,Citizen (Nigeria),2015-08-10
1052,South Sudan,Consult,Sudan,2013-01-04
1053,Wesley K. Clark,Make statement,Iran,2007-02-07
1054,Japan,Express intent to de-escalate military engagement,Iraq,2006-02-10
1055,Citizen (Australia),Accuse,Police (Australia),2006-05-08
1056,China,Sign formal agreement,Japan,2009-05-22
1057,Police (Australia),Make statement,Criminal (Australia),2005-11-08
1058,Lee Myung Bak,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2009-10-10
1059,Laos,Engage in diplomatic cooperation,Vietnam,2007-07-11
1060,Iran,Express intent to meet or negotiate,France,2005-04-05
1061,Police (Sweden),"Return, release person(s)",Men (Sweden),2010-11-01
1062,China,Engage in diplomatic cooperation,Kuwait,2009-05-10
1063,Japan,Apologize,South Korea,2010-08-20
1064,Police (Australia),"Impose blockade, restrict movement",Citizen (Australia),2014-12-15
1065,Julia Gillard,Express intent to meet or negotiate,Vietnam,2010-10-31
1066,Lawyer/Attorney (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2015-08-21
1067,Sudan,Engage in negotiation,South Sudan,2011-12-05
1068,Barack Obama,Express intent to meet or negotiate,South Korea,2009-11-18
1069,Lee Myung Bak,Engage in negotiation,Barack Obama,2011-12-19
1070,Barack Obama,Make an appeal or request,Benjamin Netanyahu,2009-05-29
1071,Iran,Refuse to yield,UN Security Council,2008-03-04
1072,Police (Australia),Investigate,Citizen (Australia),2008-05-20
1073,China,Make a visit,Japan,2007-04-11
1074,Benjamin Netanyahu,Make statement,Iran,2015-04-02
1075,France,Express intent to meet or negotiate,Iran,2015-09-21
1076,China,Express intent to meet or negotiate,Japan,2009-07-15
1077,Ma Ying Jeou,Make an appeal or request,China,2006-03-26
1078,Philip Hammond,Make a visit,Iran,2015-08-23
1079,Trinidad and Tobago,Host a visit,Xi Jinping,2013-06-02
1080,China,Host a visit,Japan,2005-11-15
1081,Citizen (Australia),Accuse,Police (Australia),2009-06-15
1082,Police (Australia),Appeal for aid,Citizen (Australia),2005-06-09
1083,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2010-04-01
1084,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2006-03-21
1085,Barack Obama,Engage in diplomatic cooperation,South Korea,2009-06-16
1086,Barack Obama,Accuse of human rights abuses,South Africa,2013-07-02
1087,Alexis Tsipras,Appeal for diplomatic cooperation (such as policy support),Legislature (Greece),2015-07-11
1088,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2005-10-14
1089,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),Lee Myung Bak,2008-11-11
1090,Mahmoud Abbas,Appeal for diplomatic cooperation (such as policy support),Barack Obama,2009-01-21
1091,Japan,Consult,China,2007-04-05
1092,Lawyer/Attorney (Sweden),"Investigate crime, corruption",Julian Paul Assange,2015-08-07
1093,Armed Gang (Thailand),Use unconventional violence,Citizen (Thailand),2005-04-25
1094,South Korea,"Reject proposal to meet, discuss, or negotiate",Japan,2005-12-12
1095,Police (Australia),Demand economic aid,Citizen (Australia),2009-07-23
1096,Antonis Samaras,Host a visit,Angela Merkel,2012-10-09
1097,Police (Australia),Kill by physical assault,Citizen (Australia),2007-05-31
1098,Ma Ying Jeou,Express intent to engage in diplomatic cooperation (such as policy support),China,2008-04-22
1099,Lien Chan,Express intent to meet or negotiate,China,2005-04-16
1100,Colombia,Host a visit,Rafael Correa,2008-03-04
1101,Nabih Berri,Make a visit,Iran,2013-11-26
1102,China,Praise or endorse,Iran,2010-05-18
1103,China,Engage in negotiation,Japan,2007-05-04
1104,Police (Uganda),Bring lawsuit against,Citizen (Uganda),2007-10-15
1105,Bolivia,Grant diplomatic recognition,Kazakhstan,2013-05-20
1106,China,Reject,UN Security Council,2014-05-22
1107,Mahmoud Abbas,Make a visit,China,2013-05-05
1108,Police (Australia),"Return, release person(s)",Citizen (Australia),2007-10-31
1109,China,Consult,Japan,2006-02-10
1110,Japan,Engage in diplomatic cooperation,China,2006-03-07
1111,South Korea,Consult,Japan,2014-04-16
1112,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2015-09-29
1113,Jack Straw,"Ease economic sanctions, boycott, embargo",Iran,2014-01-13
1114,Ireland,Grant diplomatic recognition,China,2010-09-27
1115,Mahmoud Ahmadinejad,Make statement,Iran,2007-03-15
1116,Cambodia,Consult,Vietnam,2006-12-06
1117,Iraq,Sign formal agreement,Iran,2008-02-21
1118,Association of Southeast Asian Nations,Express intent to cooperate,Japan,2008-10-27
1119,Police (Australia),Use conventional military force,Citizen (Australia),2007-03-27
1120,Association of Southeast Asian Nations,Make statement,China,2009-04-10
1121,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-10-02
1122,South Korea,Threaten to reduce or break relations,Japan,2005-11-19
1123,Head of Government (Nigeria),Express intent to meet or negotiate,Citizen (Nigeria),2014-07-18
1124,Insurgent (Thailand),Express intent to provide military aid,Thailand,2005-10-21
1125,Sedki Sobhi,Consult,Police (Egypt),2014-04-01
1126,Citizen (Australia),fight with small arms and light weapons,Police (Australia),2006-05-08
1127,Barack Obama,Criticize or denounce,Iran,2010-03-24
1128,Iran,Appeal for release of persons or property,Qatar,2012-08-05
1129,Wen Jiabao,Sign formal agreement,Shaukat Aziz,2005-04-05
1130,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-18
1131,Benjamin Netanyahu,Accuse,Iran,2015-04-02
1132,Mahmoud Abbas,Engage in negotiation,Barack Obama,2009-09-25
1133,China,Express intent to cooperate,Japan,2005-08-04
1134,China,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2006-01-17
1135,Ministry (Nigeria),Bring lawsuit against,Citizen (Nigeria),2011-04-01
1136,Criminal (Australia),"Abduct, hijack, or take hostage",Citizen (Australia),2005-05-07
1137,Police (Australia),Criticize or denounce,Citizen (Australia),2008-05-29
1138,Head of Government (Qatar),Engage in symbolic act,Angela Merkel,2014-09-17
1139,Vietnam,Sign formal agreement,China,2005-11-01
1140,Yasuo Fukuda,Engage in negotiation,Wen Jiabao,2007-12-28
1141,Japan,Express intent to provide economic aid,Vietnam,2009-02-24
1142,Iran,Express intent to cooperate,France,2005-04-05
1143,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2011-02-07
1144,Dmitry Anatolyevich Medvedev,Host a visit,Angela Merkel,2010-07-15
1145,Police (Australia),Investigate,Citizen (Australia),2008-04-29
1146,Thailand,Express intent to cooperate,Cambodia,2009-11-16
1147,Police (Australia),Make an appeal or request,Citizen (Australia),2008-12-29
1148,Police (Australia),Express intent to cooperate,Citizen (Australia),2007-03-27
1149,International Monetary Fund,Engage in negotiation,Romania,2009-03-19
1150,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-12-25
1151,Vincent C. Siew,Consult,China,2008-04-07
1152,France,Consult,China,2006-01-30
1153,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2010-12-08
1154,Benjamin Netanyahu,Make statement,Barack Obama,2014-10-01
1155,China,Engage in negotiation,Japan,2007-11-26
1156,Head of Government (Nigeria),Accuse,Citizen (Nigeria),2014-10-06
1157,Barack Obama,Express intent to meet or negotiate,Iran,2010-03-24
1158,Barack Obama,Host a visit,Benjamin Netanyahu,2014-03-03
1159,Lee Myung Bak,Express intent to cooperate,Dmitry Anatolyevich Medvedev,2008-10-01
1160,Tony Blair,Make a visit,Iraq,2007-05-19
1161,China,Express intent to settle dispute,Japan,2006-10-08
1162,Ma Ying Jeou,Express intent to settle dispute,China,2008-05-21
1163,Barack Obama,Threaten,Iran,2009-01-12
1164,Malaysia,Provide military aid,Timor-Leste,2006-08-08
1165,Japan,Reject,China,2007-02-15
1166,John Brennan,Appeal for diplomatic cooperation (such as policy support),Ali Abdullah Saleh,2011-07-12
1167,South Korea,Reject,Japan,2005-04-13
1168,Ramtane Lamamra,Express intent to meet or negotiate,Mauritania,2014-05-16
1169,Shaukat Aziz,Consult,Iran,2005-02-24
1170,Wen Jiabao,Meet at a 'third' location,Association of Southeast Asian Nations,2007-01-14
1171,Thailand,Express intent to release persons or property,Cambodia,2009-11-06
1172,South Korea,Reduce relations,Japan,2005-03-15
1173,Japan,Reduce relations,South Korea,2015-06-22
1174,Foreign Affairs (Israel),Make statement,Iran,2007-01-17
1175,Angela Merkel,Consult,Wen Jiabao,2006-05-23
1176,Ashraf Ghani Ahmadzai,Express intent to meet or negotiate,Iran,2015-04-19
1177,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-07-29
1178,China,Engage in negotiation,South Korea,2012-11-20
1179,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-06-05
1180,China,Provide aid,Japan,2011-05-13
1181,China,Rally support on behalf of,Iran,2006-02-01
1182,France,Sign formal agreement,Iran,2015-09-21
1183,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2009-03-27
1184,China,Criticize or denounce,Vietnam,2007-12-11
1185,Dmitry Anatolyevich Medvedev,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2009-04-02
1186,Mahmoud Ahmadinejad,Make a visit,Bolivia,2012-06-20
1187,Sudan,Employ aerial weapons,South Sudan,2012-04-23
1188,Men (South Africa),Use unconventional violence,Police (South Africa),2012-02-14
1189,China,Engage in negotiation,South Korea,2013-05-02
1190,Police (Australia),Make an appeal or request,Citizen (Australia),2014-09-19
1191,Yemen,Coerce,Criminal (Somalia),2010-05-27
1192,Japan,Engage in negotiation,South Korea,2005-09-13
1193,Lawyer/Attorney (Australia),Refuse to release persons or property,Citizen (Australia),2005-08-19
1194,Wen Jiabao,Engage in negotiation,Yasuo Fukuda,2007-12-28
1195,China,Make a visit,Japan,2011-03-12
1196,Romania,Host a visit,China,2012-04-19
1197,Emmanuel Eweta Uduaghan,Criticize or denounce,Citizen (Nigeria),2014-10-22
1198,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-03-20
1199,China,Make statement,Japan,2007-12-03
1200,Police (Australia),Make an appeal or request,Citizen (Australia),2011-10-14
1201,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2011-10-14
1202,Police (Uganda),Use conventional military force,Citizen (Uganda),2007-04-30
1203,Envoy (United States),Make pessimistic comment,China,2006-07-10
1204,Citizen (Thailand),Demonstrate or rally,Thailand,2009-01-07
1205,France,Consult,Benjamin Netanyahu,2009-11-12
1206,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2015-08-14
1207,China,Consult,South Korea,2005-09-13
1208,China,Make an appeal or request,Japan,2013-06-04
1209,Portugal,Praise or endorse,France,2007-06-04
1210,Japan,Make statement,China,2007-10-28
1211,Insurgent (Thailand),fight with small arms and light weapons,Villager (Thailand),2006-12-27
1212,International Monetary Fund,Express intent to provide economic aid,Romania,2009-03-19
1213,Barack Obama,Sign formal agreement,Iran,2015-07-22
1214,Vietnam,Engage in diplomatic cooperation,Cambodia,2010-08-05
1215,Government (Nigeria),Make statement,Charles Taylor,2006-03-28
1216,Vietnam,Make a visit,Malaysia,2009-11-05
1217,Citizen (Tanzania),Make an appeal or request,Tanzania,2011-03-29
1218,Alexis Tsipras,Consult,Xi Jinping,2015-09-29
1219,Abhisit Vejjajiva,Express intent to meet or negotiate,Citizen (Thailand),2009-10-06
1220,Barack Obama,Engage in negotiation,Benjamin Netanyahu,2014-03-03
1221,Kim Kye Gwan,Engage in negotiation,Bill Richardson,2007-04-09
1222,Citizen (Nigeria),Accuse,Government (Nigeria),2011-08-24
1223,Barack Obama,Discuss by telephone,Angela Merkel,2011-09-19
1224,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2007-01-11
1225,Mikhail Yefimovich Fradkov,Praise or endorse,Yuriy Yekhanurov,2005-09-30
1226,Roh Moo Hyun,Express intent to engage in diplomatic cooperation (such as policy support),China,2007-04-10
1227,Shimon Peres,Make an appeal or request,Benjamin Netanyahu,2009-05-17
1228,Japan,Express intent to meet or negotiate,China,2007-08-06
1229,Xi Jinping,Make optimistic comment,Barack Obama,2013-06-08
1230,Ministry (Iran),Consult,Head of Government (Pakistan),2013-02-20
1231,China,Express intent to meet or negotiate,Japan,2007-07-21
1232,Police (Australia),"Return, release person(s)",Citizen (Australia),2012-07-27
1233,Pervez Musharraf,Make empathetic comment,China,2008-05-13
1234,Morteza Sarmadi,Make a visit,Iraq,2015-04-02
1235,Police (Australia),Sexually assault,Women (Australia),2013-02-07
1236,Japan,Meet at a 'third' location,China,2007-03-15
1237,Citizen (Nigeria),Accuse,Government (Nigeria),2015-02-26
1238,Jack Straw,Make optimistic comment,Iran,2014-01-13
1239,Treasury/Finance Ministry (Egypt),Make an appeal or request,International Monetary Fund,2013-10-31
1240,Mahmoud Abbas,Consult,Tzipi Livni,2014-05-18
1241,Government (Nigeria),Reject,Citizen (Nigeria),2009-10-05
1242,Iran,Consult,China,2006-06-15
1243,Benazir Bhutto,Meet at a 'third' location,Pervez Musharraf,2007-09-01
1244,Member of Parliament (Australia),Make an appeal or request,Citizen (Australia),2015-09-17
1245,Romania,Engage in diplomatic cooperation,China,2012-04-19
1246,Lee Myung Bak,Make an appeal or request,South Korea,2010-01-04
1247,Barack Obama,Express intent to meet or negotiate,Iran,2008-11-07
1248,Sudan,Make optimistic comment,Barack Obama,2009-01-20
1249,Wen Jiabao,Make statement,Japan,2006-10-08
1250,Japan,Criticize or denounce,China,2009-02-28
1251,Japan,Praise or endorse,South Korea,2010-07-22
1252,Ali Abdullah Saleh,Make a visit,Abdullah Gül,2008-02-26
1253,Mahmoud Abbas,Consult,Tony Blair,2006-12-19
1254,Mahmoud Abbas,Express intent to cooperate,Benjamin Netanyahu,2010-09-06
1255,Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2011-05-17
1256,Police (Australia),Make an appeal or request,Citizen (Australia),2008-08-05
1257,Benjamin Netanyahu,Consult,Barack Obama,2011-05-17
1258,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2013-12-17
1259,Citizen (United Kingdom),Consider policy option,Margaret Hodge,2006-05-05
1260,Japan,Reduce relations,China,2005-10-17
1261,Mahmoud Ahmadinejad,Demand,Iran,2012-03-26
1262,China,Express intent to meet or negotiate,Japan,2008-10-06
1263,Japan,Express intent to cooperate,Thailand,2011-03-14
1264,Japan,Provide aid,Thailand,2011-03-14
1265,Member of Parliament (Australia),Make optimistic comment,Julia Gillard,2010-06-24
1266,Mahmoud Ahmadinejad,Make a visit,Iran,2013-01-09
1267,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2010-05-11
1268,China,Engage in negotiation,South Korea,2005-10-06
1269,China,Consult,Iran,2010-12-08
1270,South Korea,Express intent to meet or negotiate,Japan,2009-03-12
1271,Vietnam,Express intent to cooperate,Laos,2007-05-17
1272,Citizen (Thailand),Demonstrate or rally,Thailand,2008-12-20
