head	relation	tail	time
Lawyer/Attorney (South Korea)	Make statement	Police (South Korea)	2014-04-18
Cabinet / Council of Ministers / Advisors (United States)	Make an appeal or request	Massoud Barzani	2014-06-27
Cabinet / Council of Ministers / Advisors (United States)	Make an appeal or request	Hamas	2014-07-15
Association of Southeast Asian Nations	Consult	Sergey Viktorovich Lavrov	2014-07-01
Association of Southeast Asian Nations	Consult	International Government Organizations	2014-03-01
Business (Bahrain)	Consult	Student (Bahrain)	2014-02-17
Barack Obama	Meet at a 'third' location	Head of Government (Ukraine)	2014-03-13
Barack Obama	Meet at a 'third' location	Xi Jinping	2014-03-27
Barack Obama	Meet at a 'third' location	François Hollande	2014-05-18
Barack Obama	Meet at a 'third' location	North Atlantic Treaty Organization	2014-09-06
Barack Obama	Meet at a 'third' location	Angela Merkel	2014-03-05
Ministry (Russia)	Consult	Vietnam	2014-11-20
Zhang Dejiang	Make statement	China	2014-10-15
Zhang Dejiang	Make statement	China	2014-06-28
Zhang Dejiang	Make statement	China	2014-08-30
Zhang Dejiang	Make statement	China	2014-10-14
Zhang Dejiang	Make statement	China	2014-09-12
Zhang Dejiang	Make statement	Head of Government (China)	2014-02-13
Militant (Ukraine)	Use unconventional violence	Reserve Personnel (Ukraine)	2014-09-12
Lawyer/Attorney (Egypt)	Accuse	Al Jazeera	2014-01-17
Alfred Romualdez	Make statement	Philippines	2014-11-08
Citizen (Kenya)	Reject	Media (Africa)	2014-10-08
Citizen (Kenya)	Reject	William Ruto	2014-03-31
Citizen (Kenya)	Reject	Member of Legislative (Govt) (Kenya)	2014-05-14
Citizen (Kenya)	Threaten	Lawyer/Attorney (Kenya)	2014-05-09
Citizen (Kenya)	Threaten	Government (Kenya)	2014-04-13
Barack Obama	Make an appeal or request	North Atlantic Treaty Organization	2014-09-05
Barack Obama	Make an appeal or request	China	2014-06-05
Barack Obama	Make an appeal or request	UN Security Council	2014-09-25
Barack Obama	Make an appeal or request	Japan	2014-04-24
Barack Obama	Make an appeal or request	Iran	2014-01-15
Barack Obama	Make an appeal or request	South Sudan	2014-01-24
Barack Obama	Make an appeal or request	Presidential Candidate (Afghanistan)	2014-07-26
Head of Government (Bulgaria)	Make statement	Business (Bulgaria)	2014-09-29
France	Use conventional military force	Citizen (Mali)	2014-01-25
France	Use conventional military force	Terrorist (Islamic State of Iraq and the Levant)	2014-10-15
France	Use conventional military force	Iraq	2014-10-01
Media (Africa)	Consult	Hassan Abshir Farah	2014-06-26
Media (Africa)	Consult	Military Personnel (Kenya)	2014-11-18
Media (Africa)	Consult	Ministry (South Africa)	2014-11-07
Media (Africa)	Consult	Justice and Equality Movement	2014-10-02
Sabah Khaled Al-Hamad Al-Sabah	Make a visit	Head of Government (China)	2014-01-17
Majid Takht Ravanchi	Consult	Simon Gass	2014-04-08
Majid Takht Ravanchi	Consult	Undersecretary (United States)	2014-09-18
Tony Tan Keng Yam	Express intent to meet or negotiate	Citizen (Singapore)	2014-04-01
Daniel Mitov	Consult	Center for Strategic and International Studies	2014-09-29
Daniel Mitov	Consult	Foreign Affairs (United States)	2014-08-21
Daniel Mitov	Consult	Foreign Affairs (Ukraine)	2014-08-12
Philippines	Host a visit	Philip Goldberg	2014-06-07
Philippines	Host a visit	City Mayor (United States)	2014-02-11
Philippines	Host a visit	Barack Obama	2014-04-21
Philippines	Host a visit	Tony Tan Keng Yam	2014-04-05
Philippines	Host a visit	Julie Bishop	2014-02-20
Philippines	Host a visit	John Paul II	2014-04-26
Philippines	Host a visit	Pope Francis	2014-12-28
Philippines	Host a visit	Myanmar	2014-05-10
Philippines	Host a visit	Military Personnel (Canada)	2014-06-05
Philippines	Host a visit	Barack Obama	2014-05-02
South Korea	Engage in diplomatic cooperation	China	2014-01-08
South Korea	Engage in diplomatic cooperation	Japan	2014-12-29
South Korea	Engage in diplomatic cooperation	Japan	2014-03-09
South Korea	Engage in diplomatic cooperation	Morocco	2014-07-10
South Korea	Engage in diplomatic cooperation	Japan	2014-07-16
Abdel Fattah Al-Sisi	Engage in negotiation	Foreign Affairs (Norway)	2014-09-09
Abdel Fattah Al-Sisi	Engage in negotiation	Envoy (Saudi Arabia)	2014-12-21
Abdel Fattah Al-Sisi	Engage in negotiation	Head of Government (Ethiopia)	2014-06-29
Abdel Fattah Al-Sisi	Engage in negotiation	John Kerry	2014-09-13
Ministry (Egypt)	Consult	Foreign Affairs (Liberia)	2014-06-11
Other Authorities / Officials (Philippines)	Make statement	Philippines	2014-06-18
Other Authorities / Officials (Philippines)	Make statement	City Mayor (Philippines)	2014-04-23
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-03
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-02-07
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-09-22
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-20
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-08-19
Ministry (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-07-16
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-04-22
Ministry (Nigeria)	Make an appeal or request	Medical Personnel (Nigeria)	2014-09-15
Shozaburo Nakamura	Make a visit	North Korea	2014-08-22
European Parliament	Criticize or denounce	Government (Venezuela)	2014-12-20
European Parliament	Criticize or denounce	Vojislav Šešelj	2014-11-27
Umar al Bashir	Praise or endorse	Eritrea	2014-04-08
Umar al Bashir	Praise or endorse	Citizen (Sudan)	2014-10-04
Angela Merkel	Express intent to cooperate	François Hollande	2014-05-10
Angela Merkel	Express intent to cooperate	Barack Obama	2014-03-19
Angela Merkel	Express intent to cooperate	Barack Obama	2014-07-03
Angela Merkel	Express intent to cooperate	Barack Obama	2014-08-09
Angela Merkel	Express intent to cooperate	Barack Obama	2014-08-22
Foreign Affairs (India)	Make a visit	Sudan	2014-02-03
Abdel Fattah Al-Sisi	Make a visit	United Arab Emirates	2014-03-11
Abdel Fattah Al-Sisi	Make a visit	United Arab Emirates	2014-03-12
Abdel Fattah Al-Sisi	Make a visit	Head of Government (Egypt)	2014-10-06
Abdel Fattah Al-Sisi	Make a visit	France	2014-11-29
China	Accuse	Vietnam	2014-05-30
China	Accuse	East Turkistan Islamic Movement	2014-08-27
China	Accuse	Chuck Hagel	2014-06-01
Poland	Host a visit	Aleksander Kwasniewski	2014-05-30
Poland	Host a visit	Defense / Security Ministry (Ukraine)	2014-09-15
Poland	Host a visit	Joseph Robinette Biden	2014-03-22
Poland	Host a visit	North Atlantic Treaty Organization	2014-10-05
Poland	Host a visit	Chuck Hagel	2014-01-29
Poland	Host a visit	Milos Zeman	2014-03-17
Poland	Host a visit	Head of Government (Ukraine)	2014-12-15
Police (Kenya)	Provide humanitarian aid	Citizen (Kenya)	2014-08-29
Police (Kenya)	Provide humanitarian aid	Citizen (Kenya)	2014-05-07
Vitali Klitschko	Consult	Arseniy Yatsenyuk	2014-01-26
Vitali Klitschko	Consult	John Kerry	2014-03-05
Vitali Klitschko	Consult	Dmytro Bulatov	2014-01-31
Riek Machar	Use unconventional violence	Uganda People's Defence Force	2014-01-16
Xi Jinping	Host a visit	Barack Obama	2014-11-13
Xi Jinping	Host a visit	Barack Obama	2014-11-03
UN Security Council	Make statement	Military (Russia)	2014-07-21
UN Security Council	Make statement	Legislature (Iraq)	2014-09-16
UN Security Council	Make statement	China	2014-07-18
UN Security Council	Make statement	South Sudan	2014-07-25
Iran	Cooperate economically	South Korea	2014-02-19
Iran	Cooperate economically	China	2014-02-17
China	Use tactics of violent repression	Rights Activist (China)	2014-05-06
North Korea	Make an appeal or request	Association of Southeast Asian Nations	2014-10-10
North Korea	Make an appeal or request	Chongwadai	2014-09-22
UN Security Council	Appeal for diplomatic cooperation (such as policy support)	Iraq	2014-05-21
UN Security Council	Appeal for diplomatic cooperation (such as policy support)	South Sudan	2014-08-08
Foreign Affairs (Georgia)	Consult	Gurbanguly Berdymukhammedov	2014-06-17
Foreign Affairs (Georgia)	Consult	Royal Administration (Saudi Arabia)	2014-09-23
Businessperson (Kenya)	Make an appeal or request	Government (Kenya)	2014-05-06
Shimon Peres	Criticize or denounce	Benjamin Netanyahu	2014-12-03
North Korea	Host a visit	China	2014-07-01
North Korea	Host a visit	Japan	2014-10-15
North Korea	Host a visit	Kim Jong-Un	2014-01-01
North Korea	Host a visit	Japan	2014-07-05
North Korea	Host a visit	Government Official (Japan)	2014-10-29
North Korea	Host a visit	Kim Jong-Un	2014-06-12
North Korea	Host a visit	Liu Zhenmin	2014-02-18
North Korea	Host a visit	Kim Jong-Un	2014-10-14
North Korea	Host a visit	Barack Obama	2014-04-25
Royal Administration (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-14
Royal Administration (Nigeria)	Make an appeal or request	Scholar (Nigeria)	2014-08-11
Royal Administration (Nigeria)	Make an appeal or request	Suleiman Abba	2014-11-07
Royal Administration (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-12-08
Foreign Affairs (Italy)	Make a visit	Iran	2014-02-02
Imran Khan	Demonstrate or rally	Government (Pakistan)	2014-09-01
Imran Khan	Demonstrate or rally	Ruling Party (Pakistan)	2014-12-08
UN Security Council	Engage in negotiation	Barisan Revolusi Nasional	2014-11-13
Chuck Hagel	Accuse	China	2014-06-11
Sergey Viktorovich Lavrov	Make an appeal or request	UN Security Council	2014-02-11
Sergey Viktorovich Lavrov	Make an appeal or request	Government (United States)	2014-07-29
Sergey Viktorovich Lavrov	Make an appeal or request	Council of Europe	2014-01-25
Andrej Kiska	Make an appeal or request	Government (Slovakia)	2014-11-26
Andrej Kiska	Make an appeal or request	Citizen (Slovakia)	2014-11-12
Mohammad Javad Zarif	Praise or endorse	Romania	2014-12-26
Mohammad Javad Zarif	Praise or endorse	Romania	2014-09-13
Mohammad Javad Zarif	Praise or endorse	Government (Syria)	2014-12-10
Pope Francis	Make a visit	Middle East	2014-05-26
Pope Francis	Make a visit	Philippines	2014-11-30
Pope Francis	Make a visit	France	2014-11-25
Pope Francis	Make a visit	South Korea	2014-08-13
Pope Francis	Make a visit	South Korea	2014-08-12
Pope Francis	Make a visit	Iraq	2014-08-18
National Directorate of Security	Arrest, detain, or charge with legal action	Kidnapper (Afghanistan)	2014-01-13
National Directorate of Security	Arrest, detain, or charge with legal action	Armed Gang (Afghanistan)	2014-11-21
National Directorate of Security	Arrest, detain, or charge with legal action	Kidnapper (Afghanistan)	2014-05-25
Josh Earnest	Make statement	Hamas	2014-08-08
Josh Earnest	Make statement	Iran	2014-11-12
South Africa	Express intent to meet or negotiate	Angola	2014-03-23
Portugal	Consult	European Central Bank	2014-10-24
South Korea	Make an appeal or request	North Korea	2014-09-15
South Korea	Make an appeal or request	Japan	2014-02-11
South Korea	Make an appeal or request	Japan	2014-03-18
South Korea	Make an appeal or request	Japan	2014-06-23
South Korea	Make an appeal or request	North Korea	2014-10-04
South Korea	Make an appeal or request	North Korea	2014-03-17
South Korea	Make an appeal or request	Japan	2014-08-30
Military (Thailand)	Make an appeal or request	Protester (Thailand)	2014-01-29
Military (Thailand)	Make an appeal or request	Citizen (Thailand)	2014-06-15
Military (Thailand)	Make an appeal or request	Protester (Thailand)	2014-05-20
Barack Obama	Mobilize or increase armed forces	Iraq	2014-06-19
Barack Obama	Mobilize or increase armed forces	Iraq	2014-09-16
Barack Obama	Mobilize or increase armed forces	Iraq	2014-09-10
Angela Merkel	Engage in negotiation	François Hollande	2014-07-03
Angela Merkel	Engage in negotiation	Arseniy Yatsenyuk	2014-02-18
Angela Merkel	Engage in negotiation	Barack Obama	2014-06-23
Angela Merkel	Engage in negotiation	Barack Obama	2014-07-18
Isaac Kiprono Ruto	Make statement	Governor (Kenya)	2014-09-05
Japan	Meet at a 'third' location	South Korea	2014-11-16
Afghanistan	Arrest, detain, or charge with legal action	Military Personnel (Afghanistan)	2014-12-15
Afghanistan	Arrest, detain, or charge with legal action	Indigenous People (Pakistan)	2014-09-10
Court Judge (Egypt)	Make statement	Al Jazeera	2014-07-24
Court Judge (Egypt)	Make statement	Lawyer/Attorney (Egypt)	2014-12-12
Armed Gang (Egypt)	Use unconventional violence	Police (Egypt)	2014-12-28
Armed Gang (Egypt)	Use unconventional violence	Police (Egypt)	2014-02-12
Armed Gang (Egypt)	Use unconventional violence	Police (Egypt)	2014-02-28
Citizen (Nigeria)	Use unconventional violence	Head of Government (Nigeria)	2014-06-02
Citizen (Nigeria)	Use unconventional violence	Member of Legislative (Govt) (Nigeria)	2014-08-27
Dunya Maumoon	Make statement	Maldives	2014-01-30
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-30
Barack Obama	Discuss by telephone	Head of Government (Brazil)	2014-10-28
Barack Obama	Discuss by telephone	Haider Al-Abadi	2014-08-13
Barack Obama	Discuss by telephone	Angela Merkel	2014-07-22
Barack Obama	Discuss by telephone	Abdullah Gül	2014-05-16
Macky Sall	Make an appeal or request	Head of Government (Senegal)	2014-10-02
Philippines	Use conventional military force	Children (Philippines)	2014-06-02
Mexico	Consult	Foreign Affairs (Uruguay)	2014-11-23
Lawyer/Attorney (Kenya)	Make an appeal or request	Police (Kenya)	2014-12-01
Lawyer/Attorney (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-06-23
Kyriakos Gerontopoulos	Make a visit	Military (Cyprus)	2014-08-25
Yulia Tymoshenko	Consult	Government Official (United States)	2014-10-07
Yulia Tymoshenko	Consult	Verkhovna Rada	2014-03-01
Court Judge (Nigeria)	Return, release person(s)	Citizen (Nigeria)	2014-09-12
Military (Senegal)	Use conventional military force	Student (Senegal)	2014-01-17
Raheel Sharif	Consult	John Kerry	2014-12-07
Raheel Sharif	Consult	Jonathan Greenert	2014-05-13
Raheel Sharif	Consult	Zaheerul Islam	2014-10-16
Raheel Sharif	Consult	Imran Khan	2014-08-28
Armed Band (Lebanon)	Use unconventional violence	Military (Lebanon)	2014-10-26
Abdullah Abdullah	Accuse	Election Commission (Afghanistan)	2014-06-18
Abdullah Abdullah	Accuse	Election Commission (Afghanistan)	2014-07-08
Abdullah Abdullah	Accuse	Head of Government (Afghanistan)	2014-10-02
Abdullah Abdullah	Accuse	Afghanistan	2014-05-31
Abdullah Abdullah	Accuse	Ashraf Ghani Ahmadzai	2014-06-23
Abdullah Abdullah	Accuse	Ashraf Ghani Ahmadzai	2014-09-15
Benjamin Netanyahu	Express intent to meet or negotiate	Tzipi Livni	2014-12-02
Benjamin Netanyahu	Express intent to meet or negotiate	John Kerry	2014-11-14
Benjamin Netanyahu	Express intent to meet or negotiate	Israeli Defense Forces	2014-06-15
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-07-03
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-04-11
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-01-26
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-01-10
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-04-03
Police (Egypt)	Use tactics of violent repression	Protester (Egypt)	2014-04-26
Milos Zeman	Criticize or denounce	Party Member (Czech Republic)	2014-02-01
Milos Zeman	Criticize or denounce	Legislature (Czech Republic)	2014-10-08
Lawyer/Attorney (Kenya)	Arrest, detain, or charge with legal action	Women (Kenya)	2014-07-17
Lawyer/Attorney (Kenya)	Arrest, detain, or charge with legal action	Citizen (Kenya)	2014-04-16
Federica Mogherini	Discuss by telephone	Foreign Affairs (Russia)	2014-09-01
Head of Government (Afghanistan)	Consult	Ministry (Afghanistan)	2014-12-09
Guatemala	Consult	Carlos Raúl Morales	2014-11-01
Police (Australia)	Engage in material cooperation	Citizen (Australia)	2014-01-21
Militant (Syria)	Use unconventional violence	Military (Lebanon)	2014-08-09
Militant (Syria)	Use unconventional violence	Government (Syria)	2014-04-19
Militant (Syria)	Use unconventional violence	Citizen (Australia)	2014-11-08
Emmanuel Eweta Uduaghan	Criticize or denounce	Nigerian Bar Association	2014-09-12
Associated Press	Consult	Ashraf Ghani Ahmadzai	2014-04-03
Associated Press	Consult	Activist (Nigeria)	2014-05-27
Associated Press	Consult	Philippines	2014-04-25
Sudan	Demand	Iran	2014-09-02
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-12-19
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-15
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-17
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-14
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-07-27
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-08-05
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-08-17
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-08-15
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-07
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-30
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-02
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-31
Boko Haram	Abduct, hijack, or take hostage	Other Authorities / Officials (Nigeria)	2014-05-14
Boko Haram	Abduct, hijack, or take hostage	Citizen (Nigeria)	2014-05-27
Envoy (United States)	Consult	Foreign Affairs (Hungary)	2014-12-03
Envoy (United States)	Consult	Raheel Sharif	2014-04-28
Media (Africa)	Discuss by telephone	Citizen (Nigeria)	2014-02-14
Citizen (Yemen)	Criticize or denounce	Mohammad Javad Zarif	2014-01-20
Ministry (Angola)	Express intent to meet or negotiate	Government (Angola)	2014-03-21
Israeli Defense Forces	fight with small arms and light weapons	Children (Palestinian Territory, Occupied)	2014-03-24
Israeli Defense Forces	fight with small arms and light weapons	Children (Palestinian Territory, Occupied)	2014-03-26
Israeli Defense Forces	fight with small arms and light weapons	Children (Palestinian Territory, Occupied)	2014-01-02
Israeli Defense Forces	fight with small arms and light weapons	Armed Gang (Palestinian Territory, Occupied)	2014-06-02
Israeli Defense Forces	fight with small arms and light weapons	Ziyad Abu-Ayn	2014-12-16
UN Security Council	Consult	Keiji Furuya	2014-06-30
UN Security Council	Consult	Herve Ladsous	2014-03-06
UN Security Council	Consult	Bernardino Leon	2014-12-23
UN Security Council	Consult	Middle East	2014-02-04
UN Security Council	Consult	Domestic Affairs (Nigeria)	2014-07-22
UN Security Council	Consult	Mary Robinson	2014-03-16
Jackson Mandago	Make statement	Governor (Kenya)	2014-08-06
Fishermen (India)	Provide humanitarian aid	Citizen (India)	2014-01-12
Jack Straw	Consult	Iran	2014-01-09
Jack Straw	Consult	Member of Parliament (Iran)	2014-01-08
Citizen (Kenya)	Express intent to cooperate	Alfred Mutua	2014-08-19
Foreign Affairs (Latvia)	Consult	Refat Chubarov	2014-07-23
Foreign Affairs (Latvia)	Consult	Pope Francis	2014-01-15
Hezbollah	Make an appeal or request	Iran	2014-05-07
Student (Sudan)	Criticize or denounce	Government (Sudan)	2014-03-11
Martin Lidegaard	Make a visit	Iran	2014-09-08
Foreign Affairs (India)	Express intent to meet or negotiate	Prayuth Chan-ocha	2014-06-17
Laos	Express intent to engage in diplomatic cooperation (such as policy support)	China	2014-09-01
Laos	Express intent to engage in diplomatic cooperation (such as policy support)	Vietnam	2014-11-17
William Ruto	Make statement	Court Judge (Kenya)	2014-06-06
William Ruto	Make statement	Police (Kenya)	2014-12-03
William Ruto	Make statement	Government (Kenya)	2014-01-19
William Ruto	Make statement	Government (Kenya)	2014-01-06
William Ruto	Make statement	Uhuru	2014-09-02
Mauricio Domogan	Make statement	Philippines	2014-03-02
Mauricio Domogan	Make statement	Philippines	2014-11-07
Joseph Ole Lenku	Make statement	Tanzania	2014-03-31
Joseph Ole Lenku	Make statement	Government (Kenya)	2014-05-07
Joseph Ole Lenku	Make statement	Government (Kenya)	2014-09-17
Joseph Ole Lenku	Make statement	Police (Kenya)	2014-05-09
Joseph Ole Lenku	Make statement	Al-Shabaab	2014-11-19
Iran	Provide economic aid	Afghanistan	2014-09-04
Malawi	Host a visit	International Monetary Fund	2014-12-19
Police (Hong Kong)	Use tactics of violent repression	Protester (Hong Kong)	2014-12-26
Police (Hong Kong)	Use tactics of violent repression	Protester (Hong Kong)	2014-11-29
Police (Hong Kong)	Use tactics of violent repression	Protester (Hong Kong)	2014-10-19
Police (Hong Kong)	Use tactics of violent repression	Protester (Hong Kong)	2014-12-12
Seyran Ohanyan	Make statement	Armed Forces of the Republic of Armenia	2014-07-31
Citizen (South Korea)	Engage in symbolic act	Student (South Korea)	2014-04-24
Citizen (South Korea)	Engage in symbolic act	Kim Daejung	2014-08-18
Vitali Klitschko	Make an appeal or request	Yulia Tymoshenko	2014-03-29
Vitali Klitschko	Make an appeal or request	Verkhovna Rada	2014-02-22
Vitali Klitschko	Make an appeal or request	Protester (Ukraine)	2014-01-23
Military Personnel (Yemen)	Use conventional military force	Citizen (Yemen)	2014-04-21
Military Personnel (Yemen)	Use conventional military force	Citizen (Yemen)	2014-12-30
Thailand	Engage in diplomatic cooperation	China	2014-07-14
Citizen (Thailand)	Demand	Media (Thailand)	2014-06-16
Other Authorities / Officials (United States)	Arrest, detain, or charge with legal action	Fernando Gonzalez	2014-02-27
Other Authorities / Officials (United States)	Arrest, detain, or charge with legal action	William Chandler	2014-03-10
Citizen (Australia)	Physically assault	Police (Australia)	2014-03-18
Police (Namibia)	Arrest, detain, or charge with legal action	Children (Namibia)	2014-02-06
Police (Namibia)	Arrest, detain, or charge with legal action	Men (Namibia)	2014-12-17
Police (Namibia)	Arrest, detain, or charge with legal action	Citizen (Namibia)	2014-10-30
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-09-19
Police (United States)	Arrest, detain, or charge with legal action	Citizen (United Kingdom)	2014-07-09
Police (United States)	Arrest, detain, or charge with legal action	Juan Carlos Mendoza	2014-08-14
Lawmaker (Japan)	Express intent to meet or negotiate	China	2014-03-21
Lawmaker (Japan)	Express intent to meet or negotiate	China	2014-04-09
Cabinet / Council of Ministers / Advisors (United States)	Meet at a 'third' location	Saud bin Faisal bin Abdul-Aziz	2014-11-24
Cabinet / Council of Ministers / Advisors (United States)	Meet at a 'third' location	Nasser Judeh	2014-05-17
Cabinet / Council of Ministers / Advisors (United States)	Meet at a 'third' location	Head of Government (Palestinian Territory, Occupied)	2014-10-14
Cabinet / Council of Ministers / Advisors (United States)	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-06-09
Insurgent (Afghanistan)	Use unconventional violence	Military Personnel - Special (Afghanistan)	2014-08-30
Insurgent (Afghanistan)	Use unconventional violence	Party Member (Afghanistan)	2014-04-03
Insurgent (Afghanistan)	Use unconventional violence	Employee (Afghanistan)	2014-11-30
Police (Swaziland)	fight with small arms and light weapons	Men (Swaziland)	2014-02-12
UN Security Council	Demand	Armed Rebel (Ukraine)	2014-07-22
UN Security Council	Demand	Ethiopia	2014-06-05
Armed Gang (Fula people)	Use unconventional violence	Citizen (Nigeria)	2014-09-18
Haider Al-Abadi	Make a visit	Ministry (Iran)	2014-10-21
Haider Al-Abadi	Make a visit	United Arab Emirates	2014-12-15
Guy Scott	Make statement	Michael Sata	2014-08-28
Barack Obama	Engage in symbolic act	Citizen (Malaysia)	2014-03-20
Hunter (Nigeria)	Use unconventional violence	Boko Haram	2014-11-14
Ma Ying Jeou	Praise or endorse	Protester (United Kingdom)	2014-10-15
Ma Ying Jeou	Praise or endorse	Tsai Ing-wen	2014-12-14
Legislature (Iraq)	Make statement	Nuri al-Maliki	2014-01-19
China	Make a visit	North Korea	2014-07-21
China	Make a visit	South Korea	2014-06-28
China	Make a visit	South Korea	2014-07-04
China	Make a visit	Angola	2014-05-09
China	Make a visit	South Korea	2014-07-07
China	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-02-14
China	Make a visit	Vietnam	2014-10-27
China	Make a visit	South Korea	2014-07-05
China	Make a visit	Bahrain	2014-11-07
China	Make a visit	South Korea	2014-02-21
Government (Nigeria)	Sign formal agreement	Academic Staff Union of Universities	2014-04-11
Government (Nigeria)	Sign formal agreement	Boko Haram	2014-10-27
Tanzania	Host a visit	Samuel Sitta	2014-01-18
Tanzania	Host a visit	International Monetary Fund	2014-02-26
Tanzania	Host a visit	Foreign Affairs (Italy)	2014-01-22
Tanzania	Host a visit	Masagos Zulkifli	2014-06-07
Tanzania	Host a visit	Barack Obama	2014-05-19
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-06-17
Mohammad Javad Zarif	Meet at a 'third' location	Nonaligned Movement	2014-05-30
Indigenous People (Nigeria)	Consult	Vanguard	2014-01-13
Indigenous People (Nigeria)	Consult	Ministry (Nigeria)	2014-04-14
National United Front for Democracy Against Dictatorship	Make an appeal or request	Activist (Thailand)	2014-04-04
National United Front for Democracy Against Dictatorship	Make an appeal or request	Royal Thai Navy	2014-02-26
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Business (South Korea)	2014-05-08
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Citizen (South Korea)	2014-04-22
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Citizen (South Korea)	2014-06-21
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Military Personnel (South Korea)	2014-07-15
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Military Personnel (South Korea)	2014-05-15
Lawyer/Attorney (South Korea)	Arrest, detain, or charge with legal action	Police (South Korea)	2014-07-16
Medical Personnel (India)	Criticize or denounce	Citizen (India)	2014-09-18
Barack Obama	Demand	North Korea	2014-11-10
Barack Obama	Demand	North Korea	2014-04-24
Barack Obama	Demand	North Korea	2014-11-14
Barack Obama	Demand	North Atlantic Treaty Organization	2014-09-03
Men (India)	Threaten	Company - Owner or Operator (India)	2014-11-01
Kofi Annan	Make a visit	Iran	2014-01-27
Israeli Defense Forces	Confiscate property	Iran	2014-03-06
François Hollande	Express intent to meet or negotiate	Serge Lazarevic	2014-12-09
François Hollande	Express intent to meet or negotiate	Armenia	2014-04-25
François Hollande	Express intent to meet or negotiate	Barack Obama	2014-06-03
François Hollande	Express intent to meet or negotiate	Iraq	2014-09-12
François Hollande	Express intent to meet or negotiate	Niger	2014-07-18
Cabinet / Council of Ministers / Advisors (Thailand)	Consult	Prayuth Chan-ocha	2014-08-30
Jose Mario Vaz	Make a visit	Gambia	2014-06-04
Lawyer/Attorney (Australia)	Arrest, detain, or charge with legal action	Citizen (Australia)	2014-10-07
Lawyer/Attorney (Australia)	Arrest, detain, or charge with legal action	Citizen (Australia)	2014-04-29
Lawyer/Attorney (Australia)	Arrest, detain, or charge with legal action	Citizen (Australia)	2014-09-09
Algirdas Butkevičius	Consult	China	2014-01-28
Algirdas Butkevičius	Consult	Congress (United States)	2014-08-22
Algirdas Butkevičius	Consult	Alexei Miller	2014-02-11
Algirdas Butkevičius	Consult	Tim Scott	2014-05-26
Police (Canada)	Make statement	Canada	2014-02-04
Police (Canada)	Make statement	Bank (Canada)	2014-08-16
Police (Canada)	Make statement	Business (Canada)	2014-11-28
Police (Canada)	Make statement	Canada	2014-12-26
Police (Canada)	Make statement	Susan Fennell	2014-07-24
Head of Government (Nigeria)	Consult	Ministry (Nigeria)	2014-05-19
Head of Government (Nigeria)	Consult	Barack Obama	2014-05-05
Head of Government (Nigeria)	Consult	Government (Nigeria)	2014-06-16
South Korea	Arrest, detain, or charge with legal action	Defector (North Korea)	2014-12-08
South Korea	Arrest, detain, or charge with legal action	Criminal (South Korea)	2014-08-01
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Foreign Affairs (Russia)	2014-11-08
