relation test,relation train,#inverse,#rel_test,percentage
Accuse,Investigate war crimes,0,1163,0.0
Accuse,Destroy property,15,1163,0.012897678417884782
Accuse,Receive inspectors,3,1163,0.0025795356835769563
Accuse,Threaten with repression,22,1163,0.018916595012897677
Accuse,"Express intent to change institutions, regime",9,1163,0.007738607050730868
Accuse,Reject mediation,17,1163,0.014617368873602751
Accuse,Appeal for target to allow international involvement (non-mediation),0,1163,0.0
Accuse,Threaten to impose curfew,0,1163,0.0
Accuse,Halt mediation,46,1163,0.03955288048151333
Accuse,Threaten to halt negotiations,6,1163,0.005159071367153913
Accuse,Demand military aid,11,1163,0.009458297506448839
Accuse,Reject request for humanitarian aid,12,1163,0.010318142734307825
Accuse,Demand easing of political dissent,2,1163,0.0017196904557179708
Accuse,Ease curfew,0,1163,0.0
Accuse,Reject request for economic aid,68,1163,0.058469475494411005
Accuse,Threaten to halt international involvement (non-mediation),2,1163,0.0017196904557179708
Accuse,Reject request or demand for political reform,1,1163,0.0008598452278589854
Accuse,Engage in violent protest for policy change,0,1163,0.0
Accuse,Reject request for policy change,0,1163,0.0
Engage in symbolic act,"Use chemical, biological, or radiological weapons",1,199,0.005025125628140704
Engage in symbolic act,Allow humanitarian access,0,199,0.0
Engage in symbolic act,Receive inspectors,0,199,0.0
Engage in symbolic act,"Express intent to change institutions, regime",2,199,0.010050251256281407
Engage in symbolic act,Appeal for target to allow international involvement (non-mediation),0,199,0.0
Engage in symbolic act,Demand military aid,0,199,0.0
Engage in symbolic act,Reject request for humanitarian aid,0,199,0.0
Engage in symbolic act,Demand easing of political dissent,0,199,0.0
Engage in symbolic act,Ease curfew,1,199,0.005025125628140704
Demonstrate or rally,Accede to demands for rights,5,204,0.024509803921568627
Demonstrate or rally,Use tactics of violent repression,71,204,0.3480392156862745
Demonstrate or rally,Engage in mass killings,1,204,0.004901960784313725
Demonstrate or rally,Reject request for change in leadership,6,204,0.029411764705882353
Use conventional military force,"Use chemical, biological, or radiological weapons",3,995,0.003015075376884422
Use unconventional violence,Use conventional military force,416,928,0.4482758620689655
Use conventional military force,Express intent to allow international involvement (non-mediation),0,995,0.0
Use conventional military force,"Obstruct passage, block",12,995,0.012060301507537688
Use conventional military force,Occupy territory,130,995,0.1306532663316583
Use conventional military force,Allow humanitarian access,0,995,0.0
Use conventional military force,Reject judicial cooperation,52,995,0.05226130653266332
Use conventional military force,"Declare truce, ceasefire",131,995,0.13165829145728644
Use conventional military force,"Conduct suicide, car, or other non-military bombing",106,995,0.10653266331658291
Use conventional military force,fight with artillery and tanks,51,995,0.05125628140703518
Use conventional military force,Violate ceasefire,12,995,0.012060301507537688
Use conventional military force,Accuse of aggression,31,995,0.031155778894472363
Use conventional military force,Express intent to cooperate on intelligence,5,995,0.005025125628140704
Use conventional military force,Demobilize armed forces,22,995,0.022110552763819097
Use conventional military force,Ease military blockade,5,995,0.005025125628140704
Use conventional military force,"Express intent to change institutions, regime",7,995,0.007035175879396985
Use conventional military force,Appeal for target to allow international involvement (non-mediation),0,995,0.0
Use conventional military force,Carry out roadside bombing,2,995,0.0020100502512562816
Use conventional military force,Threaten to impose curfew,0,995,0.0
Use conventional military force,Demand rights,1,995,0.0010050251256281408
Use conventional military force,Threaten to halt negotiations,9,995,0.009045226130653266
Use conventional military force,Reject request for humanitarian aid,1,995,0.0010050251256281408
Use conventional military force,Demand easing of political dissent,0,995,0.0
Use conventional military force,Ease curfew,5,995,0.005025125628140704
Investigate,"Use chemical, biological, or radiological weapons",3,682,0.004398826979472141
Make an appeal or request,"Use chemical, biological, or radiological weapons",6,2601,0.002306805074971165
Praise or endorse,"Use chemical, biological, or radiological weapons",18,1738,0.010356731875719217
Sign formal agreement,"Use chemical, biological, or radiological weapons",24,975,0.024615384615384615
Express intent to cooperate,"Use chemical, biological, or radiological weapons",6,999,0.006006006006006006
Make pessimistic comment,"Use chemical, biological, or radiological weapons",1,278,0.0035971223021582736
fight with small arms and light weapons,"Use chemical, biological, or radiological weapons",0,526,0.0
Express intent to engage in diplomatic cooperation (such as policy support),"Use chemical, biological, or radiological weapons",17,976,0.017418032786885244
Make optimistic comment,"Use chemical, biological, or radiological weapons",1,442,0.0022624434389140274
Use unconventional violence,"Use chemical, biological, or radiological weapons",3,928,0.003232758620689655
Discuss by telephone,"Use chemical, biological, or radiological weapons",0,398,0.0
Express intent to cooperate economically,"Use chemical, biological, or radiological weapons",5,89,0.056179775280898875
Rally support on behalf of,"Use chemical, biological, or radiological weapons",0,61,0.0
Provide military aid,"Use chemical, biological, or radiological weapons",3,34,0.08823529411764706
Cooperate economically,"Use chemical, biological, or radiological weapons",1,91,0.01098901098901099
Meet at a 'third' location,"Use chemical, biological, or radiological weapons",0,198,0.0
Engage in material cooperation,"Use chemical, biological, or radiological weapons",0,54,0.0
Occupy territory,"Use chemical, biological, or radiological weapons",5,81,0.06172839506172839
Halt negotiations,"Use chemical, biological, or radiological weapons",0,27,0.0
Provide military protection or peacekeeping,"Use chemical, biological, or radiological weapons",0,49,0.0
Reduce relations,"Use chemical, biological, or radiological weapons",3,102,0.029411764705882353
Receive deployment of peacekeepers,"Use chemical, biological, or radiological weapons",0,51,0.0
Share intelligence or information,"Use chemical, biological, or radiological weapons",2,25,0.08
Appeal for de-escalation of military engagement,"Use chemical, biological, or radiological weapons",0,18,0.0
"Declare truce, ceasefire","Use chemical, biological, or radiological weapons",0,23,0.0
fight with artillery and tanks,"Use chemical, biological, or radiological weapons",8,19,0.42105263157894735
Threaten to reduce or break relations,"Use chemical, biological, or radiological weapons",0,11,0.0
Make an appeal or request,Investigate,534,2601,0.20530565167243367
Investigate,Express intent to allow international involvement (non-mediation),2,682,0.002932551319648094
Investigate,"Defy norms, law",212,682,0.31085043988269795
Investigate,Express intent to provide military protection or peacekeeping,0,682,0.0
Investigate,"Impose embargo, boycott, or sanctions",5,682,0.007331378299120235
Investigate,Provide military protection or peacekeeping,4,682,0.005865102639296188
Investigate,Receive deployment of peacekeepers,7,682,0.010263929618768328
Investigate,Allow humanitarian access,0,682,0.0
Investigate,Reject judicial cooperation,159,682,0.23313782991202345
Investigate,Express intent to cooperate militarily,6,682,0.008797653958944282
Investigate,Threaten to reduce or stop aid,1,682,0.001466275659824047
Investigate,Express intent to cooperate on intelligence,3,682,0.004398826979472141
Investigate,Reject request for military protection or peacekeeping,2,682,0.002932551319648094
Investigate,Receive inspectors,4,682,0.005865102639296188
Investigate,"Express intent to change institutions, regime",3,682,0.004398826979472141
Investigate,Appeal for target to allow international involvement (non-mediation),0,682,0.0
Investigate,Carry out roadside bombing,3,682,0.004398826979472141
Investigate,Demand military aid,3,682,0.004398826979472141
Investigate,Reject request for humanitarian aid,1,682,0.001466275659824047
Investigate,Ease curfew,0,682,0.0
Investigate,Threaten to halt international involvement (non-mediation),0,682,0.0
Investigate,Detonate nuclear weapons,0,682,0.0
Make an appeal or request,Express intent to provide material aid,487,2601,0.18723567858515955
Praise or endorse,Express intent to provide material aid,91,1738,0.0523590333716916
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide material aid,266,976,0.2725409836065574
Express intent to provide material aid,"Obstruct passage, block",0,61,0.0
Express intent to provide material aid,Express intent to cooperate on intelligence,4,61,0.06557377049180328
Express intent to provide material aid,Ease military blockade,0,61,0.0
Express intent to provide material aid,Reject request for humanitarian aid,1,61,0.01639344262295082
Express intent to provide material aid,Ease curfew,0,61,0.0
Make an appeal or request,Sign formal agreement,529,2601,0.20338331410995772
Make an appeal or request,Express intent to cooperate,986,2601,0.3790849673202614
Make an appeal or request,Make pessimistic comment,900,2601,0.3460207612456747
Make an appeal or request,"Return, release person(s)",401,2601,0.15417147251057287
Make an appeal or request,Express intent to engage in diplomatic cooperation (such as policy support),1109,2601,0.4263744713571703
Make an appeal or request,Provide humanitarian aid,368,2601,0.14148404459823144
Make an appeal or request,Make optimistic comment,991,2601,0.38100730488273743
Make an appeal or request,Accede to demands for rights,179,2601,0.06881968473663976
Make an appeal or request,Confiscate property,165,2601,0.06343713956170703
Make an appeal or request,"Investigate crime, corruption",169,2601,0.06497500961168781
Make an appeal or request,Ease administrative sanctions,504,2601,0.19377162629757785
Make an appeal or request,Express intent to allow international involvement (non-mediation),5,2601,0.0019223375624759708
Make an appeal or request,Yield,565,2601,0.2172241445597847
Make an appeal or request,"Obstruct passage, block",20,2601,0.007689350249903883
Make an appeal or request,Express intent to cooperate economically,198,2601,0.07612456747404844
Make an appeal or request,"Defy norms, law",327,2601,0.12572087658592848
Make an appeal or request,Appeal for change in leadership,305,2601,0.11726259131103421
Make an appeal or request,Cooperate economically,183,2601,0.07035755478662054
Make an appeal or request,Use tactics of violent repression,27,2601,0.010380622837370242
Make an appeal or request,Reduce or break diplomatic relations,126,2601,0.04844290657439446
Make an appeal or request,Mobilize or increase armed forces,73,2601,0.028066128412149175
Make an appeal or request,"Threaten with sanctions, boycott, embargo",148,2601,0.05690119184928873
Make an appeal or request,Meet at a 'third' location,238,2601,0.0915032679738562
Make an appeal or request,Engage in material cooperation,296,2601,0.11380238369857747
Make an appeal or request,Express intent to settle dispute,195,2601,0.07497116493656286
Make an appeal or request,Appeal for intelligence,550,2601,0.2114571318723568
Make an appeal or request,Bring lawsuit against,579,2601,0.22260668973471742
Make an appeal or request,Physically assault,389,2601,0.14955786236063054
Make an appeal or request,Deny responsibility,709,2601,0.27258746635909264
Make an appeal or request,"Reject proposal to meet, discuss, or negotiate",554,2601,0.21299500192233756
Make an appeal or request,Halt negotiations,308,2601,0.1184159938485198
Make an appeal or request,Accede to demands for change in policy,16,2601,0.006151480199923107
Make an appeal or request,Express intent to provide military protection or peacekeeping,11,2601,0.004229142637447136
Make an appeal or request,Express accord,419,2601,0.16109188773548636
Make an appeal or request,Impose administrative sanctions,244,2601,0.09381007304882738
Make an appeal or request,Express intent to de-escalate military engagement,49,2601,0.018838908112264515
Make an appeal or request,Demonstrate military or police power,71,2601,0.027297193387158785
Make an appeal or request,"Impose embargo, boycott, or sanctions",86,2601,0.0330642060745867
Make an appeal or request,Provide military protection or peacekeeping,17,2601,0.006535947712418301
Make an appeal or request,Express intent to yield,366,2601,0.14071510957324107
Make an appeal or request,Complain officially,388,2601,0.14917339484813533
Make an appeal or request,"Ease economic sanctions, boycott, embargo",35,2601,0.013456362937331795
Make an appeal or request,Consider policy option,429,2601,0.16493656286043828
Make an appeal or request,"Accuse of crime, corruption",531,2601,0.2041522491349481
Make an appeal or request,Reduce relations,509,2601,0.19569396386005383
Make an appeal or request,Receive deployment of peacekeepers,35,2601,0.013456362937331795
Make an appeal or request,Threaten non-force,302,2601,0.11610918877354863
Make an appeal or request,Demand diplomatic cooperation (such as policy support),403,2601,0.15494040753556323
Make an appeal or request,Appeal for military aid,92,2601,0.03537101114955786
Make an appeal or request,Allow humanitarian access,1,2601,0.00038446751249519417
Make an appeal or request,Reduce or stop material aid,29,2601,0.01114955786236063
Make an appeal or request,Express intent to provide humanitarian aid,291,2601,0.1118800461361015
Make an appeal or request,Appeal to engage in or accept mediation,103,2601,0.039600153787004995
Make an appeal or request,"Impose blockade, restrict movement",155,2601,0.059592464436755095
Make an appeal or request,Impose state of emergency or martial law,1,2601,0.00038446751249519417
Make an appeal or request,Give ultimatum,512,2601,0.19684736639753941
Make an appeal or request,Refuse to release persons or property,204,2601,0.0784313725490196
Make an appeal or request,Express intent to provide military aid,228,2601,0.08765859284890427
Make an appeal or request,"Reject plan, agreement to settle dispute",237,2601,0.09111880046136102
Make an appeal or request,Reject judicial cooperation,131,2601,0.050365244136870435
Make an appeal or request,"Declare truce, ceasefire",169,2601,0.06497500961168781
Make an appeal or request,Demand change in leadership,104,2601,0.03998462129950019
Make an appeal or request,"Conduct suicide, car, or other non-military bombing",77,2601,0.02960399846212995
Make an appeal or request,"Return, release property",250,2601,0.09611687812379854
Make an appeal or request,Express intent to cooperate militarily,106,2601,0.040753556324490584
Make an appeal or request,Reduce or stop humanitarian assistance,155,2601,0.059592464436755095
Make an appeal or request,Reduce or stop economic assistance,228,2601,0.08765859284890427
Make an appeal or request,Refuse to yield,421,2601,0.16186082276047675
Make an appeal or request,fight with artillery and tanks,28,2601,0.010765090349865437
Make an appeal or request,Veto,0,2601,0.0
Make an appeal or request,Express intent to ease administrative sanctions,80,2601,0.030757400999615533
Make an appeal or request,"Demand change in institutions, regime",2,2601,0.0007689350249903883
Make an appeal or request,"Demand meeting, negotiation",96,2601,0.03690888119953864
Make an appeal or request,Threaten to reduce or stop aid,27,2601,0.010380622837370242
Make an appeal or request,Express intent to engage in material cooperation,69,2601,0.0265282583621684
Make an appeal or request,Demand intelligence cooperation,235,2601,0.09034986543637062
Make an appeal or request,Forgive,12,2601,0.00461361014994233
Make an appeal or request,Appeal to others to settle dispute,183,2601,0.07035755478662054
Make an appeal or request,Ease political dissent,29,2601,0.01114955786236063
Make an appeal or request,Violate ceasefire,2,2601,0.0007689350249903883
Make an appeal or request,Impose curfew,0,2601,0.0
Make an appeal or request,Appeal for aid,241,2601,0.09265667051134178
Make an appeal or request,Express intent to change policy,33,2601,0.012687427912341407
Make an appeal or request,"Refuse to ease economic sanctions, boycott, or embargo",28,2601,0.010765090349865437
Make an appeal or request,Demand that target yields,219,2601,0.08419838523644751
Make an appeal or request,Threaten to reduce or break relations,173,2601,0.06651287966166859
Make an appeal or request,Express intent to accept mediation,91,2601,0.03498654363706267
Make an appeal or request,Attempt to assassinate,124,2601,0.04767397154940407
Make an appeal or request,Reduce or stop military assistance,9,2601,0.0034602076124567475
Make an appeal or request,Express intent to cooperate on intelligence,68,2601,0.026143790849673203
Make an appeal or request,Appeal for rights,90,2601,0.03460207612456748
Make an appeal or request,Demand humanitarian aid,1,2601,0.00038446751249519417
Make an appeal or request,Demobilize armed forces,2,2601,0.0007689350249903883
Make an appeal or request,Reject request for military protection or peacekeeping,1,2601,0.00038446751249519417
Make an appeal or request,"Express intent to ease economic sanctions, boycott, or embargo",5,2601,0.0019223375624759708
Make an appeal or request,"Appeal for change in institutions, regime",33,2601,0.012687427912341407
Make an appeal or request,Ease military blockade,7,2601,0.002691272587466359
Make an appeal or request,Appeal for military cooperation,0,2601,0.0
Make an appeal or request,Demand release of persons or property,49,2601,0.018838908112264515
Make an appeal or request,Accede to requests or demands for political reform,3,2601,0.0011534025374855825
Make an appeal or request,Demand political reform,6,2601,0.002306805074971165
Make an appeal or request,Investigate war crimes,2,2601,0.0007689350249903883
Make an appeal or request,Demand judicial cooperation,30,2601,0.011534025374855825
Make an appeal or request,"Appeal for easing of economic sanctions, boycott, or embargo",8,2601,0.0030757400999615533
Make an appeal or request,Ease state of emergency or martial law,6,2601,0.002306805074971165
Make an appeal or request,Receive inspectors,17,2601,0.006535947712418301
Make an appeal or request,Appeal for easing of political dissent,32,2601,0.012302960399846213
Make an appeal or request,Appeal for military protection or peacekeeping,6,2601,0.002306805074971165
Make an appeal or request,"Express intent to change institutions, regime",16,2601,0.006151480199923107
Make an appeal or request,Reject request for change in leadership,2,2601,0.0007689350249903883
Make an appeal or request,Reject military cooperation,0,2601,0.0
Make an appeal or request,Reject mediation,23,2601,0.008842752787389465
Make an appeal or request,Appeal for target to allow international involvement (non-mediation),1,2601,0.00038446751249519417
Make an appeal or request,Carry out roadside bombing,2,2601,0.0007689350249903883
Make an appeal or request,Threaten to impose curfew,0,2601,0.0
Make an appeal or request,Engage in mass expulsion,0,2601,0.0
Make an appeal or request,Halt mediation,126,2601,0.04844290657439446
Make an appeal or request,Demand economic cooperation,0,2601,0.0
Make an appeal or request,Threaten to halt negotiations,16,2601,0.006151480199923107
Make an appeal or request,Reject request for humanitarian aid,25,2601,0.009611687812379853
Make an appeal or request,Demand easing of political dissent,2,2601,0.0007689350249903883
Make an appeal or request,"Reject request for change in institutions, regime",1,2601,0.00038446751249519417
Make an appeal or request,Ease curfew,6,2601,0.002306805074971165
Make an appeal or request,Reject request for economic aid,124,2601,0.04767397154940407
Make an appeal or request,Threaten to halt international involvement (non-mediation),4,2601,0.0015378700499807767
Make an appeal or request,Reject request or demand for political reform,0,2601,0.0
Make an appeal or request,Engage in violent protest for policy change,0,2601,0.0
Make an appeal or request,Reject request for policy change,0,2601,0.0
Make an appeal or request,Threaten to impose state of emergency or martial law,0,2601,0.0
Praise or endorse,Sign formal agreement,395,1738,0.22727272727272727
Praise or endorse,Express intent to cooperate,420,1738,0.24165707710011508
Praise or endorse,Express intent to engage in diplomatic cooperation (such as policy support),485,1738,0.2790563866513234
Praise or endorse,Make optimistic comment,349,1738,0.2008055235903337
Praise or endorse,Accede to demands for rights,5,1738,0.0028768699654775605
Praise or endorse,Express intent to allow international involvement (non-mediation),5,1738,0.0028768699654775605
Praise or endorse,"Obstruct passage, block",3,1738,0.0017261219792865361
Praise or endorse,Express intent to cooperate economically,153,1738,0.08803222094361335
Praise or endorse,"Defy norms, law",53,1738,0.03049482163406214
Praise or endorse,Cooperate economically,154,1738,0.08860759493670886
Praise or endorse,Provide economic aid,101,1738,0.05811277330264672
Praise or endorse,Mobilize or increase armed forces,52,1738,0.02991944764096663
Praise or endorse,"Threaten with sanctions, boycott, embargo",20,1738,0.011507479861910242
Praise or endorse,Meet at a 'third' location,192,1738,0.11047180667433831
Praise or endorse,Express intent to settle dispute,115,1738,0.0661680092059839
Praise or endorse,Retreat or surrender militarily,27,1738,0.015535097813578827
Praise or endorse,Occupy territory,77,1738,0.04430379746835443
Praise or endorse,Defend verbally,41,1738,0.023590333716915997
Praise or endorse,"Reject proposal to meet, discuss, or negotiate",98,1738,0.05638665132336018
Praise or endorse,Halt negotiations,79,1738,0.045454545454545456
Praise or endorse,Accede to demands for change in policy,32,1738,0.018411967779056387
Praise or endorse,Express intent to provide military protection or peacekeeping,7,1738,0.004027617951668585
Praise or endorse,Express intent to de-escalate military engagement,9,1738,0.005178365937859608
Praise or endorse,Increase police alert status,7,1738,0.004027617951668585
Praise or endorse,Demonstrate military or police power,55,1738,0.03164556962025317
Praise or endorse,"Impose embargo, boycott, or sanctions",77,1738,0.04430379746835443
Praise or endorse,Provide military protection or peacekeeping,38,1738,0.02186421173762946
Praise or endorse,Express intent to yield,21,1738,0.012082853855005753
Praise or endorse,"Ease economic sanctions, boycott, embargo",22,1738,0.012658227848101266
Praise or endorse,Consider policy option,143,1738,0.08227848101265822
Praise or endorse,Receive deployment of peacekeepers,68,1738,0.039125431530494824
Praise or endorse,Demand diplomatic cooperation (such as policy support),67,1738,0.03855005753739931
Praise or endorse,Express intent to provide economic aid,72,1738,0.04142692750287687
Praise or endorse,Appeal for military aid,19,1738,0.01093210586881473
Praise or endorse,Allow humanitarian access,1,1738,0.0005753739930955121
Praise or endorse,Mobilize or increase police power,32,1738,0.018411967779056387
Praise or endorse,Express intent to provide humanitarian aid,50,1738,0.028768699654775604
Praise or endorse,"Impose blockade, restrict movement",12,1738,0.006904487917146145
Praise or endorse,Impose state of emergency or martial law,11,1738,0.006329113924050633
Praise or endorse,Give ultimatum,46,1738,0.026467203682393557
Praise or endorse,Grant diplomatic recognition,112,1738,0.06444188722669736
Praise or endorse,"Reject plan, agreement to settle dispute",109,1738,0.06271576524741082
Praise or endorse,Reject judicial cooperation,11,1738,0.006329113924050633
Praise or endorse,"Declare truce, ceasefire",85,1738,0.048906789413118525
Praise or endorse,"Return, release property",21,1738,0.012082853855005753
Praise or endorse,Express intent to cooperate militarily,71,1738,0.040851553509781355
Praise or endorse,Reduce or stop economic assistance,52,1738,0.02991944764096663
Praise or endorse,fight with artillery and tanks,34,1738,0.019562715765247412
Praise or endorse,Veto,5,1738,0.0028768699654775605
Praise or endorse,Demand material cooperation,35,1738,0.020138089758342925
Praise or endorse,Threaten to reduce or stop aid,6,1738,0.0034522439585730723
Praise or endorse,Ease political dissent,7,1738,0.004027617951668585
Praise or endorse,Violate ceasefire,0,1738,0.0
Praise or endorse,Impose curfew,0,1738,0.0
Praise or endorse,Appeal for aid,28,1738,0.01611047180667434
Praise or endorse,Express intent to change policy,24,1738,0.01380897583429229
Praise or endorse,"Refuse to ease economic sanctions, boycott, or embargo",9,1738,0.005178365937859608
Praise or endorse,Accede to demands for change in leadership,23,1738,0.013233601841196778
Praise or endorse,Accuse of aggression,2,1738,0.0011507479861910242
Praise or endorse,Reduce or stop military assistance,8,1738,0.004602991944764097
Praise or endorse,Express intent to cooperate on intelligence,17,1738,0.009781357882623706
Praise or endorse,"Threaten with political dissent, protest",7,1738,0.004027617951668585
Praise or endorse,Express intent to institute political reform,1,1738,0.0005753739930955121
Praise or endorse,Reject request for military protection or peacekeeping,6,1738,0.0034522439585730723
Praise or endorse,"Express intent to ease economic sanctions, boycott, or embargo",8,1738,0.004602991944764097
Praise or endorse,Threaten with administrative sanctions,0,1738,0.0
Praise or endorse,Ease military blockade,0,1738,0.0
Praise or endorse,Reject economic cooperation,9,1738,0.005178365937859608
Praise or endorse,Appeal for military cooperation,0,1738,0.0
Praise or endorse,Demand release of persons or property,9,1738,0.005178365937859608
Praise or endorse,Accede to requests or demands for political reform,12,1738,0.006904487917146145
Praise or endorse,Destroy property,2,1738,0.0011507479861910242
Praise or endorse,"Appeal for easing of economic sanctions, boycott, or embargo",10,1738,0.005753739930955121
Praise or endorse,Ease state of emergency or martial law,0,1738,0.0
Praise or endorse,Appeal for military protection or peacekeeping,3,1738,0.0017261219792865361
Praise or endorse,"Express intent to change institutions, regime",12,1738,0.006904487917146145
Praise or endorse,"Accede to demands for change in institutions, regime",0,1738,0.0
Praise or endorse,Reject military cooperation,1,1738,0.0005753739930955121
Praise or endorse,Reject mediation,19,1738,0.01093210586881473
Praise or endorse,Appeal for target to allow international involvement (non-mediation),1,1738,0.0005753739930955121
Praise or endorse,Carry out roadside bombing,5,1738,0.0028768699654775605
Praise or endorse,Threaten to impose curfew,0,1738,0.0
Praise or endorse,Halt mediation,4,1738,0.0023014959723820483
Praise or endorse,Threaten to halt negotiations,2,1738,0.0011507479861910242
Praise or endorse,Demand military aid,7,1738,0.004027617951668585
Praise or endorse,Reject request for humanitarian aid,5,1738,0.0028768699654775605
Praise or endorse,"Reject request for change in institutions, regime",0,1738,0.0
Praise or endorse,Ease curfew,0,1738,0.0
Praise or endorse,Reject request for economic aid,0,1738,0.0
Praise or endorse,Threaten to halt international involvement (non-mediation),1,1738,0.0005753739930955121
Praise or endorse,Reject request for policy change,0,1738,0.0
Praise or endorse,Threaten to impose state of emergency or martial law,0,1738,0.0
Express intent to cooperate,Sign formal agreement,712,999,0.7127127127127127
Sign formal agreement,Express intent to cooperate,631,975,0.6471794871794871
Express intent to engage in diplomatic cooperation (such as policy support),Sign formal agreement,625,976,0.6403688524590164
Sign formal agreement,Express intent to engage in diplomatic cooperation (such as policy support),669,975,0.6861538461538461
Sign formal agreement,Express intent to allow international involvement (non-mediation),3,975,0.003076923076923077
Sign formal agreement,Express intent to cooperate economically,406,975,0.4164102564102564
Sign formal agreement,Cooperate economically,414,975,0.4246153846153846
Sign formal agreement,Provide economic aid,239,975,0.24512820512820513
Sign formal agreement,"Threaten with sanctions, boycott, embargo",38,975,0.038974358974358976
Sign formal agreement,Meet at a 'third' location,388,975,0.39794871794871794
Sign formal agreement,Express intent to settle dispute,324,975,0.3323076923076923
Sign formal agreement,Halt negotiations,178,975,0.18256410256410258
Sign formal agreement,Accede to demands for change in policy,44,975,0.04512820512820513
Sign formal agreement,Express intent to provide military protection or peacekeeping,6,975,0.006153846153846154
Sign formal agreement,Demonstrate military or police power,159,975,0.16307692307692306
Sign formal agreement,"Impose embargo, boycott, or sanctions",97,975,0.09948717948717949
Sign formal agreement,Provide military protection or peacekeeping,48,975,0.04923076923076923
Sign formal agreement,"Ease economic sanctions, boycott, embargo",70,975,0.07179487179487179
Sign formal agreement,Receive deployment of peacekeepers,50,975,0.05128205128205128
Sign formal agreement,Allow humanitarian access,0,975,0.0
Sign formal agreement,Reduce or stop material aid,36,975,0.036923076923076927
Sign formal agreement,Grant diplomatic recognition,241,975,0.24717948717948718
Sign formal agreement,"Reject plan, agreement to settle dispute",281,975,0.2882051282051282
Sign formal agreement,Reject judicial cooperation,30,975,0.03076923076923077
Sign formal agreement,"Declare truce, ceasefire",228,975,0.23384615384615384
Sign formal agreement,Express intent to cooperate militarily,186,975,0.19076923076923077
Sign formal agreement,Reduce or stop economic assistance,128,975,0.13128205128205128
Sign formal agreement,fight with artillery and tanks,72,975,0.07384615384615385
Sign formal agreement,Veto,1,975,0.0010256410256410256
Sign formal agreement,Threaten to reduce or stop aid,22,975,0.022564102564102566
Sign formal agreement,Express intent to engage in material cooperation,45,975,0.046153846153846156
Sign formal agreement,Violate ceasefire,1,975,0.0010256410256410256
Sign formal agreement,"Refuse to ease economic sanctions, boycott, or embargo",24,975,0.024615384615384615
Sign formal agreement,Express intent to cooperate on intelligence,76,975,0.07794871794871795
Sign formal agreement,Reject request for military protection or peacekeeping,1,975,0.0010256410256410256
Sign formal agreement,Reject economic cooperation,10,975,0.010256410256410256
Sign formal agreement,Appeal for military cooperation,8,975,0.008205128205128205
Sign formal agreement,Reject military cooperation,1,975,0.0010256410256410256
Sign formal agreement,Reject mediation,26,975,0.02666666666666667
Sign formal agreement,Appeal for target to allow international involvement (non-mediation),0,975,0.0
Sign formal agreement,Halt mediation,0,975,0.0
Sign formal agreement,Demand economic cooperation,0,975,0.0
Sign formal agreement,Threaten to halt negotiations,17,975,0.017435897435897435
Sign formal agreement,Demand military aid,0,975,0.0
Sign formal agreement,Reject request for humanitarian aid,19,975,0.019487179487179488
Sign formal agreement,Threaten to halt international involvement (non-mediation),3,975,0.003076923076923077
Make pessimistic comment,Express intent to cooperate,118,278,0.4244604316546763
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate,605,976,0.6198770491803278
Express intent to cooperate,Express intent to engage in diplomatic cooperation (such as policy support),787,999,0.7877877877877878
Make optimistic comment,Express intent to cooperate,167,442,0.3778280542986425
Express intent to cooperate,Accede to demands for rights,6,999,0.006006006006006006
Express intent to cooperate,Express intent to allow international involvement (non-mediation),0,999,0.0
Express intent to cooperate economically,Express intent to cooperate,54,89,0.6067415730337079
Express intent to cooperate,"Defy norms, law",184,999,0.1841841841841842
Cooperate economically,Express intent to cooperate,41,91,0.45054945054945056
Express intent to cooperate,"Threaten with sanctions, boycott, embargo",57,999,0.057057057057057055
Meet at a 'third' location,Express intent to cooperate,90,198,0.45454545454545453
Express intent to cooperate,Meet at a 'third' location,577,999,0.5775775775775776
Express intent to cooperate,Express intent to settle dispute,508,999,0.5085085085085085
Express intent to cooperate,Halt negotiations,354,999,0.35435435435435436
Express intent to cooperate,Express intent to provide military protection or peacekeeping,5,999,0.005005005005005005
Express intent to cooperate,"Impose embargo, boycott, or sanctions",99,999,0.0990990990990991
Express intent to cooperate,Provide military protection or peacekeeping,43,999,0.043043043043043044
Express intent to cooperate,Express intent to yield,30,999,0.03003003003003003
Express intent to cooperate,Receive deployment of peacekeepers,50,999,0.05005005005005005
Express intent to cooperate,Allow humanitarian access,0,999,0.0
Express intent to cooperate,Give ultimatum,121,999,0.12112112112112113
Express intent to cooperate,"Reject plan, agreement to settle dispute",441,999,0.44144144144144143
Express intent to cooperate,Reject judicial cooperation,80,999,0.08008008008008008
Express intent to cooperate,"Declare truce, ceasefire",399,999,0.3993993993993994
Express intent to cooperate,"Return, release property",131,999,0.13113113113113112
Express intent to cooperate,Express intent to cooperate militarily,316,999,0.3163163163163163
Express intent to cooperate,Reduce or stop economic assistance,211,999,0.21121121121121122
Express intent to cooperate,fight with artillery and tanks,132,999,0.13213213213213212
Express intent to cooperate,Veto,2,999,0.002002002002002002
Express intent to cooperate,"Demand change in institutions, regime",12,999,0.012012012012012012
Express intent to cooperate,Threaten to reduce or stop aid,51,999,0.05105105105105105
