relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Demand settling of dispute,Meet at a 'third' location,0,5,0.0,0.0
Meet at a 'third' location,Impose state of emergency or martial law,0,434,0.0,0.0
Impose state of emergency or martial law,Meet at a 'third' location,0,12,0.0,0.0
Meet at a 'third' location,Use as human shield,0,434,0.0,0.0
Use as human shield,Meet at a 'third' location,0,1,0.0,0.0
Meet at a 'third' location,Demand policy change,0,434,0.0,0.0
Demand policy change,Meet at a 'third' location,0,2,0.0,0.0
Meet at a 'third' location,"Accuse of espionage, treason",0,434,0.0,0.0
"Accuse of espionage, treason",Meet at a 'third' location,0,14,0.0,0.0
Meet at a 'third' location,Demand that target yields,0,434,0.0,0.0
Demand that target yields,Meet at a 'third' location,0,8,0.0,0.0
Meet at a 'third' location,Reduce or stop military assistance,0,434,0.0,0.0
Reduce or stop military assistance,Meet at a 'third' location,0,8,0.0,0.0
Meet at a 'third' location,Share intelligence or information,0,434,0.0,0.0
Share intelligence or information,Meet at a 'third' location,0,38,0.0,0.0
Meet at a 'third' location,Accede to demands for change in policy,0,434,0.0,0.0
Accede to demands for change in policy,Meet at a 'third' location,0,2,0.0,0.0
Meet at a 'third' location,Express intent to ease administrative sanctions,0,434,0.0,0.0
Express intent to ease administrative sanctions,Meet at a 'third' location,0,7,0.0,0.0
Meet at a 'third' location,"Threaten with sanctions, boycott, embargo",0,434,0.0,0.0
"Threaten with sanctions, boycott, embargo",Meet at a 'third' location,0,6,0.0,0.0
Meet at a 'third' location,Express intent to change policy,0,434,0.0,0.0
Express intent to change policy,Meet at a 'third' location,0,2,0.0,0.0
Meet at a 'third' location,Accuse of human rights abuses,0,434,0.0,0.0
Accuse of human rights abuses,Meet at a 'third' location,0,39,0.0,0.0
Meet at a 'third' location,Appeal for humanitarian aid,0,434,0.0,0.0
Appeal for humanitarian aid,Meet at a 'third' location,0,7,0.0,0.0
Meet at a 'third' location,Demand judicial cooperation,0,434,0.0,0.0
Demand judicial cooperation,Meet at a 'third' location,0,4,0.0,0.0
Meet at a 'third' location,Engage in mass killings,0,434,0.0,0.0
Engage in mass killings,Meet at a 'third' location,0,12,0.0,0.0
Meet at a 'third' location,Demand economic aid,0,434,0.0,0.0
Demand economic aid,Meet at a 'third' location,0,10,0.0,0.0
Meet at a 'third' location,Demand material aid,0,434,0.0,0.0
Demand material aid,Meet at a 'third' location,0,1,0.0,0.0
Meet at a 'third' location,Express intent to provide military protection or peacekeeping,0,434,0.0,0.0
Express intent to provide military protection or peacekeeping,Meet at a 'third' location,0,6,0.0,0.0
Meet at a 'third' location,Investigate human rights abuses,0,434,0.0,0.0
Investigate human rights abuses,Meet at a 'third' location,0,3,0.0,0.0
Meet at a 'third' location,Violate ceasefire,0,434,0.0,0.0
Violate ceasefire,Meet at a 'third' location,0,4,0.0,0.0
Meet at a 'third' location,Carry out car bombing,0,434,0.0,0.0
Carry out car bombing,Meet at a 'third' location,0,1,0.0,0.0
Meet at a 'third' location,Demand material cooperation,0,434,0.0,0.0
Demand material cooperation,Meet at a 'third' location,0,9,0.0,0.0
Meet at a 'third' location,"Accede to demands for change in institutions, regime",0,434,0.0,0.0
"Accede to demands for change in institutions, regime",Meet at a 'third' location,0,3,0.0,0.0
Meet at a 'third' location,Expel or withdraw,0,434,0.0,0.0
Expel or withdraw,Meet at a 'third' location,0,1,0.0,0.0
Meet at a 'third' location,Expel or withdraw peacekeepers,0,434,0.0,0.0
Expel or withdraw peacekeepers,Meet at a 'third' location,0,4,0.0,0.0
Meet at a 'third' location,Destroy property,0,434,0.0,0.0
Destroy property,Meet at a 'third' location,0,3,0.0,0.0
Meet at a 'third' location,Reject economic cooperation,0,434,0.0,0.0
Reject economic cooperation,Meet at a 'third' location,0,2,0.0,0.0
Meet at a 'third' location,Refuse to de-escalate military engagement,0,434,0.0,0.0
Refuse to de-escalate military engagement,Meet at a 'third' location,0,4,0.0,0.0
Expel or deport individuals,Accuse of aggression,0,138,0.0,0.0
Accuse of aggression,Expel or deport individuals,0,7,0.0,0.0
Expel or deport individuals,Reduce relations,0,138,0.0,0.0
Reduce relations,Expel or deport individuals,0,188,0.0,0.0
Expel or deport individuals,"Abduct, hijack, or take hostage",0,138,0.0,0.0
"Abduct, hijack, or take hostage",Expel or deport individuals,0,483,0.0,0.0
Expel or deport individuals,Investigate,1,138,0.007246376811594203,0.002079002079002079
Investigate,Expel or deport individuals,1,824,0.0012135922330097086,0.002079002079002079
Expel or deport individuals,Appeal for de-escalation of military engagement,0,138,0.0,0.0
Appeal for de-escalation of military engagement,Expel or deport individuals,0,34,0.0,0.0
Expel or deport individuals,Physically assault,0,138,0.0,0.0
Physically assault,Expel or deport individuals,0,191,0.0,0.0
Expel or deport individuals,"Reject proposal to meet, discuss, or negotiate",0,138,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Expel or deport individuals,0,92,0.0,0.0
Expel or deport individuals,Express intent to provide humanitarian aid,0,138,0.0,0.0
Express intent to provide humanitarian aid,Expel or deport individuals,0,48,0.0,0.0
Expel or deport individuals,Engage in symbolic act,1,138,0.007246376811594203,0.0035460992907801418
Engage in symbolic act,Expel or deport individuals,1,426,0.002347417840375587,0.0035460992907801418
Expel or deport individuals,Provide aid,0,138,0.0,0.0
Provide aid,Expel or deport individuals,0,158,0.0,0.0
Expel or deport individuals,Provide humanitarian aid,0,138,0.0,0.0
Provide humanitarian aid,Expel or deport individuals,0,252,0.0,0.0
Expel or deport individuals,Cooperate economically,0,138,0.0,0.0
Cooperate economically,Expel or deport individuals,0,117,0.0,0.0
Expel or deport individuals,Consider policy option,0,138,0.0,0.0
Consider policy option,Expel or deport individuals,0,90,0.0,0.0
Expel or deport individuals,"Defy norms, law",0,138,0.0,0.0
"Defy norms, law",Expel or deport individuals,0,57,0.0,0.0
Expel or deport individuals,Conduct strike or boycott,0,138,0.0,0.0
Conduct strike or boycott,Expel or deport individuals,0,32,0.0,0.0
Expel or deport individuals,Bring lawsuit against,0,138,0.0,0.0
Bring lawsuit against,Expel or deport individuals,0,142,0.0,0.0
Expel or deport individuals,Demonstrate military or police power,0,138,0.0,0.0
Demonstrate military or police power,Expel or deport individuals,0,30,0.0,0.0
Expel or deport individuals,Carry out suicide bombing,0,138,0.0,0.0
Carry out suicide bombing,Expel or deport individuals,0,76,0.0,0.0
Expel or deport individuals,Mobilize or increase armed forces,0,138,0.0,0.0
Mobilize or increase armed forces,Expel or deport individuals,0,169,0.0,0.0
Expel or deport individuals,Reduce or break diplomatic relations,0,138,0.0,0.0
Reduce or break diplomatic relations,Expel or deport individuals,0,132,0.0,0.0
Expel or deport individuals,Confiscate property,0,138,0.0,0.0
Confiscate property,Expel or deport individuals,0,138,0.0,0.0
Expel or deport individuals,Threaten,0,138,0.0,0.0
Threaten,Expel or deport individuals,0,545,0.0,0.0
Expel or deport individuals,Express intent to release persons or property,0,138,0.0,0.0
Express intent to release persons or property,Expel or deport individuals,0,61,0.0,0.0
Expel or deport individuals,Express intent to provide material aid,0,138,0.0,0.0
Express intent to provide material aid,Expel or deport individuals,0,77,0.0,0.0
Expel or deport individuals,Demand de-escalation of military engagement,0,138,0.0,0.0
Demand de-escalation of military engagement,Expel or deport individuals,0,12,0.0,0.0
Expel or deport individuals,"Declare truce, ceasefire",0,138,0.0,0.0
"Declare truce, ceasefire",Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Reduce or stop humanitarian assistance,0,138,0.0,0.0
Reduce or stop humanitarian assistance,Expel or deport individuals,0,4,0.0,0.0
Expel or deport individuals,Express intent to cooperate militarily,0,138,0.0,0.0
Express intent to cooperate militarily,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,"Express intent to ease economic sanctions, boycott, or embargo",0,138,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Expel or deport individuals,0,18,0.0,0.0
Expel or deport individuals,Coerce,0,138,0.0,0.0
Coerce,Expel or deport individuals,0,95,0.0,0.0
Expel or deport individuals,Appeal for change in leadership,0,138,0.0,0.0
Appeal for change in leadership,Expel or deport individuals,0,49,0.0,0.0
Expel or deport individuals,Express intent to settle dispute,0,138,0.0,0.0
Express intent to settle dispute,Expel or deport individuals,0,54,0.0,0.0
Expel or deport individuals,Express accord,0,138,0.0,0.0
Express accord,Expel or deport individuals,0,79,0.0,0.0
Expel or deport individuals,Rally opposition against,0,138,0.0,0.0
Rally opposition against,Expel or deport individuals,0,68,0.0,0.0
Expel or deport individuals,Retreat or surrender militarily,0,138,0.0,0.0
Retreat or surrender militarily,Expel or deport individuals,0,55,0.0,0.0
Expel or deport individuals,Halt negotiations,0,138,0.0,0.0
Halt negotiations,Expel or deport individuals,0,27,0.0,0.0
Expel or deport individuals,Appeal to others to meet or negotiate,0,138,0.0,0.0
Appeal to others to meet or negotiate,Expel or deport individuals,0,28,0.0,0.0
Expel or deport individuals,Demand diplomatic cooperation (such as policy support),0,138,0.0,0.0
Demand diplomatic cooperation (such as policy support),Expel or deport individuals,0,66,0.0,0.0
Expel or deport individuals,Yield,0,138,0.0,0.0
Yield,Expel or deport individuals,0,93,0.0,0.0
Expel or deport individuals,Rally support on behalf of,0,138,0.0,0.0
Rally support on behalf of,Expel or deport individuals,0,96,0.0,0.0
Expel or deport individuals,Express intent to cooperate on intelligence,0,138,0.0,0.0
Express intent to cooperate on intelligence,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,"Obstruct passage, block",0,138,0.0,0.0
"Obstruct passage, block",Expel or deport individuals,0,58,0.0,0.0
Expel or deport individuals,Demand change in leadership,0,138,0.0,0.0
Demand change in leadership,Expel or deport individuals,0,64,0.0,0.0
Expel or deport individuals,Appeal for economic aid,0,138,0.0,0.0
Appeal for economic aid,Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Provide military aid,0,138,0.0,0.0
Provide military aid,Expel or deport individuals,0,88,0.0,0.0
Expel or deport individuals,Ease administrative sanctions,1,138,0.007246376811594203,0.007042253521126761
Ease administrative sanctions,Expel or deport individuals,1,146,0.00684931506849315,0.007042253521126761
Expel or deport individuals,Express intent to provide economic aid,1,138,0.007246376811594203,0.009615384615384616
Express intent to provide economic aid,Expel or deport individuals,1,70,0.014285714285714285,0.009615384615384616
Expel or deport individuals,"Appeal for change in institutions, regime",0,138,0.0,0.0
"Appeal for change in institutions, regime",Expel or deport individuals,0,20,0.0,0.0
Expel or deport individuals,Increase police alert status,0,138,0.0,0.0
Increase police alert status,Expel or deport individuals,0,25,0.0,0.0
Expel or deport individuals,"Return, release property",0,138,0.0,0.0
"Return, release property",Expel or deport individuals,0,10,0.0,0.0
Expel or deport individuals,Ease military blockade,0,138,0.0,0.0
Ease military blockade,Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,"Ease economic sanctions, boycott, embargo",0,138,0.0,0.0
"Ease economic sanctions, boycott, embargo",Expel or deport individuals,0,21,0.0,0.0
Expel or deport individuals,Threaten with military force,0,138,0.0,0.0
Threaten with military force,Expel or deport individuals,0,91,0.0,0.0
Expel or deport individuals,Acknowledge or claim responsibility,0,138,0.0,0.0
Acknowledge or claim responsibility,Expel or deport individuals,0,62,0.0,0.0
Expel or deport individuals,Express intent to provide military aid,0,138,0.0,0.0
Express intent to provide military aid,Expel or deport individuals,0,92,0.0,0.0
Expel or deport individuals,Defend verbally,0,138,0.0,0.0
Defend verbally,Expel or deport individuals,0,25,0.0,0.0
Expel or deport individuals,Make empathetic comment,0,138,0.0,0.0
Make empathetic comment,Expel or deport individuals,0,232,0.0,0.0
Expel or deport individuals,"Impose embargo, boycott, or sanctions",0,138,0.0,0.0
"Impose embargo, boycott, or sanctions",Expel or deport individuals,0,98,0.0,0.0
Expel or deport individuals,Increase military alert status,0,138,0.0,0.0
Increase military alert status,Expel or deport individuals,0,27,0.0,0.0
Expel or deport individuals,Accede to demands for rights,0,138,0.0,0.0
Accede to demands for rights,Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Appeal to others to settle dispute,0,138,0.0,0.0
Appeal to others to settle dispute,Expel or deport individuals,0,12,0.0,0.0
Expel or deport individuals,"Appeal for easing of economic sanctions, boycott, or embargo",0,138,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Mobilize or increase police power,0,138,0.0,0.0
Mobilize or increase police power,Expel or deport individuals,0,25,0.0,0.0
Expel or deport individuals,"Conduct suicide, car, or other non-military bombing",0,138,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Expel or deport individuals,0,69,0.0,0.0
Expel or deport individuals,Appeal for material cooperation,0,138,0.0,0.0
Appeal for material cooperation,Expel or deport individuals,0,10,0.0,0.0
Expel or deport individuals,Refuse to ease administrative sanctions,0,138,0.0,0.0
Refuse to ease administrative sanctions,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Provide economic aid,0,138,0.0,0.0
Provide economic aid,Expel or deport individuals,0,71,0.0,0.0
Expel or deport individuals,Demand release of persons or property,0,138,0.0,0.0
Demand release of persons or property,Expel or deport individuals,0,5,0.0,0.0
Expel or deport individuals,"Demand change in institutions, regime",0,138,0.0,0.0
"Demand change in institutions, regime",Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Appeal for release of persons or property,0,138,0.0,0.0
Appeal for release of persons or property,Expel or deport individuals,0,30,0.0,0.0
Expel or deport individuals,Kill by physical assault,0,138,0.0,0.0
Kill by physical assault,Expel or deport individuals,0,80,0.0,0.0
Expel or deport individuals,Demonstrate for leadership change,0,138,0.0,0.0
Demonstrate for leadership change,Expel or deport individuals,0,27,0.0,0.0
Expel or deport individuals,Grant diplomatic recognition,0,138,0.0,0.0
Grant diplomatic recognition,Expel or deport individuals,0,53,0.0,0.0
Expel or deport individuals,"Impose blockade, restrict movement",0,138,0.0,0.0
"Impose blockade, restrict movement",Expel or deport individuals,0,18,0.0,0.0
Expel or deport individuals,Employ aerial weapons,0,138,0.0,0.0
Employ aerial weapons,Expel or deport individuals,0,86,0.0,0.0
Expel or deport individuals,Cooperate militarily,0,138,0.0,0.0
Cooperate militarily,Expel or deport individuals,0,96,0.0,0.0
Expel or deport individuals,"Accuse of crime, corruption",0,138,0.0,0.0
"Accuse of crime, corruption",Expel or deport individuals,0,64,0.0,0.0
Expel or deport individuals,Engage in violent protest for rights,0,138,0.0,0.0
Engage in violent protest for rights,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Sexually assault,0,138,0.0,0.0
Sexually assault,Expel or deport individuals,0,112,0.0,0.0
Expel or deport individuals,Refuse to yield,1,138,0.007246376811594203,0.011428571428571429
Refuse to yield,Expel or deport individuals,1,37,0.02702702702702703,0.011428571428571429
Expel or deport individuals,Provide military protection or peacekeeping,0,138,0.0,0.0
Provide military protection or peacekeeping,Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Appeal for military protection or peacekeeping,0,138,0.0,0.0
Appeal for military protection or peacekeeping,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,"Reject plan, agreement to settle dispute",0,138,0.0,0.0
"Reject plan, agreement to settle dispute",Expel or deport individuals,0,55,0.0,0.0
Expel or deport individuals,Threaten to halt negotiations,0,138,0.0,0.0
Threaten to halt negotiations,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Express intent to institute political reform,0,138,0.0,0.0
Express intent to institute political reform,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Give ultimatum,0,138,0.0,0.0
Give ultimatum,Expel or deport individuals,0,52,0.0,0.0
Expel or deport individuals,fight with artillery and tanks,0,138,0.0,0.0
fight with artillery and tanks,Expel or deport individuals,0,32,0.0,0.0
Expel or deport individuals,Appeal to engage in or accept mediation,0,138,0.0,0.0
Appeal to engage in or accept mediation,Expel or deport individuals,0,33,0.0,0.0
Expel or deport individuals,Appeal for aid,0,138,0.0,0.0
Appeal for aid,Expel or deport individuals,0,22,0.0,0.0
Expel or deport individuals,"Investigate crime, corruption",0,138,0.0,0.0
"Investigate crime, corruption",Expel or deport individuals,0,28,0.0,0.0
Expel or deport individuals,"Threaten with political dissent, protest",0,138,0.0,0.0
"Threaten with political dissent, protest",Expel or deport individuals,0,5,0.0,0.0
Expel or deport individuals,Appeal for easing of administrative sanctions,0,138,0.0,0.0
Appeal for easing of administrative sanctions,Expel or deport individuals,0,13,0.0,0.0
Expel or deport individuals,Express intent to de-escalate military engagement,0,138,0.0,0.0
Express intent to de-escalate military engagement,Expel or deport individuals,0,31,0.0,0.0
Expel or deport individuals,Appeal for judicial cooperation,0,138,0.0,0.0
Appeal for judicial cooperation,Expel or deport individuals,0,23,0.0,0.0
Expel or deport individuals,Complain officially,0,138,0.0,0.0
Complain officially,Expel or deport individuals,0,109,0.0,0.0
Expel or deport individuals,Accuse of war crimes,0,138,0.0,0.0
Accuse of war crimes,Expel or deport individuals,0,7,0.0,0.0
Expel or deport individuals,Apologize,0,138,0.0,0.0
Apologize,Expel or deport individuals,0,33,0.0,0.0
Expel or deport individuals,Express intent to mediate,0,138,0.0,0.0
Express intent to mediate,Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Decline comment,0,138,0.0,0.0
Decline comment,Expel or deport individuals,0,22,0.0,0.0
Expel or deport individuals,Mediate,0,138,0.0,0.0
Mediate,Expel or deport individuals,0,15,0.0,0.0
Expel or deport individuals,Appeal for military aid,0,138,0.0,0.0
Appeal for military aid,Expel or deport individuals,0,26,0.0,0.0
Expel or deport individuals,Assassinate,0,138,0.0,0.0
Assassinate,Expel or deport individuals,0,44,0.0,0.0
Expel or deport individuals,Reject military cooperation,0,138,0.0,0.0
Reject military cooperation,Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,"Refuse to ease economic sanctions, boycott, or embargo",0,138,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Expel or deport individuals,0,4,0.0,0.0
Expel or deport individuals,Torture,0,138,0.0,0.0
Torture,Expel or deport individuals,0,30,0.0,0.0
Expel or deport individuals,Threaten to halt mediation,0,138,0.0,0.0
Threaten to halt mediation,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Reject judicial cooperation,0,138,0.0,0.0
Reject judicial cooperation,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Refuse to release persons or property,0,138,0.0,0.0
Refuse to release persons or property,Expel or deport individuals,0,19,0.0,0.0
Expel or deport individuals,Seize or damage property,0,138,0.0,0.0
Seize or damage property,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Appeal for rights,0,138,0.0,0.0
Appeal for rights,Expel or deport individuals,0,9,0.0,0.0
Expel or deport individuals,Express intent to accept mediation,0,138,0.0,0.0
Express intent to accept mediation,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Appeal for economic cooperation,0,138,0.0,0.0
Appeal for economic cooperation,Expel or deport individuals,0,15,0.0,0.0
Expel or deport individuals,Receive deployment of peacekeepers,0,138,0.0,0.0
Receive deployment of peacekeepers,Expel or deport individuals,0,28,0.0,0.0
Expel or deport individuals,Demand settling of dispute,0,138,0.0,0.0
Demand settling of dispute,Expel or deport individuals,0,5,0.0,0.0
Expel or deport individuals,Impose state of emergency or martial law,0,138,0.0,0.0
Impose state of emergency or martial law,Expel or deport individuals,0,12,0.0,0.0
Expel or deport individuals,Use as human shield,0,138,0.0,0.0
Use as human shield,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Demand policy change,0,138,0.0,0.0
Demand policy change,Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,"Accuse of espionage, treason",0,138,0.0,0.0
"Accuse of espionage, treason",Expel or deport individuals,0,14,0.0,0.0
Expel or deport individuals,Demand that target yields,0,138,0.0,0.0
Demand that target yields,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Reduce or stop military assistance,0,138,0.0,0.0
Reduce or stop military assistance,Expel or deport individuals,0,8,0.0,0.0
Expel or deport individuals,Share intelligence or information,0,138,0.0,0.0
Share intelligence or information,Expel or deport individuals,0,38,0.0,0.0
Expel or deport individuals,Accede to demands for change in policy,0,138,0.0,0.0
Accede to demands for change in policy,Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,Express intent to ease administrative sanctions,0,138,0.0,0.0
Express intent to ease administrative sanctions,Expel or deport individuals,0,7,0.0,0.0
Expel or deport individuals,"Threaten with sanctions, boycott, embargo",0,138,0.0,0.0
"Threaten with sanctions, boycott, embargo",Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Express intent to change policy,0,138,0.0,0.0
Express intent to change policy,Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,Accuse of human rights abuses,0,138,0.0,0.0
Accuse of human rights abuses,Expel or deport individuals,0,39,0.0,0.0
Expel or deport individuals,Appeal for humanitarian aid,0,138,0.0,0.0
Appeal for humanitarian aid,Expel or deport individuals,0,7,0.0,0.0
Expel or deport individuals,Demand judicial cooperation,0,138,0.0,0.0
Demand judicial cooperation,Expel or deport individuals,0,4,0.0,0.0
Expel or deport individuals,Engage in mass killings,0,138,0.0,0.0
Engage in mass killings,Expel or deport individuals,0,12,0.0,0.0
Expel or deport individuals,Demand economic aid,0,138,0.0,0.0
Demand economic aid,Expel or deport individuals,0,10,0.0,0.0
Expel or deport individuals,Demand material aid,0,138,0.0,0.0
Demand material aid,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Express intent to provide military protection or peacekeeping,0,138,0.0,0.0
Express intent to provide military protection or peacekeeping,Expel or deport individuals,0,6,0.0,0.0
Expel or deport individuals,Investigate human rights abuses,0,138,0.0,0.0
Investigate human rights abuses,Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,Violate ceasefire,0,138,0.0,0.0
Violate ceasefire,Expel or deport individuals,0,4,0.0,0.0
Expel or deport individuals,Carry out car bombing,0,138,0.0,0.0
Carry out car bombing,Expel or deport individuals,0,1,0.0,0.0
Expel or deport individuals,Demand material cooperation,0,138,0.0,0.0
Demand material cooperation,Expel or deport individuals,0,9,0.0,0.0
Expel or deport individuals,"Accede to demands for change in institutions, regime",0,138,0.0,0.0
"Accede to demands for change in institutions, regime",Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,Expel or withdraw,1,138,0.007246376811594203,0.014388489208633094
Expel or withdraw,Expel or deport individuals,1,1,1.0,0.014388489208633094
Expel or deport individuals,Expel or withdraw peacekeepers,0,138,0.0,0.0
Expel or withdraw peacekeepers,Expel or deport individuals,0,4,0.0,0.0
Expel or deport individuals,Destroy property,0,138,0.0,0.0
Destroy property,Expel or deport individuals,0,3,0.0,0.0
Expel or deport individuals,Reject economic cooperation,0,138,0.0,0.0
Reject economic cooperation,Expel or deport individuals,0,2,0.0,0.0
Expel or deport individuals,Refuse to de-escalate military engagement,0,138,0.0,0.0
Refuse to de-escalate military engagement,Expel or deport individuals,0,4,0.0,0.0
Accuse of aggression,Reduce relations,0,7,0.0,0.0
Reduce relations,Accuse of aggression,0,188,0.0,0.0
Accuse of aggression,"Abduct, hijack, or take hostage",0,7,0.0,0.0
"Abduct, hijack, or take hostage",Accuse of aggression,0,483,0.0,0.0
Accuse of aggression,Investigate,0,7,0.0,0.0
Investigate,Accuse of aggression,0,824,0.0,0.0
Accuse of aggression,Appeal for de-escalation of military engagement,0,7,0.0,0.0
Appeal for de-escalation of military engagement,Accuse of aggression,0,34,0.0,0.0
Accuse of aggression,Physically assault,0,7,0.0,0.0
Physically assault,Accuse of aggression,0,191,0.0,0.0
Accuse of aggression,"Reject proposal to meet, discuss, or negotiate",0,7,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Accuse of aggression,0,92,0.0,0.0
Accuse of aggression,Express intent to provide humanitarian aid,0,7,0.0,0.0
Express intent to provide humanitarian aid,Accuse of aggression,0,48,0.0,0.0
Accuse of aggression,Engage in symbolic act,0,7,0.0,0.0
Engage in symbolic act,Accuse of aggression,0,426,0.0,0.0
Accuse of aggression,Provide aid,0,7,0.0,0.0
Provide aid,Accuse of aggression,0,158,0.0,0.0
Accuse of aggression,Provide humanitarian aid,0,7,0.0,0.0
Provide humanitarian aid,Accuse of aggression,0,252,0.0,0.0
Accuse of aggression,Cooperate economically,0,7,0.0,0.0
Cooperate economically,Accuse of aggression,0,117,0.0,0.0
Accuse of aggression,Consider policy option,0,7,0.0,0.0
Consider policy option,Accuse of aggression,0,90,0.0,0.0
Accuse of aggression,"Defy norms, law",0,7,0.0,0.0
"Defy norms, law",Accuse of aggression,0,57,0.0,0.0
Accuse of aggression,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Accuse of aggression,0,32,0.0,0.0
Accuse of aggression,Bring lawsuit against,0,7,0.0,0.0
Bring lawsuit against,Accuse of aggression,0,142,0.0,0.0
Accuse of aggression,Demonstrate military or police power,0,7,0.0,0.0
Demonstrate military or police power,Accuse of aggression,0,30,0.0,0.0
Accuse of aggression,Carry out suicide bombing,0,7,0.0,0.0
Carry out suicide bombing,Accuse of aggression,0,76,0.0,0.0
Accuse of aggression,Mobilize or increase armed forces,0,7,0.0,0.0
Mobilize or increase armed forces,Accuse of aggression,0,169,0.0,0.0
Accuse of aggression,Reduce or break diplomatic relations,0,7,0.0,0.0
Reduce or break diplomatic relations,Accuse of aggression,0,132,0.0,0.0
Accuse of aggression,Confiscate property,0,7,0.0,0.0
Confiscate property,Accuse of aggression,0,138,0.0,0.0
Accuse of aggression,Threaten,0,7,0.0,0.0
Threaten,Accuse of aggression,0,545,0.0,0.0
Accuse of aggression,Express intent to release persons or property,0,7,0.0,0.0
Express intent to release persons or property,Accuse of aggression,0,61,0.0,0.0
Accuse of aggression,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,Accuse of aggression,0,77,0.0,0.0
Accuse of aggression,Demand de-escalation of military engagement,0,7,0.0,0.0
Demand de-escalation of military engagement,Accuse of aggression,0,12,0.0,0.0
Accuse of aggression,"Declare truce, ceasefire",0,7,0.0,0.0
"Declare truce, ceasefire",Accuse of aggression,0,23,0.0,0.0
Accuse of aggression,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Express intent to cooperate militarily,0,7,0.0,0.0
Express intent to cooperate militarily,Accuse of aggression,0,14,0.0,0.0
Accuse of aggression,"Express intent to ease economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Accuse of aggression,0,18,0.0,0.0
Accuse of aggression,Coerce,0,7,0.0,0.0
Coerce,Accuse of aggression,0,95,0.0,0.0
Accuse of aggression,Appeal for change in leadership,0,7,0.0,0.0
Appeal for change in leadership,Accuse of aggression,0,49,0.0,0.0
Accuse of aggression,Express intent to settle dispute,0,7,0.0,0.0
Express intent to settle dispute,Accuse of aggression,0,54,0.0,0.0
Accuse of aggression,Express accord,0,7,0.0,0.0
Express accord,Accuse of aggression,0,79,0.0,0.0
Accuse of aggression,Rally opposition against,0,7,0.0,0.0
Rally opposition against,Accuse of aggression,0,68,0.0,0.0
Accuse of aggression,Retreat or surrender militarily,0,7,0.0,0.0
Retreat or surrender militarily,Accuse of aggression,0,55,0.0,0.0
Accuse of aggression,Halt negotiations,0,7,0.0,0.0
Halt negotiations,Accuse of aggression,0,27,0.0,0.0
Accuse of aggression,Appeal to others to meet or negotiate,0,7,0.0,0.0
Appeal to others to meet or negotiate,Accuse of aggression,0,28,0.0,0.0
Accuse of aggression,Demand diplomatic cooperation (such as policy support),0,7,0.0,0.0
Demand diplomatic cooperation (such as policy support),Accuse of aggression,0,66,0.0,0.0
Accuse of aggression,Yield,0,7,0.0,0.0
Yield,Accuse of aggression,0,93,0.0,0.0
Accuse of aggression,Rally support on behalf of,0,7,0.0,0.0
