relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Destroy property,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Accede to demands for change in policy,0,27,0.0,0.0
Accede to demands for change in policy,Demonstrate for leadership change,0,2,0.0,0.0
Sexually assault,Conduct strike or boycott,0,112,0.0,0.0
Conduct strike or boycott,Sexually assault,0,32,0.0,0.0
Sexually assault,Demonstrate military or police power,0,112,0.0,0.0
Demonstrate military or police power,Sexually assault,0,30,0.0,0.0
Sexually assault,Provide military aid,0,112,0.0,0.0
Provide military aid,Sexually assault,0,88,0.0,0.0
Sexually assault,"Reject plan, agreement to settle dispute",0,112,0.0,0.0
"Reject plan, agreement to settle dispute",Sexually assault,0,55,0.0,0.0
Sexually assault,"Impose embargo, boycott, or sanctions",0,112,0.0,0.0
"Impose embargo, boycott, or sanctions",Sexually assault,0,98,0.0,0.0
Sexually assault,Yield,8,112,0.07142857142857142,0.07804878048780488
Yield,Sexually assault,8,93,0.08602150537634409,0.07804878048780488
Sexually assault,"Obstruct passage, block",0,112,0.0,0.0
"Obstruct passage, block",Sexually assault,0,58,0.0,0.0
Sexually assault,Mediate,0,112,0.0,0.0
Mediate,Sexually assault,0,15,0.0,0.0
Sexually assault,Apologize,0,112,0.0,0.0
Apologize,Sexually assault,0,33,0.0,0.0
Sexually assault,Express intent to release persons or property,1,112,0.008928571428571428,0.017341040462427744
Express intent to release persons or property,Sexually assault,2,61,0.03278688524590164,0.017341040462427744
Sexually assault,Express intent to de-escalate military engagement,0,112,0.0,0.0
Express intent to de-escalate military engagement,Sexually assault,0,31,0.0,0.0
Sexually assault,Accede to demands for rights,1,112,0.008928571428571428,0.0423728813559322
Accede to demands for rights,Sexually assault,4,6,0.6666666666666666,0.0423728813559322
Sexually assault,Demand economic aid,5,112,0.044642857142857144,0.06557377049180328
Demand economic aid,Sexually assault,3,10,0.3,0.06557377049180328
Sexually assault,Impose state of emergency or martial law,0,112,0.0,0.0
Impose state of emergency or martial law,Sexually assault,0,12,0.0,0.0
Sexually assault,Receive deployment of peacekeepers,0,112,0.0,0.0
Receive deployment of peacekeepers,Sexually assault,0,28,0.0,0.0
Sexually assault,"Declare truce, ceasefire",0,112,0.0,0.0
"Declare truce, ceasefire",Sexually assault,0,23,0.0,0.0
Sexually assault,Reduce or stop humanitarian assistance,0,112,0.0,0.0
Reduce or stop humanitarian assistance,Sexually assault,0,4,0.0,0.0
Sexually assault,Appeal to others to settle dispute,7,112,0.0625,0.06451612903225806
Appeal to others to settle dispute,Sexually assault,1,12,0.08333333333333333,0.06451612903225806
Sexually assault,Reject request for military aid,0,112,0.0,0.0
Reject request for military aid,Sexually assault,0,1,0.0,0.0
Sexually assault,"Threaten with political dissent, protest",0,112,0.0,0.0
"Threaten with political dissent, protest",Sexually assault,0,5,0.0,0.0
Sexually assault,"Express intent to ease economic sanctions, boycott, or embargo",0,112,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Sexually assault,0,18,0.0,0.0
Sexually assault,Coerce,1,112,0.008928571428571428,0.00966183574879227
Coerce,Sexually assault,1,95,0.010526315789473684,0.00966183574879227
Sexually assault,Express intent to cooperate on intelligence,0,112,0.0,0.0
Express intent to cooperate on intelligence,Sexually assault,0,8,0.0,0.0
Sexually assault,Express intent to settle dispute,0,112,0.0,0.0
Express intent to settle dispute,Sexually assault,0,54,0.0,0.0
Sexually assault,Express accord,0,112,0.0,0.0
Express accord,Sexually assault,0,79,0.0,0.0
Sexually assault,Rally support on behalf of,0,112,0.0,0.0
Rally support on behalf of,Sexually assault,0,96,0.0,0.0
Sexually assault,Halt negotiations,0,112,0.0,0.0
Halt negotiations,Sexually assault,0,27,0.0,0.0
Sexually assault,Appeal for military aid,0,112,0.0,0.0
Appeal for military aid,Sexually assault,0,26,0.0,0.0
Sexually assault,Acknowledge or claim responsibility,0,112,0.0,0.0
Acknowledge or claim responsibility,Sexually assault,0,62,0.0,0.0
Sexually assault,Appeal to others to meet or negotiate,4,112,0.03571428571428571,0.04285714285714286
Appeal to others to meet or negotiate,Sexually assault,2,28,0.07142857142857142,0.04285714285714286
Sexually assault,Express intent to provide military protection or peacekeeping,0,112,0.0,0.0
Express intent to provide military protection or peacekeeping,Sexually assault,0,6,0.0,0.0
Sexually assault,Assassinate,0,112,0.0,0.0
Assassinate,Sexually assault,0,44,0.0,0.0
Sexually assault,Rally opposition against,23,112,0.20535714285714285,0.17222222222222222
Rally opposition against,Sexually assault,8,68,0.11764705882352941,0.17222222222222222
Sexually assault,"Threaten with sanctions, boycott, embargo",0,112,0.0,0.0
"Threaten with sanctions, boycott, embargo",Sexually assault,0,6,0.0,0.0
Sexually assault,Demand change in leadership,1,112,0.008928571428571428,0.011363636363636364
Demand change in leadership,Sexually assault,1,64,0.015625,0.011363636363636364
Sexually assault,Appeal for economic aid,0,112,0.0,0.0
Appeal for economic aid,Sexually assault,0,23,0.0,0.0
Sexually assault,Refuse to de-escalate military engagement,0,112,0.0,0.0
Refuse to de-escalate military engagement,Sexually assault,0,4,0.0,0.0
Sexually assault,Express intent to provide military aid,0,112,0.0,0.0
Express intent to provide military aid,Sexually assault,0,92,0.0,0.0
Sexually assault,Refuse to release persons or property,0,112,0.0,0.0
Refuse to release persons or property,Sexually assault,0,19,0.0,0.0
Sexually assault,Increase police alert status,0,112,0.0,0.0
Increase police alert status,Sexually assault,0,25,0.0,0.0
Sexually assault,Ease military blockade,0,112,0.0,0.0
Ease military blockade,Sexually assault,0,3,0.0,0.0
Sexually assault,"Ease economic sanctions, boycott, embargo",0,112,0.0,0.0
"Ease economic sanctions, boycott, embargo",Sexually assault,0,21,0.0,0.0
Sexually assault,Appeal for material cooperation,0,112,0.0,0.0
Appeal for material cooperation,Sexually assault,0,10,0.0,0.0
Sexually assault,Appeal for economic cooperation,3,112,0.026785714285714284,0.03937007874015748
Appeal for economic cooperation,Sexually assault,2,15,0.13333333333333333,0.03937007874015748
Sexually assault,Threaten with military force,5,112,0.044642857142857144,0.04433497536945813
Threaten with military force,Sexually assault,4,91,0.04395604395604396,0.04433497536945813
Sexually assault,Demand settling of dispute,0,112,0.0,0.0
Demand settling of dispute,Sexually assault,0,5,0.0,0.0
Sexually assault,"Accuse of crime, corruption",3,112,0.026785714285714284,0.028409090909090908
"Accuse of crime, corruption",Sexually assault,2,64,0.03125,0.028409090909090908
Sexually assault,Give ultimatum,1,112,0.008928571428571428,0.012195121951219513
Give ultimatum,Sexually assault,1,52,0.019230769230769232,0.012195121951219513
Sexually assault,Defend verbally,0,112,0.0,0.0
Defend verbally,Sexually assault,0,25,0.0,0.0
Sexually assault,Provide military protection or peacekeeping,0,112,0.0,0.0
Provide military protection or peacekeeping,Sexually assault,0,23,0.0,0.0
Sexually assault,"Accuse of espionage, treason",0,112,0.0,0.0
"Accuse of espionage, treason",Sexually assault,0,14,0.0,0.0
Sexually assault,Accede to requests or demands for political reform,0,112,0.0,0.0
Accede to requests or demands for political reform,Sexually assault,0,2,0.0,0.0
Sexually assault,Employ aerial weapons,0,112,0.0,0.0
Employ aerial weapons,Sexually assault,0,86,0.0,0.0
Sexually assault,"Appeal for easing of economic sanctions, boycott, or embargo",0,112,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Sexually assault,0,1,0.0,0.0
Sexually assault,Accuse of human rights abuses,0,112,0.0,0.0
Accuse of human rights abuses,Sexually assault,0,39,0.0,0.0
Sexually assault,Appeal to yield,0,112,0.0,0.0
Appeal to yield,Sexually assault,0,7,0.0,0.0
Sexually assault,"Return, release property",1,112,0.008928571428571428,0.02459016393442623
"Return, release property",Sexually assault,2,10,0.2,0.02459016393442623
Sexually assault,fight with artillery and tanks,0,112,0.0,0.0
fight with artillery and tanks,Sexually assault,0,32,0.0,0.0
Sexually assault,Demand military aid,0,112,0.0,0.0
Demand military aid,Sexually assault,0,2,0.0,0.0
Sexually assault,Threaten to reduce or stop aid,0,112,0.0,0.0
Threaten to reduce or stop aid,Sexually assault,0,4,0.0,0.0
Sexually assault,Share intelligence or information,0,112,0.0,0.0
Share intelligence or information,Sexually assault,0,38,0.0,0.0
Sexually assault,Demand release of persons or property,1,112,0.008928571428571428,0.017094017094017096
Demand release of persons or property,Sexually assault,1,5,0.2,0.017094017094017096
Sexually assault,Decline comment,7,112,0.0625,0.05970149253731343
Decline comment,Sexually assault,1,22,0.045454545454545456,0.05970149253731343
Sexually assault,Forgive,0,112,0.0,0.0
Forgive,Sexually assault,0,3,0.0,0.0
Sexually assault,Accede to demands for change in leadership,0,112,0.0,0.0
Accede to demands for change in leadership,Sexually assault,0,29,0.0,0.0
Sexually assault,"Demand change in institutions, regime",0,112,0.0,0.0
"Demand change in institutions, regime",Sexually assault,0,8,0.0,0.0
Sexually assault,Appeal for easing of administrative sanctions,0,112,0.0,0.0
Appeal for easing of administrative sanctions,Sexually assault,0,13,0.0,0.0
Sexually assault,Appeal for aid,0,112,0.0,0.0
Appeal for aid,Sexually assault,0,22,0.0,0.0
Sexually assault,Appeal for rights,0,112,0.0,0.0
Appeal for rights,Sexually assault,0,9,0.0,0.0
Sexually assault,Appeal to engage in or accept mediation,0,112,0.0,0.0
Appeal to engage in or accept mediation,Sexually assault,0,33,0.0,0.0
Sexually assault,"Impose blockade, restrict movement",0,112,0.0,0.0
"Impose blockade, restrict movement",Sexually assault,0,18,0.0,0.0
Sexually assault,Engage in violent protest for rights,0,112,0.0,0.0
Engage in violent protest for rights,Sexually assault,0,1,0.0,0.0
Sexually assault,Express intent to mediate,0,112,0.0,0.0
Express intent to mediate,Sexually assault,0,14,0.0,0.0
Sexually assault,Appeal for release of persons or property,0,112,0.0,0.0
Appeal for release of persons or property,Sexually assault,0,30,0.0,0.0
Sexually assault,Expel or withdraw peacekeepers,0,112,0.0,0.0
Expel or withdraw peacekeepers,Sexually assault,0,4,0.0,0.0
Sexually assault,Appeal for military protection or peacekeeping,0,112,0.0,0.0
Appeal for military protection or peacekeeping,Sexually assault,0,1,0.0,0.0
Sexually assault,Attempt to assassinate,0,112,0.0,0.0
Attempt to assassinate,Sexually assault,0,11,0.0,0.0
Sexually assault,Accuse of war crimes,0,112,0.0,0.0
Accuse of war crimes,Sexually assault,0,7,0.0,0.0
Sexually assault,Reject military cooperation,0,112,0.0,0.0
Reject military cooperation,Sexually assault,0,3,0.0,0.0
Sexually assault,Threaten to halt negotiations,0,112,0.0,0.0
Threaten to halt negotiations,Sexually assault,0,1,0.0,0.0
Sexually assault,Demand material cooperation,0,112,0.0,0.0
Demand material cooperation,Sexually assault,0,9,0.0,0.0
Sexually assault,Express intent to institute political reform,0,112,0.0,0.0
Express intent to institute political reform,Sexually assault,0,1,0.0,0.0
Sexually assault,"Investigate crime, corruption",0,112,0.0,0.0
"Investigate crime, corruption",Sexually assault,0,28,0.0,0.0
Sexually assault,Demand easing of administrative sanctions,0,112,0.0,0.0
Demand easing of administrative sanctions,Sexually assault,0,4,0.0,0.0
Sexually assault,Ban political parties or politicians,0,112,0.0,0.0
Ban political parties or politicians,Sexually assault,0,7,0.0,0.0
Sexually assault,Express intent to engage in material cooperation,0,112,0.0,0.0
Express intent to engage in material cooperation,Sexually assault,0,10,0.0,0.0
Sexually assault,Reduce or stop economic assistance,0,112,0.0,0.0
Reduce or stop economic assistance,Sexually assault,0,8,0.0,0.0
Sexually assault,Ease curfew,0,112,0.0,0.0
Ease curfew,Sexually assault,0,5,0.0,0.0
Sexually assault,Receive inspectors,0,112,0.0,0.0
Receive inspectors,Sexually assault,0,2,0.0,0.0
Sexually assault,Engage in mass killings,0,112,0.0,0.0
Engage in mass killings,Sexually assault,0,12,0.0,0.0
Sexually assault,Demand intelligence cooperation,2,112,0.017857142857142856,0.023622047244094488
Demand intelligence cooperation,Sexually assault,1,15,0.06666666666666667,0.023622047244094488
Sexually assault,Demand political reform,0,112,0.0,0.0
Demand political reform,Sexually assault,0,2,0.0,0.0
Sexually assault,Demand judicial cooperation,2,112,0.017857142857142856,0.034482758620689655
Demand judicial cooperation,Sexually assault,2,4,0.5,0.034482758620689655
Sexually assault,Engage in political dissent,0,112,0.0,0.0
Engage in political dissent,Sexually assault,0,2,0.0,0.0
Sexually assault,Refuse to ease administrative sanctions,0,112,0.0,0.0
Refuse to ease administrative sanctions,Sexually assault,0,8,0.0,0.0
Sexually assault,Violate ceasefire,0,112,0.0,0.0
Violate ceasefire,Sexually assault,0,4,0.0,0.0
Sexually assault,Express intent to accept mediation,0,112,0.0,0.0
Express intent to accept mediation,Sexually assault,0,8,0.0,0.0
Sexually assault,Express intent to ease administrative sanctions,0,112,0.0,0.0
Express intent to ease administrative sanctions,Sexually assault,0,7,0.0,0.0
Sexually assault,"Refuse to ease economic sanctions, boycott, or embargo",0,112,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Sexually assault,0,4,0.0,0.0
Sexually assault,Engage in judicial cooperation,0,112,0.0,0.0
Engage in judicial cooperation,Sexually assault,0,10,0.0,0.0
Sexually assault,Demand that target yields,0,112,0.0,0.0
Demand that target yields,Sexually assault,0,8,0.0,0.0
Sexually assault,Demand mediation,8,112,0.07142857142857142,0.0782608695652174
Demand mediation,Sexually assault,1,3,0.3333333333333333,0.0782608695652174
Sexually assault,Appeal for humanitarian aid,0,112,0.0,0.0
Appeal for humanitarian aid,Sexually assault,0,7,0.0,0.0
Sexually assault,Obstruct passage to demand leadership change,0,112,0.0,0.0
Obstruct passage to demand leadership change,Sexually assault,0,2,0.0,0.0
Sexually assault,Express intent to yield,0,112,0.0,0.0
Express intent to yield,Sexually assault,0,8,0.0,0.0
Sexually assault,Demand de-escalation of military engagement,0,112,0.0,0.0
Demand de-escalation of military engagement,Sexually assault,0,12,0.0,0.0
Sexually assault,Conduct hunger strike,0,112,0.0,0.0
Conduct hunger strike,Sexually assault,0,3,0.0,0.0
Sexually assault,Reject judicial cooperation,0,112,0.0,0.0
Reject judicial cooperation,Sexually assault,0,1,0.0,0.0
Sexually assault,Seize or damage property,0,112,0.0,0.0
Seize or damage property,Sexually assault,0,8,0.0,0.0
Sexually assault,Reduce or stop military assistance,1,112,0.008928571428571428,0.016666666666666666
Reduce or stop military assistance,Sexually assault,1,8,0.125,0.016666666666666666
Sexually assault,Threaten to reduce or break relations,0,112,0.0,0.0
Threaten to reduce or break relations,Sexually assault,0,4,0.0,0.0
Sexually assault,Demobilize armed forces,0,112,0.0,0.0
Demobilize armed forces,Sexually assault,0,3,0.0,0.0
Sexually assault,Express intent to change leadership,0,112,0.0,0.0
Express intent to change leadership,Sexually assault,0,6,0.0,0.0
Sexually assault,Use as human shield,0,112,0.0,0.0
Use as human shield,Sexually assault,0,1,0.0,0.0
Sexually assault,Demand policy change,0,112,0.0,0.0
Demand policy change,Sexually assault,0,2,0.0,0.0
Sexually assault,"Accede to demands for change in institutions, regime",0,112,0.0,0.0
"Accede to demands for change in institutions, regime",Sexually assault,0,3,0.0,0.0
Sexually assault,Reject economic cooperation,0,112,0.0,0.0
Reject economic cooperation,Sexually assault,0,2,0.0,0.0
Sexually assault,Reject material cooperation,0,112,0.0,0.0
Reject material cooperation,Sexually assault,0,3,0.0,0.0
Sexually assault,Halt mediation,0,112,0.0,0.0
Halt mediation,Sexually assault,0,1,0.0,0.0
Sexually assault,Threaten with repression,0,112,0.0,0.0
Threaten with repression,Sexually assault,0,5,0.0,0.0
Sexually assault,"Use chemical, biological, or radiological weapons",0,112,0.0,0.0
"Use chemical, biological, or radiological weapons",Sexually assault,0,1,0.0,0.0
Sexually assault,Reject request for military protection or peacekeeping,0,112,0.0,0.0
Reject request for military protection or peacekeeping,Sexually assault,0,1,0.0,0.0
Sexually assault,Demand material aid,0,112,0.0,0.0
Demand material aid,Sexually assault,0,1,0.0,0.0
Sexually assault,Engage in mass expulsion,0,112,0.0,0.0
Engage in mass expulsion,Sexually assault,0,1,0.0,0.0
Sexually assault,Appeal for policy change,0,112,0.0,0.0
Appeal for policy change,Sexually assault,0,12,0.0,0.0
Sexually assault,Investigate human rights abuses,0,112,0.0,0.0
Investigate human rights abuses,Sexually assault,0,3,0.0,0.0
Sexually assault,Carry out car bombing,0,112,0.0,0.0
Carry out car bombing,Sexually assault,0,1,0.0,0.0
Sexually assault,Grant asylum,0,112,0.0,0.0
Grant asylum,Sexually assault,0,7,0.0,0.0
Sexually assault,Ease state of emergency or martial law,0,112,0.0,0.0
Ease state of emergency or martial law,Sexually assault,0,1,0.0,0.0
Sexually assault,Carry out roadside bombing,0,112,0.0,0.0
Carry out roadside bombing,Sexually assault,0,1,0.0,0.0
Sexually assault,Express intent to change policy,0,112,0.0,0.0
Express intent to change policy,Sexually assault,0,2,0.0,0.0
Sexually assault,Appeal for target to allow international involvement (non-mediation),0,112,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Sexually assault,0,1,0.0,0.0
Sexually assault,Destroy property,0,112,0.0,0.0
Destroy property,Sexually assault,0,3,0.0,0.0
Sexually assault,Accede to demands for change in policy,0,112,0.0,0.0
Accede to demands for change in policy,Sexually assault,0,2,0.0,0.0
Conduct strike or boycott,Demonstrate military or police power,0,32,0.0,0.0
Demonstrate military or police power,Conduct strike or boycott,0,30,0.0,0.0
Conduct strike or boycott,Provide military aid,0,32,0.0,0.0
Provide military aid,Conduct strike or boycott,0,88,0.0,0.0
Conduct strike or boycott,"Reject plan, agreement to settle dispute",1,32,0.03125,0.022988505747126436
"Reject plan, agreement to settle dispute",Conduct strike or boycott,1,55,0.01818181818181818,0.022988505747126436
Conduct strike or boycott,"Impose embargo, boycott, or sanctions",0,32,0.0,0.0
"Impose embargo, boycott, or sanctions",Conduct strike or boycott,0,98,0.0,0.0
Conduct strike or boycott,Yield,1,32,0.03125,0.016
Yield,Conduct strike or boycott,1,93,0.010752688172043012,0.016
Conduct strike or boycott,"Obstruct passage, block",0,32,0.0,0.0
"Obstruct passage, block",Conduct strike or boycott,0,58,0.0,0.0
Conduct strike or boycott,Mediate,0,32,0.0,0.0
Mediate,Conduct strike or boycott,0,15,0.0,0.0
Conduct strike or boycott,Apologize,0,32,0.0,0.0
Apologize,Conduct strike or boycott,0,33,0.0,0.0
Conduct strike or boycott,Express intent to release persons or property,0,32,0.0,0.0
Express intent to release persons or property,Conduct strike or boycott,0,61,0.0,0.0
Conduct strike or boycott,Express intent to de-escalate military engagement,0,32,0.0,0.0
Express intent to de-escalate military engagement,Conduct strike or boycott,0,31,0.0,0.0
Conduct strike or boycott,Accede to demands for rights,0,32,0.0,0.0
Accede to demands for rights,Conduct strike or boycott,0,6,0.0,0.0
Conduct strike or boycott,Demand economic aid,1,32,0.03125,0.047619047619047616
Demand economic aid,Conduct strike or boycott,1,10,0.1,0.047619047619047616
Conduct strike or boycott,Impose state of emergency or martial law,0,32,0.0,0.0
Impose state of emergency or martial law,Conduct strike or boycott,0,12,0.0,0.0
Conduct strike or boycott,Receive deployment of peacekeepers,0,32,0.0,0.0
Receive deployment of peacekeepers,Conduct strike or boycott,0,28,0.0,0.0
Conduct strike or boycott,"Declare truce, ceasefire",1,32,0.03125,0.03636363636363636
"Declare truce, ceasefire",Conduct strike or boycott,1,23,0.043478260869565216,0.03636363636363636
Conduct strike or boycott,Reduce or stop humanitarian assistance,0,32,0.0,0.0
Reduce or stop humanitarian assistance,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Appeal to others to settle dispute,0,32,0.0,0.0
Appeal to others to settle dispute,Conduct strike or boycott,0,12,0.0,0.0
Conduct strike or boycott,Reject request for military aid,0,32,0.0,0.0
Reject request for military aid,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,"Threaten with political dissent, protest",0,32,0.0,0.0
"Threaten with political dissent, protest",Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,"Express intent to ease economic sanctions, boycott, or embargo",0,32,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Conduct strike or boycott,0,18,0.0,0.0
Conduct strike or boycott,Coerce,2,32,0.0625,0.023622047244094488
Coerce,Conduct strike or boycott,1,95,0.010526315789473684,0.023622047244094488
Conduct strike or boycott,Express intent to cooperate on intelligence,0,32,0.0,0.0
Express intent to cooperate on intelligence,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Express intent to settle dispute,0,32,0.0,0.0
Express intent to settle dispute,Conduct strike or boycott,0,54,0.0,0.0
Conduct strike or boycott,Express accord,1,32,0.03125,0.018018018018018018
Express accord,Conduct strike or boycott,1,79,0.012658227848101266,0.018018018018018018
Conduct strike or boycott,Rally support on behalf of,0,32,0.0,0.0
Rally support on behalf of,Conduct strike or boycott,0,96,0.0,0.0
Conduct strike or boycott,Halt negotiations,0,32,0.0,0.0
Halt negotiations,Conduct strike or boycott,0,27,0.0,0.0
Conduct strike or boycott,Appeal for military aid,0,32,0.0,0.0
Appeal for military aid,Conduct strike or boycott,0,26,0.0,0.0
Conduct strike or boycott,Acknowledge or claim responsibility,0,32,0.0,0.0
Acknowledge or claim responsibility,Conduct strike or boycott,0,62,0.0,0.0
Conduct strike or boycott,Appeal to others to meet or negotiate,1,32,0.03125,0.03333333333333333
Appeal to others to meet or negotiate,Conduct strike or boycott,1,28,0.03571428571428571,0.03333333333333333
Conduct strike or boycott,Express intent to provide military protection or peacekeeping,0,32,0.0,0.0
Express intent to provide military protection or peacekeeping,Conduct strike or boycott,0,6,0.0,0.0
Conduct strike or boycott,Assassinate,0,32,0.0,0.0
Assassinate,Conduct strike or boycott,0,44,0.0,0.0
Conduct strike or boycott,Rally opposition against,1,32,0.03125,0.03
Rally opposition against,Conduct strike or boycott,2,68,0.029411764705882353,0.03
Conduct strike or boycott,"Threaten with sanctions, boycott, embargo",0,32,0.0,0.0
"Threaten with sanctions, boycott, embargo",Conduct strike or boycott,0,6,0.0,0.0
Conduct strike or boycott,Demand change in leadership,0,32,0.0,0.0
Demand change in leadership,Conduct strike or boycott,0,64,0.0,0.0
Conduct strike or boycott,Appeal for economic aid,0,32,0.0,0.0
Appeal for economic aid,Conduct strike or boycott,0,23,0.0,0.0
Conduct strike or boycott,Refuse to de-escalate military engagement,0,32,0.0,0.0
Refuse to de-escalate military engagement,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Express intent to provide military aid,0,32,0.0,0.0
Express intent to provide military aid,Conduct strike or boycott,0,92,0.0,0.0
Conduct strike or boycott,Refuse to release persons or property,0,32,0.0,0.0
Refuse to release persons or property,Conduct strike or boycott,0,19,0.0,0.0
Conduct strike or boycott,Increase police alert status,0,32,0.0,0.0
Increase police alert status,Conduct strike or boycott,0,25,0.0,0.0
Conduct strike or boycott,Ease military blockade,0,32,0.0,0.0
Ease military blockade,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,"Ease economic sanctions, boycott, embargo",0,32,0.0,0.0
"Ease economic sanctions, boycott, embargo",Conduct strike or boycott,0,21,0.0,0.0
Conduct strike or boycott,Appeal for material cooperation,0,32,0.0,0.0
Appeal for material cooperation,Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,Appeal for economic cooperation,0,32,0.0,0.0
Appeal for economic cooperation,Conduct strike or boycott,0,15,0.0,0.0
Conduct strike or boycott,Threaten with military force,0,32,0.0,0.0
Threaten with military force,Conduct strike or boycott,0,91,0.0,0.0
Conduct strike or boycott,Demand settling of dispute,0,32,0.0,0.0
Demand settling of dispute,Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,"Accuse of crime, corruption",0,32,0.0,0.0
"Accuse of crime, corruption",Conduct strike or boycott,0,64,0.0,0.0
Conduct strike or boycott,Give ultimatum,0,32,0.0,0.0
Give ultimatum,Conduct strike or boycott,0,52,0.0,0.0
Conduct strike or boycott,Defend verbally,0,32,0.0,0.0
Defend verbally,Conduct strike or boycott,0,25,0.0,0.0
Conduct strike or boycott,Provide military protection or peacekeeping,0,32,0.0,0.0
Provide military protection or peacekeeping,Conduct strike or boycott,0,23,0.0,0.0
Conduct strike or boycott,"Accuse of espionage, treason",0,32,0.0,0.0
"Accuse of espionage, treason",Conduct strike or boycott,0,14,0.0,0.0
Conduct strike or boycott,Accede to requests or demands for political reform,0,32,0.0,0.0
Accede to requests or demands for political reform,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Employ aerial weapons,1,32,0.03125,0.01694915254237288
Employ aerial weapons,Conduct strike or boycott,1,86,0.011627906976744186,0.01694915254237288
Conduct strike or boycott,"Appeal for easing of economic sanctions, boycott, or embargo",0,32,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Accuse of human rights abuses,0,32,0.0,0.0
Accuse of human rights abuses,Conduct strike or boycott,0,39,0.0,0.0
Conduct strike or boycott,Appeal to yield,0,32,0.0,0.0
Appeal to yield,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,"Return, release property",0,32,0.0,0.0
"Return, release property",Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,fight with artillery and tanks,0,32,0.0,0.0
fight with artillery and tanks,Conduct strike or boycott,0,32,0.0,0.0
Conduct strike or boycott,Demand military aid,0,32,0.0,0.0
Demand military aid,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Threaten to reduce or stop aid,0,32,0.0,0.0
Threaten to reduce or stop aid,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Share intelligence or information,0,32,0.0,0.0
Share intelligence or information,Conduct strike or boycott,0,38,0.0,0.0
Conduct strike or boycott,Demand release of persons or property,0,32,0.0,0.0
Demand release of persons or property,Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,Decline comment,0,32,0.0,0.0
Decline comment,Conduct strike or boycott,0,22,0.0,0.0
Conduct strike or boycott,Forgive,0,32,0.0,0.0
Forgive,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Accede to demands for change in leadership,0,32,0.0,0.0
Accede to demands for change in leadership,Conduct strike or boycott,0,29,0.0,0.0
Conduct strike or boycott,"Demand change in institutions, regime",0,32,0.0,0.0
"Demand change in institutions, regime",Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Appeal for easing of administrative sanctions,0,32,0.0,0.0
Appeal for easing of administrative sanctions,Conduct strike or boycott,0,13,0.0,0.0
Conduct strike or boycott,Appeal for aid,0,32,0.0,0.0
Appeal for aid,Conduct strike or boycott,0,22,0.0,0.0
Conduct strike or boycott,Appeal for rights,0,32,0.0,0.0
Appeal for rights,Conduct strike or boycott,0,9,0.0,0.0
Conduct strike or boycott,Appeal to engage in or accept mediation,0,32,0.0,0.0
Appeal to engage in or accept mediation,Conduct strike or boycott,0,33,0.0,0.0
Conduct strike or boycott,"Impose blockade, restrict movement",0,32,0.0,0.0
"Impose blockade, restrict movement",Conduct strike or boycott,0,18,0.0,0.0
Conduct strike or boycott,Engage in violent protest for rights,0,32,0.0,0.0
Engage in violent protest for rights,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Express intent to mediate,0,32,0.0,0.0
Express intent to mediate,Conduct strike or boycott,0,14,0.0,0.0
Conduct strike or boycott,Appeal for release of persons or property,0,32,0.0,0.0
Appeal for release of persons or property,Conduct strike or boycott,0,30,0.0,0.0
Conduct strike or boycott,Expel or withdraw peacekeepers,0,32,0.0,0.0
Expel or withdraw peacekeepers,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Appeal for military protection or peacekeeping,0,32,0.0,0.0
Appeal for military protection or peacekeeping,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Attempt to assassinate,0,32,0.0,0.0
Attempt to assassinate,Conduct strike or boycott,0,11,0.0,0.0
Conduct strike or boycott,Accuse of war crimes,0,32,0.0,0.0
