relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
"Reject proposal to meet, discuss, or negotiate","Conduct suicide, car, or other non-military bombing",0,472,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Torture,0,440,0.0,0.0
Torture,"Conduct suicide, car, or other non-military bombing",0,126,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Expel or deport individuals,0,440,0.0,0.0
Expel or deport individuals,"Conduct suicide, car, or other non-military bombing",0,766,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand diplomatic cooperation (such as policy support),0,440,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Conduct suicide, car, or other non-military bombing",0,329,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Reject plan, agreement to settle dispute",0,440,0.0,0.0
"Reject plan, agreement to settle dispute","Conduct suicide, car, or other non-military bombing",0,331,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Declare truce, ceasefire",0,440,0.0,0.0
"Declare truce, ceasefire","Conduct suicide, car, or other non-military bombing",0,150,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to mediate,0,440,0.0,0.0
Express intent to mediate,"Conduct suicide, car, or other non-military bombing",0,52,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Engage in material cooperation,0,440,0.0,0.0
Engage in material cooperation,"Conduct suicide, car, or other non-military bombing",0,444,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for material cooperation,0,440,0.0,0.0
Appeal for material cooperation,"Conduct suicide, car, or other non-military bombing",0,64,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Mobilize or increase armed forces,0,440,0.0,0.0
Mobilize or increase armed forces,"Conduct suicide, car, or other non-military bombing",0,638,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal to others to meet or negotiate,0,440,0.0,0.0
Appeal to others to meet or negotiate,"Conduct suicide, car, or other non-military bombing",0,147,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand change in leadership,0,440,0.0,0.0
Demand change in leadership,"Conduct suicide, car, or other non-military bombing",0,198,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to release persons or property,0,440,0.0,0.0
Express intent to release persons or property,"Conduct suicide, car, or other non-military bombing",0,287,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Defy norms, law",0,440,0.0,0.0
"Defy norms, law","Conduct suicide, car, or other non-military bombing",0,344,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate military or police power,0,440,0.0,0.0
Demonstrate military or police power,"Conduct suicide, car, or other non-military bombing",0,159,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Rally opposition against,0,440,0.0,0.0
Rally opposition against,"Conduct suicide, car, or other non-military bombing",0,328,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Increase military alert status,0,440,0.0,0.0
Increase military alert status,"Conduct suicide, car, or other non-military bombing",0,127,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject judicial cooperation,0,440,0.0,0.0
Reject judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,23,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide humanitarian aid,0,440,0.0,0.0
Express intent to provide humanitarian aid,"Conduct suicide, car, or other non-military bombing",0,272,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Halt negotiations,0,440,0.0,0.0
Halt negotiations,"Conduct suicide, car, or other non-military bombing",0,200,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to engage in material cooperation,0,440,0.0,0.0
Express intent to engage in material cooperation,"Conduct suicide, car, or other non-military bombing",0,63,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Investigate crime, corruption",0,440,0.0,0.0
"Investigate crime, corruption","Conduct suicide, car, or other non-military bombing",0,265,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal to others to settle dispute,0,440,0.0,0.0
Appeal to others to settle dispute,"Conduct suicide, car, or other non-military bombing",0,87,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand judicial cooperation,0,440,0.0,0.0
Demand judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,26,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand settling of dispute,0,440,0.0,0.0
Demand settling of dispute,"Conduct suicide, car, or other non-military bombing",0,15,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Cooperate militarily,0,440,0.0,0.0
Cooperate militarily,"Conduct suicide, car, or other non-military bombing",0,375,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate militarily,0,440,0.0,0.0
Express intent to cooperate militarily,"Conduct suicide, car, or other non-military bombing",0,115,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Attempt to assassinate,0,440,0.0,0.0
Attempt to assassinate,"Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Reject request for change in institutions, regime",0,440,0.0,0.0
"Reject request for change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Mediate,0,440,0.0,0.0
Mediate,"Conduct suicide, car, or other non-military bombing",0,142,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to de-escalate military engagement,0,440,0.0,0.0
Express intent to de-escalate military engagement,"Conduct suicide, car, or other non-military bombing",0,248,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to ease administrative sanctions,0,440,0.0,0.0
Express intent to ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,46,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to provide material aid,0,440,0.0,0.0
Express intent to provide material aid,"Conduct suicide, car, or other non-military bombing",0,408,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to yield,0,440,0.0,0.0
Refuse to yield,"Conduct suicide, car, or other non-military bombing",0,145,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of aggression,0,440,0.0,0.0
Accuse of aggression,"Conduct suicide, car, or other non-military bombing",0,34,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to yield,0,440,0.0,0.0
Express intent to yield,"Conduct suicide, car, or other non-military bombing",0,72,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease administrative sanctions,0,440,0.0,0.0
Ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,610,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to accept mediation,0,440,0.0,0.0
Express intent to accept mediation,"Conduct suicide, car, or other non-military bombing",0,72,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten to reduce or break relations,0,440,0.0,0.0
Threaten to reduce or break relations,"Conduct suicide, car, or other non-military bombing",0,49,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Impose state of emergency or martial law,0,440,0.0,0.0
Impose state of emergency or martial law,"Conduct suicide, car, or other non-military bombing",0,55,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Threaten with sanctions, boycott, embargo",0,440,0.0,0.0
"Threaten with sanctions, boycott, embargo","Conduct suicide, car, or other non-military bombing",0,68,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Kill by physical assault,0,440,0.0,0.0
Kill by physical assault,"Conduct suicide, car, or other non-military bombing",0,259,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for policy change,0,440,0.0,0.0
Appeal for policy change,"Conduct suicide, car, or other non-military bombing",0,59,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to ease administrative sanctions,0,440,0.0,0.0
Refuse to ease administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,36,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Accuse of espionage, treason",0,440,0.0,0.0
"Accuse of espionage, treason","Conduct suicide, car, or other non-military bombing",0,49,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demobilize armed forces,0,440,0.0,0.0
Demobilize armed forces,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand intelligence cooperation,0,440,0.0,0.0
Demand intelligence cooperation,"Conduct suicide, car, or other non-military bombing",0,56,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Carry out suicide bombing,0,440,0.0,0.0
Carry out suicide bombing,"Conduct suicide, car, or other non-military bombing",0,129,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for rights,0,440,0.0,0.0
Appeal for rights,"Conduct suicide, car, or other non-military bombing",0,34,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Defend verbally,0,440,0.0,0.0
Defend verbally,"Conduct suicide, car, or other non-military bombing",0,137,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Demand change in institutions, regime",0,440,0.0,0.0
"Demand change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,30,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Destroy property,0,440,0.0,0.0
Destroy property,"Conduct suicide, car, or other non-military bombing",0,26,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for de-escalation of military engagement,0,440,0.0,0.0
Appeal for de-escalation of military engagement,"Conduct suicide, car, or other non-military bombing",0,179,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop economic assistance,0,440,0.0,0.0
Reduce or stop economic assistance,"Conduct suicide, car, or other non-military bombing",0,94,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop humanitarian assistance,0,440,0.0,0.0
Reduce or stop humanitarian assistance,"Conduct suicide, car, or other non-military bombing",0,21,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reduce or stop material aid,0,440,0.0,0.0
Reduce or stop material aid,"Conduct suicide, car, or other non-military bombing",0,34,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand that target yields,0,440,0.0,0.0
Demand that target yields,"Conduct suicide, car, or other non-military bombing",0,47,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject request for economic aid,0,440,0.0,0.0
Reject request for economic aid,"Conduct suicide, car, or other non-military bombing",0,3,0.0,0.0
"Conduct suicide, car, or other non-military bombing",fight with artillery and tanks,0,440,0.0,0.0
fight with artillery and tanks,"Conduct suicide, car, or other non-military bombing",0,131,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for military aid,0,440,0.0,0.0
Appeal for military aid,"Conduct suicide, car, or other non-military bombing",0,67,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for military protection or peacekeeping,0,440,0.0,0.0
Appeal for military protection or peacekeeping,"Conduct suicide, car, or other non-military bombing",0,19,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Appeal for easing of economic sanctions, boycott, or embargo",0,440,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Conduct strike or boycott,0,440,0.0,0.0
Conduct strike or boycott,"Conduct suicide, car, or other non-military bombing",0,62,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Return, release property",0,440,0.0,0.0
"Return, release property","Conduct suicide, car, or other non-military bombing",0,40,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for economic aid,0,440,0.0,0.0
Appeal for economic aid,"Conduct suicide, car, or other non-military bombing",0,74,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for target to allow international involvement (non-mediation),0,440,0.0,0.0
Appeal for target to allow international involvement (non-mediation),"Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accede to demands for change in leadership,0,440,0.0,0.0
Accede to demands for change in leadership,"Conduct suicide, car, or other non-military bombing",0,93,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Decline comment,0,440,0.0,0.0
Decline comment,"Conduct suicide, car, or other non-military bombing",0,114,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to change leadership,0,440,0.0,0.0
Express intent to change leadership,"Conduct suicide, car, or other non-military bombing",0,23,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Increase police alert status,0,440,0.0,0.0
Increase police alert status,"Conduct suicide, car, or other non-military bombing",0,84,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accede to demands for change in policy,0,440,0.0,0.0
Accede to demands for change in policy,"Conduct suicide, car, or other non-military bombing",0,33,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for military cooperation,0,440,0.0,0.0
Appeal for military cooperation,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Veto,0,440,0.0,0.0
Veto,"Conduct suicide, car, or other non-military bombing",0,114,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to allow international involvement (non-mediation),0,440,0.0,0.0
Express intent to allow international involvement (non-mediation),"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Mobilize or increase police power,0,440,0.0,0.0
Mobilize or increase police power,"Conduct suicide, car, or other non-military bombing",0,178,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate on judicial matters,0,440,0.0,0.0
Express intent to cooperate on judicial matters,"Conduct suicide, car, or other non-military bombing",0,51,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of human rights abuses,0,440,0.0,0.0
Accuse of human rights abuses,"Conduct suicide, car, or other non-military bombing",0,208,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for judicial cooperation,0,440,0.0,0.0
Appeal for judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,99,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for easing of administrative sanctions,0,440,0.0,0.0
Appeal for easing of administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,65,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to cooperate on intelligence,0,440,0.0,0.0
Express intent to cooperate on intelligence,"Conduct suicide, car, or other non-military bombing",0,22,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Rally support on behalf of,0,440,0.0,0.0
Rally support on behalf of,"Conduct suicide, car, or other non-military bombing",0,506,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Ease economic sanctions, boycott, embargo",0,440,0.0,0.0
"Ease economic sanctions, boycott, embargo","Conduct suicide, car, or other non-military bombing",0,49,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Engage in judicial cooperation,0,440,0.0,0.0
Engage in judicial cooperation,"Conduct suicide, car, or other non-military bombing",0,84,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject economic cooperation,0,440,0.0,0.0
Reject economic cooperation,"Conduct suicide, car, or other non-military bombing",0,30,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for humanitarian aid,0,440,0.0,0.0
Appeal for humanitarian aid,"Conduct suicide, car, or other non-military bombing",0,40,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Engage in mass killings,0,440,0.0,0.0
Engage in mass killings,"Conduct suicide, car, or other non-military bombing",0,32,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Assassinate,0,440,0.0,0.0
Assassinate,"Conduct suicide, car, or other non-military bombing",0,136,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of war crimes,0,440,0.0,0.0
Accuse of war crimes,"Conduct suicide, car, or other non-military bombing",0,40,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Threaten with political dissent, protest",0,440,0.0,0.0
"Threaten with political dissent, protest","Conduct suicide, car, or other non-military bombing",0,17,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Forgive,0,440,0.0,0.0
Forgive,"Conduct suicide, car, or other non-military bombing",0,56,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Expel or withdraw,0,440,0.0,0.0
Expel or withdraw,"Conduct suicide, car, or other non-military bombing",0,34,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten with administrative sanctions,0,440,0.0,0.0
Threaten with administrative sanctions,"Conduct suicide, car, or other non-military bombing",0,24,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject request for humanitarian aid,0,440,0.0,0.0
Reject request for humanitarian aid,"Conduct suicide, car, or other non-military bombing",0,1,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Obstruct passage, block",0,440,0.0,0.0
"Obstruct passage, block","Conduct suicide, car, or other non-military bombing",0,148,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Refuse to de-escalate military engagement,0,440,0.0,0.0
Refuse to de-escalate military engagement,"Conduct suicide, car, or other non-military bombing",0,47,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Seize or damage property,0,440,0.0,0.0
Seize or damage property,"Conduct suicide, car, or other non-military bombing",0,58,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demonstrate for leadership change,0,440,0.0,0.0
Demonstrate for leadership change,"Conduct suicide, car, or other non-military bombing",0,73,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to change policy,0,440,0.0,0.0
Express intent to change policy,"Conduct suicide, car, or other non-military bombing",0,17,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Appeal for change in institutions, regime",0,440,0.0,0.0
"Appeal for change in institutions, regime","Conduct suicide, car, or other non-military bombing",0,52,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand policy change,0,440,0.0,0.0
Demand policy change,"Conduct suicide, car, or other non-military bombing",0,12,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject mediation,0,440,0.0,0.0
Reject mediation,"Conduct suicide, car, or other non-military bombing",0,8,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Refuse to ease economic sanctions, boycott, or embargo",0,440,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,15,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Engage in violent protest for leadership change,0,440,0.0,0.0
Engage in violent protest for leadership change,"Conduct suicide, car, or other non-military bombing",0,9,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject request for change in leadership,0,440,0.0,0.0
Reject request for change in leadership,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for easing of political dissent,0,440,0.0,0.0
Appeal for easing of political dissent,"Conduct suicide, car, or other non-military bombing",0,11,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease state of emergency or martial law,0,440,0.0,0.0
Ease state of emergency or martial law,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand economic aid,0,440,0.0,0.0
Demand economic aid,"Conduct suicide, car, or other non-military bombing",0,36,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Threaten with repression,0,440,0.0,0.0
Threaten with repression,"Conduct suicide, car, or other non-military bombing",0,18,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Reject material cooperation,0,440,0.0,0.0
Reject material cooperation,"Conduct suicide, car, or other non-military bombing",0,9,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand material aid,0,440,0.0,0.0
Demand material aid,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Violate ceasefire,0,440,0.0,0.0
Violate ceasefire,"Conduct suicide, car, or other non-military bombing",0,17,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand military aid,0,440,0.0,0.0
Demand military aid,"Conduct suicide, car, or other non-military bombing",0,9,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Ease political dissent,0,440,0.0,0.0
Ease political dissent,"Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Impose curfew,0,440,0.0,0.0
Impose curfew,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Use as human shield,0,440,0.0,0.0
Use as human shield,"Conduct suicide, car, or other non-military bombing",0,14,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Appeal for political reform,0,440,0.0,0.0
Appeal for political reform,"Conduct suicide, car, or other non-military bombing",0,19,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Investigate human rights abuses,0,440,0.0,0.0
Investigate human rights abuses,"Conduct suicide, car, or other non-military bombing",0,13,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand release of persons or property,0,440,0.0,0.0
Demand release of persons or property,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Express intent to ease economic sanctions, boycott, or embargo",0,440,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Conduct suicide, car, or other non-military bombing",0,16,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Use chemical, biological, or radiological weapons",0,440,0.0,0.0
"Use chemical, biological, or radiological weapons","Conduct suicide, car, or other non-military bombing",0,6,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand economic cooperation,0,440,0.0,0.0
Demand economic cooperation,"Conduct suicide, car, or other non-military bombing",0,2,0.0,0.0
Confiscate property,Grant asylum,0,1082,0.0,0.0
Grant asylum,Confiscate property,0,56,0.0,0.0
Confiscate property,fight with small arms and light weapons,5,1082,0.0046210720887245845,0.0018698578908002991
fight with small arms and light weapons,Confiscate property,5,4266,0.0011720581340834506,0.0018698578908002991
Confiscate property,Appeal for intelligence,2,1082,0.0018484288354898336,0.002751031636863824
Appeal for intelligence,Confiscate property,2,372,0.005376344086021506,0.002751031636863824
Confiscate property,Deny responsibility,1,1082,0.0009242144177449168,0.0009363295880149813
Deny responsibility,Confiscate property,1,1054,0.0009487666034155598,0.0009363295880149813
Confiscate property,"Return, release person(s)",0,1082,0.0,0.0
"Return, release person(s)",Confiscate property,0,1546,0.0,0.0
Confiscate property,Threaten with military force,3,1082,0.0027726432532347504,0.003947368421052632
Threaten with military force,Confiscate property,3,438,0.00684931506849315,0.003947368421052632
Confiscate property,"Accuse of crime, corruption",0,1082,0.0,0.0
"Accuse of crime, corruption",Confiscate property,0,239,0.0,0.0
Confiscate property,Appeal for diplomatic cooperation (such as policy support),0,1082,0.0,0.0
Appeal for diplomatic cooperation (such as policy support),Confiscate property,0,1563,0.0,0.0
Confiscate property,Coerce,0,1082,0.0,0.0
Coerce,Confiscate property,0,460,0.0,0.0
Confiscate property,Employ aerial weapons,0,1082,0.0,0.0
Employ aerial weapons,Confiscate property,0,257,0.0,0.0
Confiscate property,Give ultimatum,0,1082,0.0,0.0
Give ultimatum,Confiscate property,0,321,0.0,0.0
Confiscate property,Refuse to release persons or property,0,1082,0.0,0.0
Refuse to release persons or property,Confiscate property,0,105,0.0,0.0
Confiscate property,Provide humanitarian aid,0,1082,0.0,0.0
Provide humanitarian aid,Confiscate property,0,1193,0.0,0.0
Confiscate property,Express accord,1,1082,0.0009242144177449168,0.0014194464158978
Express accord,Confiscate property,1,327,0.0030581039755351682,0.0014194464158978
Confiscate property,Demand de-escalation of military engagement,0,1082,0.0,0.0
Demand de-escalation of military engagement,Confiscate property,0,98,0.0,0.0
Confiscate property,Share intelligence or information,0,1082,0.0,0.0
Share intelligence or information,Confiscate property,0,307,0.0,0.0
Confiscate property,Demonstrate or rally,4,1082,0.0036968576709796672,0.002867383512544803
Demonstrate or rally,Confiscate property,4,1708,0.00234192037470726,0.002867383512544803
Confiscate property,Apologize,0,1082,0.0,0.0
Apologize,Confiscate property,0,152,0.0,0.0
Confiscate property,Receive inspectors,0,1082,0.0,0.0
Receive inspectors,Confiscate property,0,16,0.0,0.0
Confiscate property,Meet at a 'third' location,0,1082,0.0,0.0
Meet at a 'third' location,Confiscate property,0,1509,0.0,0.0
Confiscate property,Cooperate economically,0,1082,0.0,0.0
Cooperate economically,Confiscate property,0,787,0.0,0.0
Confiscate property,Reduce or break diplomatic relations,0,1082,0.0,0.0
Reduce or break diplomatic relations,Confiscate property,0,565,0.0,0.0
Confiscate property,"Impose blockade, restrict movement",0,1082,0.0,0.0
"Impose blockade, restrict movement",Confiscate property,0,144,0.0,0.0
Confiscate property,Appeal to engage in or accept mediation,0,1082,0.0,0.0
Appeal to engage in or accept mediation,Confiscate property,0,133,0.0,0.0
Confiscate property,Impose administrative sanctions,0,1082,0.0,0.0
Impose administrative sanctions,Confiscate property,0,620,0.0,0.0
Confiscate property,Yield,6,1082,0.005545286506469501,0.007677543186180422
Yield,Confiscate property,6,481,0.012474012474012475,0.007677543186180422
Confiscate property,Physically assault,3,1082,0.0027726432532347504,0.0031413612565445027
Physically assault,Confiscate property,3,828,0.0036231884057971015,0.0031413612565445027
Confiscate property,Consider policy option,0,1082,0.0,0.0
Consider policy option,Confiscate property,0,583,0.0,0.0
Confiscate property,Appeal to yield,0,1082,0.0,0.0
Appeal to yield,Confiscate property,0,55,0.0,0.0
Confiscate property,Express intent to settle dispute,0,1082,0.0,0.0
Express intent to settle dispute,Confiscate property,0,379,0.0,0.0
Confiscate property,Appeal for change in leadership,0,1082,0.0,0.0
Appeal for change in leadership,Confiscate property,0,284,0.0,0.0
Confiscate property,Threaten to reduce or stop aid,0,1082,0.0,0.0
Threaten to reduce or stop aid,Confiscate property,0,17,0.0,0.0
Confiscate property,Threaten to halt negotiations,0,1082,0.0,0.0
Threaten to halt negotiations,Confiscate property,0,7,0.0,0.0
Confiscate property,Accede to demands for rights,0,1082,0.0,0.0
Accede to demands for rights,Confiscate property,0,47,0.0,0.0
Confiscate property,Appeal for release of persons or property,0,1082,0.0,0.0
Appeal for release of persons or property,Confiscate property,0,152,0.0,0.0
Confiscate property,"Abduct, hijack, or take hostage",0,1082,0.0,0.0
"Abduct, hijack, or take hostage",Confiscate property,0,1239,0.0,0.0
Confiscate property,Impose restrictions on political freedoms,0,1082,0.0,0.0
Impose restrictions on political freedoms,Confiscate property,0,231,0.0,0.0
Confiscate property,Acknowledge or claim responsibility,0,1082,0.0,0.0
Acknowledge or claim responsibility,Confiscate property,0,228,0.0,0.0
Confiscate property,Use tactics of violent repression,0,1082,0.0,0.0
Use tactics of violent repression,Confiscate property,0,653,0.0,0.0
Confiscate property,Sexually assault,0,1082,0.0,0.0
Sexually assault,Confiscate property,0,368,0.0,0.0
Confiscate property,Express intent to provide military protection or peacekeeping,0,1082,0.0,0.0
Express intent to provide military protection or peacekeeping,Confiscate property,0,76,0.0,0.0
Confiscate property,Express intent to provide military aid,0,1082,0.0,0.0
Express intent to provide military aid,Confiscate property,0,259,0.0,0.0
Confiscate property,"Impose embargo, boycott, or sanctions",0,1082,0.0,0.0
"Impose embargo, boycott, or sanctions",Confiscate property,0,677,0.0,0.0
Confiscate property,Reduce relations,0,1082,0.0,0.0
Reduce relations,Confiscate property,0,883,0.0,0.0
Confiscate property,"Protest violently, riot",2,1082,0.0018484288354898336,0.001991040318566451
"Protest violently, riot",Confiscate property,2,927,0.002157497303128371,0.001991040318566451
Confiscate property,Complain officially,0,1082,0.0,0.0
Complain officially,Confiscate property,0,311,0.0,0.0
Confiscate property,Express intent to provide economic aid,0,1082,0.0,0.0
Express intent to provide economic aid,Confiscate property,0,462,0.0,0.0
Confiscate property,"Demand meeting, negotiation",0,1082,0.0,0.0
"Demand meeting, negotiation",Confiscate property,0,78,0.0,0.0
Confiscate property,"Reject proposal to meet, discuss, or negotiate",0,1082,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Confiscate property,0,472,0.0,0.0
Confiscate property,Torture,0,1082,0.0,0.0
Torture,Confiscate property,0,126,0.0,0.0
Confiscate property,Expel or deport individuals,0,1082,0.0,0.0
Expel or deport individuals,Confiscate property,0,766,0.0,0.0
Confiscate property,Demand diplomatic cooperation (such as policy support),0,1082,0.0,0.0
Demand diplomatic cooperation (such as policy support),Confiscate property,0,329,0.0,0.0
Confiscate property,"Reject plan, agreement to settle dispute",0,1082,0.0,0.0
"Reject plan, agreement to settle dispute",Confiscate property,0,331,0.0,0.0
Confiscate property,"Declare truce, ceasefire",0,1082,0.0,0.0
"Declare truce, ceasefire",Confiscate property,0,150,0.0,0.0
