relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Demand intelligence cooperation,Reduce or stop humanitarian assistance,0,56,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for policy change,0,21,0.0,0.0
Appeal for policy change,Reduce or stop humanitarian assistance,0,59,0.0,0.0
Reduce or stop humanitarian assistance,Use as human shield,0,21,0.0,0.0
Use as human shield,Reduce or stop humanitarian assistance,0,14,0.0,0.0
Reduce or stop humanitarian assistance,Demand de-escalation of military engagement,0,21,0.0,0.0
Demand de-escalation of military engagement,Reduce or stop humanitarian assistance,0,98,0.0,0.0
Reduce or stop humanitarian assistance,"Impose blockade, restrict movement",1,21,0.047619047619047616,0.012121212121212121
"Impose blockade, restrict movement",Reduce or stop humanitarian assistance,1,144,0.006944444444444444,0.012121212121212121
Reduce or stop humanitarian assistance,Veto,0,21,0.0,0.0
Veto,Reduce or stop humanitarian assistance,0,114,0.0,0.0
Reduce or stop humanitarian assistance,Appeal to others to settle dispute,0,21,0.0,0.0
Appeal to others to settle dispute,Reduce or stop humanitarian assistance,0,87,0.0,0.0
Reduce or stop humanitarian assistance,Refuse to yield,0,21,0.0,0.0
Refuse to yield,Reduce or stop humanitarian assistance,0,145,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for aid,0,21,0.0,0.0
Appeal for aid,Reduce or stop humanitarian assistance,0,119,0.0,0.0
Reduce or stop humanitarian assistance,Impose state of emergency or martial law,0,21,0.0,0.0
Impose state of emergency or martial law,Reduce or stop humanitarian assistance,0,55,0.0,0.0
Reduce or stop humanitarian assistance,Ease political dissent,0,21,0.0,0.0
Ease political dissent,Reduce or stop humanitarian assistance,0,6,0.0,0.0
Reduce or stop humanitarian assistance,Provide military protection or peacekeeping,0,21,0.0,0.0
Provide military protection or peacekeeping,Reduce or stop humanitarian assistance,0,347,0.0,0.0
Reduce or stop humanitarian assistance,Engage in judicial cooperation,0,21,0.0,0.0
Engage in judicial cooperation,Reduce or stop humanitarian assistance,0,84,0.0,0.0
Reduce or stop humanitarian assistance,Appeal to others to meet or negotiate,0,21,0.0,0.0
Appeal to others to meet or negotiate,Reduce or stop humanitarian assistance,0,147,0.0,0.0
Reduce or stop humanitarian assistance,Consider policy option,0,21,0.0,0.0
Consider policy option,Reduce or stop humanitarian assistance,0,583,0.0,0.0
Reduce or stop humanitarian assistance,fight with artillery and tanks,0,21,0.0,0.0
fight with artillery and tanks,Reduce or stop humanitarian assistance,0,131,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to provide military protection or peacekeeping,0,21,0.0,0.0
Express intent to provide military protection or peacekeeping,Reduce or stop humanitarian assistance,0,76,0.0,0.0
Reduce or stop humanitarian assistance,Demand change in leadership,0,21,0.0,0.0
Demand change in leadership,Reduce or stop humanitarian assistance,0,198,0.0,0.0
Reduce or stop humanitarian assistance,Rally opposition against,0,21,0.0,0.0
Rally opposition against,Reduce or stop humanitarian assistance,0,328,0.0,0.0
Reduce or stop humanitarian assistance,Expel or withdraw,0,21,0.0,0.0
Expel or withdraw,Reduce or stop humanitarian assistance,0,34,0.0,0.0
Reduce or stop humanitarian assistance,"Refuse to ease economic sanctions, boycott, or embargo",0,21,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Reduce or stop humanitarian assistance,0,15,0.0,0.0
Reduce or stop humanitarian assistance,Share intelligence or information,0,21,0.0,0.0
Share intelligence or information,Reduce or stop humanitarian assistance,0,307,0.0,0.0
Reduce or stop humanitarian assistance,"Accuse of espionage, treason",0,21,0.0,0.0
"Accuse of espionage, treason",Reduce or stop humanitarian assistance,0,49,0.0,0.0
Reduce or stop humanitarian assistance,Accuse of human rights abuses,0,21,0.0,0.0
Accuse of human rights abuses,Reduce or stop humanitarian assistance,0,208,0.0,0.0
Reduce or stop humanitarian assistance,Refuse to release persons or property,0,21,0.0,0.0
Refuse to release persons or property,Reduce or stop humanitarian assistance,0,105,0.0,0.0
Reduce or stop humanitarian assistance,Demand economic aid,0,21,0.0,0.0
Demand economic aid,Reduce or stop humanitarian assistance,0,36,0.0,0.0
Reduce or stop humanitarian assistance,Demand material cooperation,0,21,0.0,0.0
Demand material cooperation,Reduce or stop humanitarian assistance,0,57,0.0,0.0
Reduce or stop humanitarian assistance,Increase police alert status,0,21,0.0,0.0
Increase police alert status,Reduce or stop humanitarian assistance,0,84,0.0,0.0
Reduce or stop humanitarian assistance,Accuse of aggression,0,21,0.0,0.0
Accuse of aggression,Reduce or stop humanitarian assistance,0,34,0.0,0.0
Reduce or stop humanitarian assistance,Threaten to reduce or break relations,0,21,0.0,0.0
Threaten to reduce or break relations,Reduce or stop humanitarian assistance,0,49,0.0,0.0
Reduce or stop humanitarian assistance,Torture,0,21,0.0,0.0
Torture,Reduce or stop humanitarian assistance,0,126,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to yield,0,21,0.0,0.0
Express intent to yield,Reduce or stop humanitarian assistance,0,72,0.0,0.0
Reduce or stop humanitarian assistance,Refuse to ease administrative sanctions,0,21,0.0,0.0
Refuse to ease administrative sanctions,Reduce or stop humanitarian assistance,0,36,0.0,0.0
Reduce or stop humanitarian assistance,Conduct strike or boycott,0,21,0.0,0.0
Conduct strike or boycott,Reduce or stop humanitarian assistance,0,62,0.0,0.0
Reduce or stop humanitarian assistance,Yield,0,21,0.0,0.0
Yield,Reduce or stop humanitarian assistance,0,481,0.0,0.0
Reduce or stop humanitarian assistance,Engage in mass killings,0,21,0.0,0.0
Engage in mass killings,Reduce or stop humanitarian assistance,0,32,0.0,0.0
Reduce or stop humanitarian assistance,Reduce or stop military assistance,0,21,0.0,0.0
Reduce or stop military assistance,Reduce or stop humanitarian assistance,0,29,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to cooperate on intelligence,0,21,0.0,0.0
Express intent to cooperate on intelligence,Reduce or stop humanitarian assistance,0,22,0.0,0.0
Reduce or stop humanitarian assistance,Demonstrate for leadership change,0,21,0.0,0.0
Demonstrate for leadership change,Reduce or stop humanitarian assistance,0,73,0.0,0.0
Reduce or stop humanitarian assistance,Demonstrate for policy change,0,21,0.0,0.0
Demonstrate for policy change,Reduce or stop humanitarian assistance,0,9,0.0,0.0
Reduce or stop humanitarian assistance,Demand material aid,0,21,0.0,0.0
Demand material aid,Reduce or stop humanitarian assistance,0,6,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for judicial cooperation,0,21,0.0,0.0
Appeal for judicial cooperation,Reduce or stop humanitarian assistance,0,99,0.0,0.0
Reduce or stop humanitarian assistance,"Declare truce, ceasefire",0,21,0.0,0.0
"Declare truce, ceasefire",Reduce or stop humanitarian assistance,0,150,0.0,0.0
Reduce or stop humanitarian assistance,"Return, release property",0,21,0.0,0.0
"Return, release property",Reduce or stop humanitarian assistance,0,40,0.0,0.0
Reduce or stop humanitarian assistance,Reject judicial cooperation,0,21,0.0,0.0
Reject judicial cooperation,Reduce or stop humanitarian assistance,0,23,0.0,0.0
Reduce or stop humanitarian assistance,Demand humanitarian aid,0,21,0.0,0.0
Demand humanitarian aid,Reduce or stop humanitarian assistance,0,4,0.0,0.0
Reduce or stop humanitarian assistance,"Demand meeting, negotiation",0,21,0.0,0.0
"Demand meeting, negotiation",Reduce or stop humanitarian assistance,0,78,0.0,0.0
Reduce or stop humanitarian assistance,"Demand change in institutions, regime",0,21,0.0,0.0
"Demand change in institutions, regime",Reduce or stop humanitarian assistance,0,30,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to accept mediation,0,21,0.0,0.0
Express intent to accept mediation,Reduce or stop humanitarian assistance,0,72,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for military cooperation,0,21,0.0,0.0
Appeal for military cooperation,Reduce or stop humanitarian assistance,0,2,0.0,0.0
Reduce or stop humanitarian assistance,Forgive,0,21,0.0,0.0
Forgive,Reduce or stop humanitarian assistance,0,56,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to mediate,0,21,0.0,0.0
Express intent to mediate,Reduce or stop humanitarian assistance,0,52,0.0,0.0
Reduce or stop humanitarian assistance,Demand that target yields,0,21,0.0,0.0
Demand that target yields,Reduce or stop humanitarian assistance,0,47,0.0,0.0
Reduce or stop humanitarian assistance,Demobilize armed forces,0,21,0.0,0.0
Demobilize armed forces,Reduce or stop humanitarian assistance,0,14,0.0,0.0
Reduce or stop humanitarian assistance,Demand release of persons or property,0,21,0.0,0.0
Demand release of persons or property,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for economic aid,0,21,0.0,0.0
Appeal for economic aid,Reduce or stop humanitarian assistance,0,74,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to engage in material cooperation,0,21,0.0,0.0
Express intent to engage in material cooperation,Reduce or stop humanitarian assistance,0,63,0.0,0.0
Reduce or stop humanitarian assistance,Reject economic cooperation,0,21,0.0,0.0
Reject economic cooperation,Reduce or stop humanitarian assistance,0,30,0.0,0.0
Reduce or stop humanitarian assistance,Mobilize or increase police power,0,21,0.0,0.0
Mobilize or increase police power,Reduce or stop humanitarian assistance,0,178,0.0,0.0
Reduce or stop humanitarian assistance,Demand settling of dispute,0,21,0.0,0.0
Demand settling of dispute,Reduce or stop humanitarian assistance,0,15,0.0,0.0
Reduce or stop humanitarian assistance,"Threaten with political dissent, protest",0,21,0.0,0.0
"Threaten with political dissent, protest",Reduce or stop humanitarian assistance,0,17,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for easing of administrative sanctions,0,21,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop humanitarian assistance,0,65,0.0,0.0
Reduce or stop humanitarian assistance,Carry out suicide bombing,0,21,0.0,0.0
Carry out suicide bombing,Reduce or stop humanitarian assistance,0,129,0.0,0.0
Reduce or stop humanitarian assistance,Assassinate,0,21,0.0,0.0
Assassinate,Reduce or stop humanitarian assistance,0,136,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for economic cooperation,0,21,0.0,0.0
Appeal for economic cooperation,Reduce or stop humanitarian assistance,0,93,0.0,0.0
Reduce or stop humanitarian assistance,Demand policy change,0,21,0.0,0.0
Demand policy change,Reduce or stop humanitarian assistance,0,12,0.0,0.0
Reduce or stop humanitarian assistance,Ease state of emergency or martial law,0,21,0.0,0.0
Ease state of emergency or martial law,Reduce or stop humanitarian assistance,0,14,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for easing of political dissent,0,21,0.0,0.0
Appeal for easing of political dissent,Reduce or stop humanitarian assistance,0,11,0.0,0.0
Reduce or stop humanitarian assistance,Threaten with repression,0,21,0.0,0.0
Threaten with repression,Reduce or stop humanitarian assistance,0,18,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for rights,0,21,0.0,0.0
Appeal for rights,Reduce or stop humanitarian assistance,0,34,0.0,0.0
Reduce or stop humanitarian assistance,Mediate,0,21,0.0,0.0
Mediate,Reduce or stop humanitarian assistance,0,142,0.0,0.0
Reduce or stop humanitarian assistance,Decline comment,0,21,0.0,0.0
Decline comment,Reduce or stop humanitarian assistance,0,114,0.0,0.0
Reduce or stop humanitarian assistance,Impose curfew,0,21,0.0,0.0
Impose curfew,Reduce or stop humanitarian assistance,0,14,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for humanitarian aid,0,21,0.0,0.0
Appeal for humanitarian aid,Reduce or stop humanitarian assistance,0,40,0.0,0.0
Reduce or stop humanitarian assistance,Reject request for change in leadership,0,21,0.0,0.0
Reject request for change in leadership,Reduce or stop humanitarian assistance,0,6,0.0,0.0
Reduce or stop humanitarian assistance,Violate ceasefire,0,21,0.0,0.0
Violate ceasefire,Reduce or stop humanitarian assistance,0,17,0.0,0.0
Reduce or stop humanitarian assistance,"Express intent to ease economic sanctions, boycott, or embargo",0,21,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Reduce or stop humanitarian assistance,0,16,0.0,0.0
Reduce or stop humanitarian assistance,Accede to demands for change in leadership,0,21,0.0,0.0
Accede to demands for change in leadership,Reduce or stop humanitarian assistance,0,93,0.0,0.0
Reduce or stop humanitarian assistance,Refuse to de-escalate military engagement,0,21,0.0,0.0
Refuse to de-escalate military engagement,Reduce or stop humanitarian assistance,0,47,0.0,0.0
Reduce or stop humanitarian assistance,Grant asylum,0,21,0.0,0.0
Grant asylum,Reduce or stop humanitarian assistance,0,56,0.0,0.0
Reduce or stop humanitarian assistance,Receive inspectors,0,21,0.0,0.0
Receive inspectors,Reduce or stop humanitarian assistance,0,16,0.0,0.0
Reduce or stop humanitarian assistance,Ease military blockade,0,21,0.0,0.0
Ease military blockade,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,"Appeal for change in institutions, regime",0,21,0.0,0.0
"Appeal for change in institutions, regime",Reduce or stop humanitarian assistance,0,52,0.0,0.0
Reduce or stop humanitarian assistance,Engage in violent protest for leadership change,0,21,0.0,0.0
Engage in violent protest for leadership change,Reduce or stop humanitarian assistance,0,9,0.0,0.0
Reduce or stop humanitarian assistance,Threaten to impose curfew,0,21,0.0,0.0
Threaten to impose curfew,Reduce or stop humanitarian assistance,0,2,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for material cooperation,0,21,0.0,0.0
Appeal for material cooperation,Reduce or stop humanitarian assistance,0,64,0.0,0.0
Reduce or stop humanitarian assistance,Threaten with administrative sanctions,0,21,0.0,0.0
Threaten with administrative sanctions,Reduce or stop humanitarian assistance,0,24,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to change policy,0,21,0.0,0.0
Express intent to change policy,Reduce or stop humanitarian assistance,0,17,0.0,0.0
Reduce or stop humanitarian assistance,Demand judicial cooperation,0,21,0.0,0.0
Demand judicial cooperation,Reduce or stop humanitarian assistance,0,26,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to institute political reform,0,21,0.0,0.0
Express intent to institute political reform,Reduce or stop humanitarian assistance,0,13,0.0,0.0
Reduce or stop humanitarian assistance,Expel or withdraw peacekeepers,0,21,0.0,0.0
Expel or withdraw peacekeepers,Reduce or stop humanitarian assistance,0,15,0.0,0.0
Reduce or stop humanitarian assistance,Attempt to assassinate,0,21,0.0,0.0
Attempt to assassinate,Reduce or stop humanitarian assistance,0,18,0.0,0.0
Reduce or stop humanitarian assistance,Reject material cooperation,0,21,0.0,0.0
Reject material cooperation,Reduce or stop humanitarian assistance,0,9,0.0,0.0
Reduce or stop humanitarian assistance,Accede to demands for rights,0,21,0.0,0.0
Accede to demands for rights,Reduce or stop humanitarian assistance,0,47,0.0,0.0
Reduce or stop humanitarian assistance,Halt mediation,0,21,0.0,0.0
Halt mediation,Reduce or stop humanitarian assistance,0,3,0.0,0.0
Reduce or stop humanitarian assistance,Threaten to reduce or stop aid,0,21,0.0,0.0
Threaten to reduce or stop aid,Reduce or stop humanitarian assistance,0,17,0.0,0.0
Reduce or stop humanitarian assistance,Demand economic cooperation,0,21,0.0,0.0
Demand economic cooperation,Reduce or stop humanitarian assistance,0,2,0.0,0.0
Reduce or stop humanitarian assistance,Threaten to halt negotiations,0,21,0.0,0.0
Threaten to halt negotiations,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for military protection or peacekeeping,0,21,0.0,0.0
Appeal for military protection or peacekeeping,Reduce or stop humanitarian assistance,0,19,0.0,0.0
Reduce or stop humanitarian assistance,Reject request for humanitarian aid,0,21,0.0,0.0
Reject request for humanitarian aid,Reduce or stop humanitarian assistance,0,1,0.0,0.0
Reduce or stop humanitarian assistance,Investigate human rights abuses,0,21,0.0,0.0
Investigate human rights abuses,Reduce or stop humanitarian assistance,0,13,0.0,0.0
Reduce or stop humanitarian assistance,Destroy property,0,21,0.0,0.0
Destroy property,Reduce or stop humanitarian assistance,0,26,0.0,0.0
Reduce or stop humanitarian assistance,Reject mediation,0,21,0.0,0.0
Reject mediation,Reduce or stop humanitarian assistance,0,8,0.0,0.0
Reduce or stop humanitarian assistance,Demand easing of administrative sanctions,0,21,0.0,0.0
Demand easing of administrative sanctions,Reduce or stop humanitarian assistance,0,10,0.0,0.0
Reduce or stop humanitarian assistance,Accede to requests or demands for political reform,0,21,0.0,0.0
Accede to requests or demands for political reform,Reduce or stop humanitarian assistance,0,10,0.0,0.0
Reduce or stop humanitarian assistance,Threaten to halt mediation,0,21,0.0,0.0
Threaten to halt mediation,Reduce or stop humanitarian assistance,0,1,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for target to allow international involvement (non-mediation),0,21,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Reduce or stop humanitarian assistance,0,5,0.0,0.0
Reduce or stop humanitarian assistance,Demand rights,0,21,0.0,0.0
Demand rights,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,"Reject request for change in institutions, regime",0,21,0.0,0.0
"Reject request for change in institutions, regime",Reduce or stop humanitarian assistance,0,1,0.0,0.0
Reduce or stop humanitarian assistance,Reject request for economic aid,0,21,0.0,0.0
Reject request for economic aid,Reduce or stop humanitarian assistance,0,3,0.0,0.0
Reduce or stop humanitarian assistance,Demand political reform,0,21,0.0,0.0
Demand political reform,Reduce or stop humanitarian assistance,0,8,0.0,0.0
Reduce or stop humanitarian assistance,Demand mediation,0,21,0.0,0.0
Demand mediation,Reduce or stop humanitarian assistance,0,9,0.0,0.0
Reduce or stop humanitarian assistance,"Appeal for easing of economic sanctions, boycott, or embargo",0,21,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reduce or stop humanitarian assistance,0,8,0.0,0.0
Reduce or stop humanitarian assistance,Accuse of war crimes,0,21,0.0,0.0
Accuse of war crimes,Reduce or stop humanitarian assistance,0,40,0.0,0.0
Reduce or stop humanitarian assistance,"Use chemical, biological, or radiological weapons",0,21,0.0,0.0
"Use chemical, biological, or radiological weapons",Reduce or stop humanitarian assistance,0,6,0.0,0.0
Reduce or stop humanitarian assistance,Threaten with restrictions on political freedoms,0,21,0.0,0.0
Threaten with restrictions on political freedoms,Reduce or stop humanitarian assistance,0,7,0.0,0.0
Reduce or stop humanitarian assistance,Demand military aid,0,21,0.0,0.0
Demand military aid,Reduce or stop humanitarian assistance,0,9,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to change leadership,0,21,0.0,0.0
Express intent to change leadership,Reduce or stop humanitarian assistance,0,23,0.0,0.0
Reduce or stop economic assistance,Provide economic aid,4,94,0.0425531914893617,0.011251758087201125
Provide economic aid,Reduce or stop economic assistance,4,617,0.006482982171799027,0.011251758087201125
Reduce or stop economic assistance,Retreat or surrender militarily,0,94,0.0,0.0
Retreat or surrender militarily,Reduce or stop economic assistance,0,321,0.0,0.0
Reduce or stop economic assistance,Provide aid,0,94,0.0,0.0
Provide aid,Reduce or stop economic assistance,0,826,0.0,0.0
Reduce or stop economic assistance,Express intent to cooperate on judicial matters,0,94,0.0,0.0
Express intent to cooperate on judicial matters,Reduce or stop economic assistance,0,51,0.0,0.0
Reduce or stop economic assistance,Express intent to provide material aid,0,94,0.0,0.0
Express intent to provide material aid,Reduce or stop economic assistance,0,408,0.0,0.0
Reduce or stop economic assistance,Apologize,0,94,0.0,0.0
Apologize,Reduce or stop economic assistance,0,152,0.0,0.0
Reduce or stop economic assistance,Increase military alert status,0,94,0.0,0.0
Increase military alert status,Reduce or stop economic assistance,0,127,0.0,0.0
Reduce or stop economic assistance,Appeal for release of persons or property,0,94,0.0,0.0
Appeal for release of persons or property,Reduce or stop economic assistance,0,152,0.0,0.0
Reduce or stop economic assistance,Express intent to ease administrative sanctions,0,94,0.0,0.0
Express intent to ease administrative sanctions,Reduce or stop economic assistance,0,46,0.0,0.0
Reduce or stop economic assistance,"Impose embargo, boycott, or sanctions",3,94,0.031914893617021274,0.007782101167315175
"Impose embargo, boycott, or sanctions",Reduce or stop economic assistance,3,677,0.004431314623338257,0.007782101167315175
Reduce or stop economic assistance,Demonstrate military or police power,0,94,0.0,0.0
Demonstrate military or police power,Reduce or stop economic assistance,0,159,0.0,0.0
Reduce or stop economic assistance,Appeal for military aid,0,94,0.0,0.0
Appeal for military aid,Reduce or stop economic assistance,0,67,0.0,0.0
Reduce or stop economic assistance,Defend verbally,0,94,0.0,0.0
Defend verbally,Reduce or stop economic assistance,0,137,0.0,0.0
Reduce or stop economic assistance,Engage in material cooperation,0,94,0.0,0.0
Engage in material cooperation,Reduce or stop economic assistance,0,444,0.0,0.0
Reduce or stop economic assistance,Halt negotiations,0,94,0.0,0.0
Halt negotiations,Reduce or stop economic assistance,0,200,0.0,0.0
Reduce or stop economic assistance,Appeal to yield,0,94,0.0,0.0
Appeal to yield,Reduce or stop economic assistance,0,55,0.0,0.0
Reduce or stop economic assistance,Express intent to provide military aid,0,94,0.0,0.0
Express intent to provide military aid,Reduce or stop economic assistance,0,259,0.0,0.0
Reduce or stop economic assistance,Seize or damage property,0,94,0.0,0.0
Seize or damage property,Reduce or stop economic assistance,0,58,0.0,0.0
Reduce or stop economic assistance,Bring lawsuit against,0,94,0.0,0.0
Bring lawsuit against,Reduce or stop economic assistance,0,665,0.0,0.0
Reduce or stop economic assistance,Reduce or stop material aid,2,94,0.02127659574468085,0.03125
Reduce or stop material aid,Reduce or stop economic assistance,2,34,0.058823529411764705,0.03125
Reduce or stop economic assistance,Demand intelligence cooperation,0,94,0.0,0.0
Demand intelligence cooperation,Reduce or stop economic assistance,0,56,0.0,0.0
Reduce or stop economic assistance,Appeal for policy change,0,94,0.0,0.0
Appeal for policy change,Reduce or stop economic assistance,0,59,0.0,0.0
Reduce or stop economic assistance,Use as human shield,0,94,0.0,0.0
Use as human shield,Reduce or stop economic assistance,0,14,0.0,0.0
Reduce or stop economic assistance,Demand de-escalation of military engagement,0,94,0.0,0.0
Demand de-escalation of military engagement,Reduce or stop economic assistance,0,98,0.0,0.0
Reduce or stop economic assistance,"Impose blockade, restrict movement",0,94,0.0,0.0
"Impose blockade, restrict movement",Reduce or stop economic assistance,0,144,0.0,0.0
Reduce or stop economic assistance,Veto,0,94,0.0,0.0
Veto,Reduce or stop economic assistance,0,114,0.0,0.0
Reduce or stop economic assistance,Appeal to others to settle dispute,0,94,0.0,0.0
Appeal to others to settle dispute,Reduce or stop economic assistance,0,87,0.0,0.0
Reduce or stop economic assistance,Refuse to yield,0,94,0.0,0.0
Refuse to yield,Reduce or stop economic assistance,0,145,0.0,0.0
Reduce or stop economic assistance,Appeal for aid,0,94,0.0,0.0
Appeal for aid,Reduce or stop economic assistance,0,119,0.0,0.0
Reduce or stop economic assistance,Impose state of emergency or martial law,0,94,0.0,0.0
Impose state of emergency or martial law,Reduce or stop economic assistance,0,55,0.0,0.0
Reduce or stop economic assistance,Ease political dissent,0,94,0.0,0.0
Ease political dissent,Reduce or stop economic assistance,0,6,0.0,0.0
Reduce or stop economic assistance,Provide military protection or peacekeeping,0,94,0.0,0.0
Provide military protection or peacekeeping,Reduce or stop economic assistance,0,347,0.0,0.0
Reduce or stop economic assistance,Engage in judicial cooperation,0,94,0.0,0.0
Engage in judicial cooperation,Reduce or stop economic assistance,0,84,0.0,0.0
Reduce or stop economic assistance,Appeal to others to meet or negotiate,0,94,0.0,0.0
Appeal to others to meet or negotiate,Reduce or stop economic assistance,0,147,0.0,0.0
Reduce or stop economic assistance,Consider policy option,1,94,0.010638297872340425,0.0029542097488921715
Consider policy option,Reduce or stop economic assistance,1,583,0.0017152658662092624,0.0029542097488921715
Reduce or stop economic assistance,fight with artillery and tanks,0,94,0.0,0.0
fight with artillery and tanks,Reduce or stop economic assistance,0,131,0.0,0.0
Reduce or stop economic assistance,Express intent to provide military protection or peacekeeping,0,94,0.0,0.0
Express intent to provide military protection or peacekeeping,Reduce or stop economic assistance,0,76,0.0,0.0
Reduce or stop economic assistance,Demand change in leadership,0,94,0.0,0.0
Demand change in leadership,Reduce or stop economic assistance,0,198,0.0,0.0
Reduce or stop economic assistance,Rally opposition against,0,94,0.0,0.0
Rally opposition against,Reduce or stop economic assistance,0,328,0.0,0.0
Reduce or stop economic assistance,Expel or withdraw,0,94,0.0,0.0
Expel or withdraw,Reduce or stop economic assistance,0,34,0.0,0.0
Reduce or stop economic assistance,"Refuse to ease economic sanctions, boycott, or embargo",0,94,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Reduce or stop economic assistance,0,15,0.0,0.0
Reduce or stop economic assistance,Share intelligence or information,0,94,0.0,0.0
Share intelligence or information,Reduce or stop economic assistance,0,307,0.0,0.0
Reduce or stop economic assistance,"Accuse of espionage, treason",0,94,0.0,0.0
"Accuse of espionage, treason",Reduce or stop economic assistance,0,49,0.0,0.0
Reduce or stop economic assistance,Accuse of human rights abuses,0,94,0.0,0.0
Accuse of human rights abuses,Reduce or stop economic assistance,0,208,0.0,0.0
Reduce or stop economic assistance,Refuse to release persons or property,0,94,0.0,0.0
Refuse to release persons or property,Reduce or stop economic assistance,0,105,0.0,0.0
Reduce or stop economic assistance,Demand economic aid,0,94,0.0,0.0
Demand economic aid,Reduce or stop economic assistance,0,36,0.0,0.0
Reduce or stop economic assistance,Demand material cooperation,0,94,0.0,0.0
Demand material cooperation,Reduce or stop economic assistance,0,57,0.0,0.0
Reduce or stop economic assistance,Increase police alert status,0,94,0.0,0.0
Increase police alert status,Reduce or stop economic assistance,0,84,0.0,0.0
Reduce or stop economic assistance,Accuse of aggression,0,94,0.0,0.0
Accuse of aggression,Reduce or stop economic assistance,0,34,0.0,0.0
Reduce or stop economic assistance,Threaten to reduce or break relations,0,94,0.0,0.0
Threaten to reduce or break relations,Reduce or stop economic assistance,0,49,0.0,0.0
Reduce or stop economic assistance,Torture,0,94,0.0,0.0
Torture,Reduce or stop economic assistance,0,126,0.0,0.0
Reduce or stop economic assistance,Express intent to yield,0,94,0.0,0.0
Express intent to yield,Reduce or stop economic assistance,0,72,0.0,0.0
Reduce or stop economic assistance,Refuse to ease administrative sanctions,0,94,0.0,0.0
Refuse to ease administrative sanctions,Reduce or stop economic assistance,0,36,0.0,0.0
Reduce or stop economic assistance,Conduct strike or boycott,0,94,0.0,0.0
Conduct strike or boycott,Reduce or stop economic assistance,0,62,0.0,0.0
Reduce or stop economic assistance,Yield,0,94,0.0,0.0
Yield,Reduce or stop economic assistance,0,481,0.0,0.0
Reduce or stop economic assistance,Engage in mass killings,0,94,0.0,0.0
Engage in mass killings,Reduce or stop economic assistance,0,32,0.0,0.0
Reduce or stop economic assistance,Reduce or stop military assistance,0,94,0.0,0.0
Reduce or stop military assistance,Reduce or stop economic assistance,0,29,0.0,0.0
Reduce or stop economic assistance,Express intent to cooperate on intelligence,0,94,0.0,0.0
Express intent to cooperate on intelligence,Reduce or stop economic assistance,0,22,0.0,0.0
Reduce or stop economic assistance,Demonstrate for leadership change,0,94,0.0,0.0
Demonstrate for leadership change,Reduce or stop economic assistance,0,73,0.0,0.0
Reduce or stop economic assistance,Demonstrate for policy change,0,94,0.0,0.0
Demonstrate for policy change,Reduce or stop economic assistance,0,9,0.0,0.0
Reduce or stop economic assistance,Demand material aid,0,94,0.0,0.0
Demand material aid,Reduce or stop economic assistance,0,6,0.0,0.0
Reduce or stop economic assistance,Appeal for judicial cooperation,0,94,0.0,0.0
Appeal for judicial cooperation,Reduce or stop economic assistance,0,99,0.0,0.0
Reduce or stop economic assistance,"Declare truce, ceasefire",0,94,0.0,0.0
"Declare truce, ceasefire",Reduce or stop economic assistance,0,150,0.0,0.0
Reduce or stop economic assistance,"Return, release property",0,94,0.0,0.0
"Return, release property",Reduce or stop economic assistance,0,40,0.0,0.0
Reduce or stop economic assistance,Reject judicial cooperation,0,94,0.0,0.0
Reject judicial cooperation,Reduce or stop economic assistance,0,23,0.0,0.0
Reduce or stop economic assistance,Demand humanitarian aid,0,94,0.0,0.0
Demand humanitarian aid,Reduce or stop economic assistance,0,4,0.0,0.0
