head	relation	tail	time_x
Iraq	Engage in diplomatic cooperation	Iran	2014-10-15
Iraq	Engage in diplomatic cooperation	Iran	2014-12-30
Iraq	Engage in diplomatic cooperation	Iran	2014-09-10
Iraq	Engage in diplomatic cooperation	Iran	2014-11-04
Iraq	Engage in diplomatic cooperation	Iran	2014-02-21
Iraq	Engage in diplomatic cooperation	Iran	2014-02-04
Iraq	Engage in diplomatic cooperation	Iran	2014-10-20
Iraq	Engage in diplomatic cooperation	Iran	2014-08-25
Iraq	Engage in diplomatic cooperation	Iran	2014-02-19
Iraq	Engage in diplomatic cooperation	Iran	2014-12-17
Iraq	Engage in diplomatic cooperation	Iran	2014-05-19
Iraq	Engage in diplomatic cooperation	Iran	2014-11-12
Iraq	Engage in diplomatic cooperation	Iran	2014-11-10
Iraq	Engage in diplomatic cooperation	Iran	2014-08-26
Iraq	Engage in diplomatic cooperation	Iran	2014-12-02
Iraq	Engage in diplomatic cooperation	Iran	2014-01-14
Iraq	Engage in diplomatic cooperation	Iran	2014-12-19
Iraq	Engage in diplomatic cooperation	Iran	2014-11-19
Iraq	Engage in diplomatic cooperation	Iran	2014-12-09
Iraq	Engage in diplomatic cooperation	Iran	2014-12-08
Iraq	Engage in diplomatic cooperation	Iran	2014-05-18
Iraq	Engage in diplomatic cooperation	Iran	2014-12-29
Iraq	Engage in diplomatic cooperation	Iran	2014-08-24
Iraq	Engage in diplomatic cooperation	Iran	2014-08-27
Iraq	Engage in diplomatic cooperation	Iran	2014-06-16
Iraq	Engage in diplomatic cooperation	Iran	2014-04-11
Iraq	Engage in diplomatic cooperation	Iran	2014-01-21
Wang Yang	Engage in negotiation	Dmitry Olegovich Rogozin	2014-07-01
Wang Yang	Engage in negotiation	Dmitry Olegovich Rogozin	2014-05-19
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-24
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-14
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-30
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-15
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-13
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-29
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-05
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-09-26
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-10-18
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-11-10
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-11-21
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-04-17
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-10-16
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-09-27
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-11-12
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-11-05
Catherine Ashton	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-09-28
Japan	Engage in diplomatic cooperation	Vietnam	2014-03-28
Japan	Engage in diplomatic cooperation	Vietnam	2014-09-14
Japan	Engage in diplomatic cooperation	Vietnam	2014-09-09
Japan	Engage in diplomatic cooperation	Vietnam	2014-09-05
Japan	Engage in diplomatic cooperation	Vietnam	2014-06-25
Japan	Engage in diplomatic cooperation	Vietnam	2014-09-15
Japan	Engage in diplomatic cooperation	Vietnam	2014-10-06
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-04-05
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-11-19
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-10-30
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-04-23
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-04-22
Arseniy Yatsenyuk	Consult	Joseph Robinette Biden	2014-11-24
Oman	Engage in diplomatic cooperation	Iran	2014-03-07
Oman	Engage in diplomatic cooperation	Iran	2014-01-31
Oman	Engage in diplomatic cooperation	Iran	2014-09-06
Oman	Engage in diplomatic cooperation	Iran	2014-03-12
Oman	Engage in diplomatic cooperation	Iran	2014-09-08
Oman	Engage in diplomatic cooperation	Iran	2014-03-04
Oman	Engage in diplomatic cooperation	Iran	2014-01-29
Iraq	Consult	Chuck Hagel	2014-12-09
Iraq	Consult	Chuck Hagel	2014-12-10
Saud bin Faisal bin Abdul-Aziz	Consult	Foreign Affairs (United States)	2014-10-25
Iraq	Consult	Nuri al-Maliki	2014-06-23
Iraq	Consult	Nuri al-Maliki	2014-01-13
Iraq	Consult	Nuri al-Maliki	2014-02-17
Iran	Consult	Nuri al-Maliki	2014-11-10
Abdullah Abdullah	Consult	Barack Obama	2014-10-24
Abdullah Abdullah	Consult	Barack Obama	2014-10-23
Abdullah Abdullah	Consult	Barack Obama	2014-07-10
Abdullah Abdullah	Consult	Barack Obama	2014-07-26
Abdullah Abdullah	Consult	Barack Obama	2014-09-22
Abdullah Abdullah	Consult	Barack Obama	2014-10-22
Abdullah Abdullah	Consult	Barack Obama	2014-12-09
Abdullah Abdullah	Consult	Barack Obama	2014-09-07
Japan	Express intent to cooperate	France	2014-06-04
Japan	Express intent to cooperate	France	2014-05-05
Japan	Express intent to cooperate	France	2014-07-29
Japan	Express intent to cooperate	France	2014-05-06
Japan	Express intent to cooperate	France	2014-01-09
Japan	Express intent to cooperate	France	2014-06-05
Japan	Express intent to cooperate	France	2014-09-26
John Kerry	Consult	Presidential Candidate (Afghanistan)	2014-07-11
John Kerry	Consult	Presidential Candidate (Afghanistan)	2014-07-16
John Kerry	Consult	Presidential Candidate (Afghanistan)	2014-08-08
John Kerry	Consult	Presidential Candidate (Afghanistan)	2014-07-10
John Kerry	Engage in negotiation	Julie Bishop	2014-08-10
John Kerry	Engage in negotiation	Julie Bishop	2014-08-12
John Kerry	Engage in negotiation	Julie Bishop	2014-08-11
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-12-25
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-11-30
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-10-23
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-09-20
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-07-13
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-08-11
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-08-23
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-09-21
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-12-02
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-06-25
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-11-08
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-07-14
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-11-06
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-10-01
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-09-11
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-08-08
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-07-19
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-08-14
Ashraf Ghani Ahmadzai	Consult	Abdullah Abdullah	2014-12-21
Mexico	Sign formal agreement	Guatemala	2014-08-07
Mexico	Sign formal agreement	Guatemala	2014-08-08
Mexico	Sign formal agreement	Guatemala	2014-07-10
Abdullah Abdullah	Sign formal agreement	Agence France-Presse	2014-09-21
Haider Al-Abadi	Discuss by telephone	Barack Obama	2014-08-13
Haider Al-Abadi	Discuss by telephone	Barack Obama	2014-09-08
Haider Al-Abadi	Discuss by telephone	Barack Obama	2014-09-09
Haider Al-Abadi	Discuss by telephone	Barack Obama	2014-08-14
Iran	Consult	Kazakhstan	2014-09-29
Iran	Consult	Kazakhstan	2014-04-01
Iran	Consult	Kazakhstan	2014-09-10
Iran	Consult	Kazakhstan	2014-04-02
Iran	Consult	Kazakhstan	2014-04-22
Iran	Consult	Kazakhstan	2014-03-02
Iran	Consult	Kazakhstan	2014-06-11
Hamas	Consult	Other Authorities / Officials (Egypt)	2014-07-09
Congress (United States)	Consult	Algirdas Butkevičius	2014-08-22
Cabinet / Council of Ministers / Advisors (United States)	Consult	Abdullah Abdullah	2014-07-24
Cabinet / Council of Ministers / Advisors (United States)	Consult	Abdullah Abdullah	2014-08-11
Cabinet / Council of Ministers / Advisors (United States)	Consult	Abdullah Abdullah	2014-10-09
Yulia Tymoshenko	Consult	Victoria Nuland	2014-10-07
Election Commission (Afghanistan)	Consult	Party Member (Afghanistan)	2014-05-06
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-05
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-30
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-14
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-07-29
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-10-24
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-11-14
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-07-19
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-01-15
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-31
Indigenous People (Nigeria)	Engage in negotiation	Amnesty International	2014-05-21
Pham Binh Minh	Engage in negotiation	Fumio Kishida	2014-03-18
Pham Binh Minh	Engage in negotiation	Fumio Kishida	2014-08-01
Abdel Fattah Al-Sisi	Consult	Qatar	2014-12-21
Canada	Sign formal agreement	South Korea	2014-09-22
Canada	Sign formal agreement	South Korea	2014-09-26
Canada	Sign formal agreement	South Korea	2014-06-13
Canada	Sign formal agreement	South Korea	2014-09-30
Canada	Sign formal agreement	South Korea	2014-03-15
Canada	Sign formal agreement	South Korea	2014-09-25
Canada	Sign formal agreement	South Korea	2014-09-23
Canada	Sign formal agreement	South Korea	2014-03-11
Canada	Sign formal agreement	South Korea	2014-03-25
Richard Sezibera	Sign formal agreement	Louise Mushikiwabo	2014-02-26
Zaheerul Islam	Consult	Raheel Sharif	2014-03-19
Zaheerul Islam	Consult	Raheel Sharif	2014-10-16
Zaheerul Islam	Consult	Raheel Sharif	2014-03-04
Zaheerul Islam	Consult	Raheel Sharif	2014-04-04
Head of Government (Greece)	Consult	Nicos Anastasiades	2014-02-10
Head of Government (Greece)	Consult	Nicos Anastasiades	2014-11-10
Xi Jinping	Consult	John Kerry	2014-02-18
Xi Jinping	Consult	John Kerry	2014-02-15
Xi Jinping	Consult	John Kerry	2014-02-17
African Union	Consult	Ethiopia	2014-01-30
African Union	Consult	Ethiopia	2014-11-08
Iran	Sign formal agreement	China	2014-08-10
Iran	Sign formal agreement	China	2014-03-02
Iran	Sign formal agreement	China	2014-01-23
Iran	Sign formal agreement	China	2014-07-08
Iran	Sign formal agreement	China	2014-11-15
Iran	Sign formal agreement	China	2014-12-28
Evangelos Venizelos	Consult	Yannis Stournaras	2014-01-24
Evangelos Venizelos	Consult	Yannis Stournaras	2014-02-08
Ministry (Indian Administered Kashmir)	Consult	Omar Abdullah	2014-02-07
Joseph Robinette Biden	Engage in negotiation	Antonis Samaras	2014-04-03
South Korea	Sign formal agreement	New Zealand	2014-12-22
Barack Obama	Consult	François Hollande	2014-03-01
Barack Obama	Consult	François Hollande	2014-04-25
Barack Obama	Consult	François Hollande	2014-05-16
Barack Obama	Consult	François Hollande	2014-06-05
Barack Obama	Consult	François Hollande	2014-07-29
Barack Obama	Consult	François Hollande	2014-08-11
Barack Obama	Consult	François Hollande	2014-06-21
Barack Obama	Consult	François Hollande	2014-08-10
Barack Obama	Consult	François Hollande	2014-02-10
Barack Obama	Consult	François Hollande	2014-06-23
Barack Obama	Consult	François Hollande	2014-02-14
Barack Obama	Consult	François Hollande	2014-03-12
Barack Obama	Consult	François Hollande	2014-08-09
Xi Jinping	Consult	Milos Zeman	2014-02-07
Xi Jinping	Consult	Milos Zeman	2014-11-04
Radoslaw Sikorski	Consult	Arseniy Yatsenyuk	2014-07-16
Isaias Afewerki	Consult	Umar al Bashir	2014-05-08
Isaias Afewerki	Consult	Umar al Bashir	2014-04-06
China	Sign formal agreement	South Korea	2014-08-25
China	Sign formal agreement	South Korea	2014-09-06
China	Sign formal agreement	South Korea	2014-09-04
China	Sign formal agreement	South Korea	2014-10-14
China	Sign formal agreement	South Korea	2014-11-12
China	Sign formal agreement	South Korea	2014-11-02
China	Sign formal agreement	South Korea	2014-08-20
China	Sign formal agreement	South Korea	2014-11-21
China	Sign formal agreement	South Korea	2014-07-05
China	Sign formal agreement	South Korea	2014-11-07
China	Sign formal agreement	South Korea	2014-11-11
China	Sign formal agreement	South Korea	2014-04-03
Abdullah Abdullah	Consult	Foreign Affairs (United States)	2014-11-26
Abdullah Abdullah	Consult	Foreign Affairs (United States)	2014-07-03
Abdullah Abdullah	Consult	Foreign Affairs (United States)	2014-08-28
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-01-09
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-12-24
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-10-17
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-01-15
Foreign Affairs (Syria)	Consult	Foreign Affairs (Russia)	2014-01-14
Cambodia	Engage in diplomatic cooperation	Vietnam	2014-12-18
Cambodia	Engage in diplomatic cooperation	Vietnam	2014-09-12
Cambodia	Engage in diplomatic cooperation	Vietnam	2014-12-24
Cambodia	Engage in diplomatic cooperation	Vietnam	2014-09-25
South Sudan	Sign formal agreement	Sudan	2014-12-13
South Sudan	Sign formal agreement	Sudan	2014-11-05
South Sudan	Sign formal agreement	Sudan	2014-07-09
South Sudan	Sign formal agreement	Sudan	2014-09-27
Tajikistan	Consult	Iran	2014-08-30
Tajikistan	Consult	Iran	2014-02-06
Tajikistan	Consult	Iran	2014-02-10
Tajikistan	Consult	Iran	2014-12-11
Tajikistan	Consult	Iran	2014-03-28
Tajikistan	Consult	Iran	2014-08-12
Tajikistan	Consult	Iran	2014-03-29
Tajikistan	Consult	Iran	2014-03-26
Iran	Engage in diplomatic cooperation	Qatar	2014-08-31
Iran	Engage in diplomatic cooperation	Qatar	2014-12-08
Iran	Engage in diplomatic cooperation	Qatar	2014-11-25
Iran	Engage in diplomatic cooperation	Qatar	2014-06-01
Iran	Engage in diplomatic cooperation	Qatar	2014-12-10
Iran	Engage in diplomatic cooperation	Qatar	2014-09-10
Iran	Engage in diplomatic cooperation	Qatar	2014-12-01
Iran	Engage in diplomatic cooperation	Qatar	2014-11-26
Iran	Engage in diplomatic cooperation	Qatar	2014-11-24
Iran	Engage in diplomatic cooperation	Qatar	2014-04-15
Iran	Engage in diplomatic cooperation	Qatar	2014-11-23
Iran	Engage in diplomatic cooperation	Qatar	2014-11-11
Iran	Engage in diplomatic cooperation	Qatar	2014-04-17
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-18
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-31
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-06
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-11-24
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-17
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-18
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-13
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-07
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-01
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-16
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-02
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-16
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-10-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-13
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-10-15
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-15
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-04
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-05
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-31
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-04
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-05-06
City Mayor (Argentina)	Consult	Agustín Rossi	2014-03-06
Head of Government (Tajikistan)	Consult	Xi Jinping	2014-09-21
Philippe Couillard	Consult	Kathleen Wynne	2014-08-21
Philippe Couillard	Consult	Kathleen Wynne	2014-11-21
Ministry (South Africa)	Consult	Media (Africa)	2014-11-07
Ministry (South Africa)	Consult	Media (Africa)	2014-08-08
Ministry (South Africa)	Consult	Media (Africa)	2014-11-27
Ministry (South Africa)	Consult	Media (Africa)	2014-05-27
Ministry (South Africa)	Consult	Media (Africa)	2014-10-22
Ministry (South Africa)	Consult	Media (Africa)	2014-07-10
Ministry (South Africa)	Consult	Media (Africa)	2014-11-17
Ministry (South Africa)	Consult	Media (Africa)	2014-12-10
Ministry (South Africa)	Consult	Media (Africa)	2014-10-09
Ministry (South Africa)	Consult	Media (Africa)	2014-07-24
Foreign Affairs (United States)	Meet at a 'third' location	Central Bank of Libya	2014-12-18
Iran	Engage in negotiation	Bertie Ahern	2014-02-06
Iran	Engage in negotiation	Bertie Ahern	2014-02-05
Simon Gass	Consult	Iran	2014-05-01
Simon Gass	Consult	Iran	2014-04-29
Iran	Sign formal agreement	Justice Department/Ministery (Azerbaijan)	2014-04-20
Iran	Sign formal agreement	Justice Department/Ministery (Azerbaijan)	2014-04-23
Xi Jinping	Consult	Ma Ying Jeou	2014-01-28
Xi Jinping	Consult	Ma Ying Jeou	2014-02-18
Xi Jinping	Consult	Ma Ying Jeou	2014-10-08
Xi Jinping	Consult	Ma Ying Jeou	2014-10-31
Mohammad Javad Zarif	Consult	Head of Government (Turkmenistan)	2014-01-16
Head of Government (Ukraine)	Consult	Arseniy Yatsenyuk	2014-10-29
Media (India)	Consult	Pinarayi Vijayan	2014-05-25
John Kerry	Consult	Pavlo Klimkin	2014-07-31
John Kerry	Consult	Pavlo Klimkin	2014-06-25
Tajikistan	Engage in diplomatic cooperation	China	2014-05-20
Tajikistan	Engage in diplomatic cooperation	China	2014-11-07
Tajikistan	Engage in diplomatic cooperation	China	2014-04-18
Tajikistan	Engage in diplomatic cooperation	China	2014-10-30
Tajikistan	Engage in diplomatic cooperation	China	2014-05-19
Lawyer/Attorney (Holy See (Vatican City State))	Consult	Lawyer/Attorney (Dominican Republic)	2014-12-03
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-28
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-12
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-13
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-10
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-18
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-08-13
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-27
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-11
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-19
Barack Obama	Discuss by telephone	Benjamin Netanyahu	2014-07-21
China	Express intent to cooperate	France	2014-10-20
China	Express intent to cooperate	France	2014-10-19
China	Express intent to cooperate	France	2014-11-30
China	Express intent to cooperate	France	2014-11-24
China	Express intent to cooperate	France	2014-01-12
China	Express intent to cooperate	France	2014-01-16
China	Express intent to cooperate	France	2014-11-01
China	Express intent to cooperate	France	2014-01-14
Governor (Angola)	Consult	Angola	2014-08-18
Governor (Angola)	Consult	Angola	2014-05-15
Governor (Angola)	Consult	Angola	2014-09-05
Sergey Viktorovich Lavrov	Discuss by telephone	Fumio Kishida	2014-03-11
Japan	Engage in diplomatic cooperation	China	2014-01-24
Japan	Engage in diplomatic cooperation	China	2014-04-24
Japan	Engage in diplomatic cooperation	China	2014-04-21
Japan	Engage in diplomatic cooperation	China	2014-11-07
Japan	Engage in diplomatic cooperation	China	2014-11-17
Japan	Engage in diplomatic cooperation	China	2014-09-10
Japan	Engage in diplomatic cooperation	China	2014-08-25
Japan	Engage in diplomatic cooperation	China	2014-06-24
Japan	Engage in diplomatic cooperation	China	2014-06-08
Japan	Engage in diplomatic cooperation	China	2014-06-18
Japan	Engage in diplomatic cooperation	China	2014-06-30
Japan	Engage in diplomatic cooperation	China	2014-11-26
Japan	Engage in diplomatic cooperation	China	2014-12-01
Japan	Engage in diplomatic cooperation	China	2014-04-16
Media (Africa)	Consult	Ogaden National Liberation Front	2014-11-11
South Africa	Consult	China	2014-06-30
South Africa	Consult	China	2014-07-28
South Africa	Consult	China	2014-10-28
South Africa	Consult	China	2014-07-04
South Africa	Consult	China	2014-07-23
South Africa	Consult	China	2014-03-24
South Africa	Consult	China	2014-07-13
South Africa	Consult	China	2014-07-15
South Africa	Consult	China	2014-07-16
South Africa	Consult	China	2014-11-15
South Africa	Consult	China	2014-07-12
South Africa	Consult	China	2014-04-04
South Africa	Consult	China	2014-06-03
South Africa	Consult	China	2014-07-11
South Africa	Consult	China	2014-07-14
South Africa	Consult	China	2014-06-27
Bernardino Leon	Consult	UN Security Council	2014-12-23
Bahrain	Express intent to cooperate	United Arab Emirates	2014-11-17
Bahrain	Express intent to cooperate	United Arab Emirates	2014-11-28
Bahrain	Express intent to cooperate	United Arab Emirates	2014-12-20
Bahrain	Express intent to cooperate	United Arab Emirates	2014-11-25
Bahrain	Express intent to cooperate	United Arab Emirates	2014-11-29
Pedro Manuel Mamede Passos Coelho	Consult	Jacob J. Lew	2014-01-09
Abdullah Abdullah	Consult	Senate Armed Services Committee	2014-07-04
Iran	Engage in negotiation	China	2014-11-16
Iran	Engage in negotiation	China	2014-09-22
Iran	Engage in negotiation	China	2014-11-18
Iran	Engage in negotiation	China	2014-11-30
Iran	Engage in negotiation	China	2014-02-18
South Korea	Engage in diplomatic cooperation	Japan	2014-03-26
South Korea	Engage in diplomatic cooperation	Japan	2014-06-30
South Korea	Engage in diplomatic cooperation	Japan	2014-01-16
South Korea	Engage in diplomatic cooperation	Japan	2014-10-25
South Korea	Engage in diplomatic cooperation	Japan	2014-06-10
South Korea	Engage in diplomatic cooperation	Japan	2014-06-18
South Korea	Engage in diplomatic cooperation	Japan	2014-12-11
South Korea	Engage in diplomatic cooperation	Japan	2014-07-28
South Korea	Engage in diplomatic cooperation	Japan	2014-08-22
South Korea	Engage in diplomatic cooperation	Japan	2014-09-19
South Korea	Engage in diplomatic cooperation	Japan	2014-07-01
South Korea	Engage in diplomatic cooperation	Japan	2014-08-16
South Korea	Engage in diplomatic cooperation	Japan	2014-09-18
South Korea	Engage in diplomatic cooperation	Japan	2014-09-17
South Korea	Engage in diplomatic cooperation	Japan	2014-09-16
South Korea	Engage in diplomatic cooperation	Japan	2014-10-20
South Korea	Engage in diplomatic cooperation	Japan	2014-09-20
South Korea	Engage in diplomatic cooperation	Japan	2014-01-13
South Korea	Engage in diplomatic cooperation	Japan	2014-08-21
South Korea	Engage in diplomatic cooperation	Japan	2014-02-08
Sergey Viktorovich Lavrov	Express intent to cooperate	Federica Mogherini	2014-12-04
Sergey Viktorovich Lavrov	Express intent to cooperate	Federica Mogherini	2014-12-06
Haider Al-Abadi	Consult	Barack Obama	2014-09-26
Haider Al-Abadi	Consult	Barack Obama	2014-08-14
Haider Al-Abadi	Consult	Barack Obama	2014-09-25
Haider Al-Abadi	Consult	Barack Obama	2014-08-11
Ashok Kumar	Consult	M.K. Narayanan	2014-01-07
Foreign Affairs (Italy)	Sign formal agreement	Niko Peleshi	2014-12-12
Foreign Affairs (Italy)	Sign formal agreement	Niko Peleshi	2014-12-11
Agence France-Presse	Discuss by telephone	John Kerry	2014-04-04
Poland	Consult	Iran	2014-05-28
Poland	Consult	Iran	2014-05-25
John Kerry	Consult	Mohammad Javad Zarif	2014-07-15
John Kerry	Consult	Mohammad Javad Zarif	2014-10-16
John Kerry	Consult	Mohammad Javad Zarif	2014-02-04
John Kerry	Consult	Mohammad Javad Zarif	2014-02-03
John Kerry	Consult	Mohammad Javad Zarif	2014-11-04
John Kerry	Consult	Mohammad Javad Zarif	2014-09-26
John Kerry	Consult	Mohammad Javad Zarif	2014-09-21
John Kerry	Consult	Mohammad Javad Zarif	2014-02-21
John Kerry	Consult	Mohammad Javad Zarif	2014-11-09
John Kerry	Consult	Mohammad Javad Zarif	2014-09-22
John Kerry	Consult	Mohammad Javad Zarif	2014-07-14
John Kerry	Consult	Mohammad Javad Zarif	2014-11-22
John Kerry	Consult	Mohammad Javad Zarif	2014-09-23
John Kerry	Consult	Mohammad Javad Zarif	2014-10-15
John Kerry	Consult	Mohammad Javad Zarif	2014-07-17
John Kerry	Consult	Mohammad Javad Zarif	2014-09-24
John Kerry	Consult	Mohammad Javad Zarif	2014-11-24
John Kerry	Consult	Mohammad Javad Zarif	2014-07-13
Antonis Samaras	Consult	Yannis Stournaras	2014-02-08
Antonis Samaras	Consult	Yannis Stournaras	2014-01-30
Antonis Samaras	Consult	Yannis Stournaras	2014-01-24
Antonis Samaras	Consult	Yannis Stournaras	2014-06-13
Antonis Samaras	Consult	Yannis Stournaras	2014-05-23
Marwan Charbel	Consult	Jean Qahwaji	2014-02-13
Umar al Bashir	Meet at a 'third' location	Sudan	2014-01-06
People Associated with the Opposition (Ukraine)	Consult	Head of Government (Ukraine)	2014-01-27
Sergey Viktorovich Lavrov	Engage in negotiation	Peter Szijjarto	2014-11-21
Ministry (France)	Discuss by telephone	Interfax	2014-02-20
Middle East	Consult	Abdel Fattah Al-Sisi	2014-06-09
Bureaucrat (Australia)	Consult	Lawrence Springborg	2014-03-07
Iraq	Consult	Iran	2014-12-14
Iraq	Consult	Iran	2014-10-27
Iraq	Consult	Iran	2014-10-23
Iraq	Consult	Iran	2014-10-22
Iraq	Consult	Iran	2014-12-09
Iraq	Consult	Iran	2014-10-25
Vietnam	Engage in diplomatic cooperation	Japan	2014-09-09
Vietnam	Engage in diplomatic cooperation	Japan	2014-10-06
Vietnam	Engage in diplomatic cooperation	Japan	2014-09-14
Vietnam	Engage in diplomatic cooperation	Japan	2014-09-05
Vietnam	Engage in diplomatic cooperation	Japan	2014-09-15
Vietnam	Engage in diplomatic cooperation	Japan	2014-12-26
Government (United States)	Engage in negotiation	Iran	2014-12-11
