,head,relation,tail,time
21232,Military Personnel (Philippines),Make statement,Military (Philippines),2012-04-10
21233,Military Personnel (Philippines),Make statement,Military (Philippines),2006-04-25
21234,Military Personnel (Philippines),Make statement,Military (Philippines),2008-08-30
21235,Military Personnel (Philippines),Make statement,Military (Philippines),2013-10-02
21236,Military Personnel (Philippines),Make statement,Military (Philippines),2013-06-03
21237,Military Personnel (Philippines),Make statement,Military (Philippines),2006-10-26
21238,Military Personnel (Philippines),Make statement,Military (Philippines),2005-01-07
21239,Military Personnel (Philippines),Make statement,Military (Philippines),2007-05-29
21240,Military Personnel (Philippines),Make statement,Military (Philippines),2011-11-01
21241,Military Personnel (Philippines),Make statement,Military (Philippines),2012-01-22
21242,Military Personnel (Philippines),Make statement,Military (Philippines),2013-10-09
21243,Military Personnel (Philippines),Make statement,Military (Philippines),2015-02-24
21244,Military Personnel (Philippines),Make statement,Military (Philippines),2006-04-04
21245,Military Personnel (Philippines),Make statement,Military (Philippines),2012-10-22
21246,Military Personnel (Philippines),Make statement,Military (Philippines),2007-03-01
21247,Military Personnel (Philippines),Make statement,Moro Islamic Liberation Front,2008-12-27
21248,Military Personnel (Philippines),Make statement,Moro Islamic Liberation Front,2010-06-09
21249,Military Personnel (Philippines),Make statement,Police (Philippines),2007-10-03
21250,Military Personnel (Philippines),Yield,Police (Philippines),2012-09-17
21251,Military Personnel (Philippines),Make statement,Police (Philippines),2011-01-04
21252,Military Personnel (Philippines),Make statement,Police (Philippines),2008-12-31
21253,Military Personnel (Philippines),Make statement,Police (Philippines),2015-09-10
21254,Military Personnel (Philippines),Make statement,Police (Philippines),2006-03-31
21255,Military Personnel (Philippines),Make statement,Police (Philippines),2015-12-01
21256,Military Personnel (Philippines),Praise or endorse,Police (Philippines),2013-02-11
21257,Military Personnel (Philippines),Make statement,Police (Philippines),2009-02-20
21258,Military Personnel (Philippines),Make statement,Police (Philippines),2012-09-30
21259,Military Personnel (Philippines),Make statement,Police (Philippines),2007-05-18
21260,Military Personnel (Philippines),Criticize or denounce,Police (Philippines),2009-02-06
21261,Military Personnel (Philippines),Make statement,Police (Philippines),2008-07-27
21262,Military Personnel (Philippines),Express intent to engage in diplomatic cooperation (such as policy support),Police (Philippines),2013-09-26
21263,Military Personnel (Philippines),Make statement,Police (Philippines),2005-12-06
21264,Military Personnel (Philippines),Consult,Police (Philippines),2014-05-27
21265,Military Personnel (Philippines),Make statement,Police (Philippines),2008-12-20
21266,Military Personnel (Philippines),Make statement,Police (Philippines),2007-05-28
21267,Military Personnel (South Korea),Make statement,South Korea,2008-03-30
21268,Military Personnel (South Korea),Make optimistic comment,South Korea,2005-07-13
21269,Military Personnel (South Korea),Make statement,South Korea,2013-10-24
21270,Military Personnel (Thailand),Investigate,Abhisit Vejjajiva,2010-02-24
21271,Military Personnel (Thailand),Consult,Abhisit Vejjajiva,2009-03-12
21272,Military Personnel (Thailand),Discuss by telephone,Agence France-Presse,2005-02-06
21273,Military Personnel (Thailand),Discuss by telephone,Agence France-Presse,2012-03-14
21274,Military Personnel (Thailand),Make statement,Armed Gang (Thailand),2013-01-23
21275,Military Personnel (Thailand),Make statement,Armed Gang (Thailand),2014-04-23
21276,Military Personnel (Thailand),Make statement,Armed Gang (Thailand),2006-01-31
21277,Military Personnel (Thailand),Make statement,Cabinet / Council of Ministers / Advisors (Thailand),2015-03-19
21278,Military Personnel (Thailand),Consult,Cabinet / Council of Ministers / Advisors (Thailand),2007-07-25
21279,Military Personnel (Thailand),Make a visit,Cambodia,2010-09-02
21280,Military Personnel (Thailand),Make a visit,Cambodia,2009-08-26
21281,Military Personnel (Thailand),Accuse,Cambodia,2008-10-16
21282,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2014-01-09
21283,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2006-12-27
21284,Military Personnel (Thailand),Investigate,Citizen (Thailand),2005-08-10
21285,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2015-09-09
21286,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2007-04-26
21287,Military Personnel (Thailand),Appeal for diplomatic cooperation (such as policy support),Citizen (Thailand),2009-02-19
21288,Military Personnel (Thailand),Provide aid,Citizen (Thailand),2005-02-04
21289,Military Personnel (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2007-12-21
21290,Military Personnel (Thailand),Criticize or denounce,Citizen (Thailand),2006-03-08
21291,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2007-12-05
21292,Military Personnel (Thailand),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Thailand),2013-04-10
21293,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2006-12-11
21294,Military Personnel (Thailand),Demand,Citizen (Thailand),2014-03-08
21295,Military Personnel (Thailand),Appeal for diplomatic cooperation (such as policy support),Citizen (Thailand),2009-10-06
21296,Military Personnel (Thailand),Bring lawsuit against,Citizen (Thailand),2009-08-04
21297,Military Personnel (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2005-09-27
21298,Military Personnel (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2015-12-08
21299,Military Personnel (Thailand),Accuse,Citizen (Thailand),2015-11-23
21300,Military Personnel (Thailand),Accuse,Insurgent (Thailand),2007-06-07
21301,Military Personnel (Thailand),Make statement,Insurgent (Thailand),2015-11-13
21302,Military Personnel (Thailand),Make an appeal or request,Protester (Thailand),2011-01-17
21303,Military Personnel (Thailand),Make statement,Protester (Thailand),2011-03-09
21304,Military Personnel (Thailand),Make statement,Sondhi Limthongkul,2005-11-11
21305,Military Personnel (Thailand),"Reject proposal to meet, discuss, or negotiate",Sondhi Limthongkul,2005-11-17
21306,Military Personnel (Thailand),Seize or damage property,Thailand,2005-11-10
21307,Military Personnel (Thailand),Make statement,Thailand,2015-04-24
21308,Military Personnel (Thailand),Make statement,Thailand,2011-04-22
21309,Military Personnel (Thailand),Make statement,Thailand,2009-03-03
21310,Military Personnel (Thailand),Demand,Thailand,2006-09-18
21311,Military Personnel (Thailand),Seize or damage property,Thailand,2005-11-09
21312,Military Personnel (Thailand),Make statement,Thailand,2014-06-24
21313,Military Personnel (Thailand),Make statement,Thailand,2007-01-18
21314,Military Personnel (Thailand),Make statement,Thailand,2006-11-25
21315,Military Personnel (Thailand),Make statement,Thailand,2009-03-09
21316,Military Personnel (Thailand),Make statement,Thailand,2007-09-20
21317,Military Personnel (Thailand),Consult,Thailand,2011-04-29
21318,Military Personnel (Thailand),Make statement,Thailand,2006-01-20
21319,Military Personnel (Thailand),Make statement,Thailand,2009-01-09
21320,Military Personnel (Thailand),Make statement,Thailand,2005-11-05
21321,Military Personnel (Thailand),Investigate,Thailand,2015-10-04
21322,Military Personnel (Thailand),Make statement,Thailand,2006-07-06
21323,Military Personnel (Thailand),Use conventional military force,Thailand,2006-01-01
21324,Military Personnel (Thailand),Make statement,Thailand,2010-05-14
21325,Military Personnel (Yemen),Make statement,Governor (Yemen),2015-08-15
21326,Military Personnel (Yemen),Make statement,Governor (Yemen),2015-07-23
21327,Military Personnel (Yemen),Make statement,Yemen,2012-05-26
21328,Military Personnel (Yemen),Use conventional military force,Yemen,2015-05-01
21329,Military Personnel (Yemen),Criticize or denounce,Yemen,2008-04-02
21330,Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2013-10-20
21331,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Armed Rebel (Afghanistan),2014-03-17
21332,Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2006-04-14
21333,Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2012-04-17
21334,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Armed Rebel (Afghanistan),2014-03-04
21335,Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2015-06-23
21336,Military Personnel - Special (Afghanistan),Use conventional military force,Armed Rebel (Afghanistan),2014-10-23
21337,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2015-06-22
21338,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2013-01-06
21339,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2011-11-03
21340,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2015-05-13
21341,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2014-03-28
21342,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2013-09-08
21343,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Attacker (Afghanistan),2013-02-01
21344,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2009-05-17
21345,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2009-02-11
21346,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-09-04
21347,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-03-29
21348,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-07-09
21349,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2008-04-29
21350,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2011-11-03
21351,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2015-04-19
21352,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2015-04-09
21353,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2012-04-14
21354,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-05-05
21355,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-05-23
21356,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2013-10-22
21357,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2015-12-12
21358,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2014-07-01
21359,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2014-08-03
21360,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Combatant (Taliban),2010-06-06
21361,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2014-06-12
21362,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2015-05-13
21363,Military Personnel - Special (Afghanistan),Confiscate property,Combatant (Taliban),2015-10-05
21364,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2015-05-24
21365,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2006-04-05
21366,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2012-04-07
21367,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2014-10-23
21368,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-04-07
21369,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Insurgent (Afghanistan),2012-04-20
21370,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2015-02-09
21371,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Insurgent (Afghanistan),2009-08-20
21372,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Insurgent (Afghanistan),2015-07-12
21373,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-12-14
21374,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-11-14
21375,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-12-20
21376,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2012-08-02
21377,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2012-02-09
21378,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2008-08-28
21379,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2008-11-07
21380,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-05-26
21381,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2015-07-02
21382,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Insurgent (Afghanistan),2011-08-10
21383,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-12-26
21384,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2014-03-25
21385,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2009-04-10
21386,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2011-11-26
21387,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2007-08-13
21388,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2006-07-30
21389,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-10-05
21390,Military Personnel - Special (Afghanistan),Expel or deport individuals,Militant (Taliban),2015-10-13
21391,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-12-12
21392,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-11-14
21393,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-03-17
21394,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-08-07
21395,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2013-06-09
21396,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-09-29
21397,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-10-19
21398,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-07-20
21399,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-05-23
21400,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-12-30
21401,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2006-08-08
21402,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-05-25
21403,Military Personnel - Special (Afghanistan),Use unconventional violence,Militant (Taliban),2015-09-08
21404,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Militant (Taliban),2009-09-14
21405,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-09-11
21406,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Militant (Taliban),2012-06-22
21407,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2009-06-15
21408,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2006-09-13
21409,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Militant (Taliban),2009-02-03
21410,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-12-24
21411,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-07-10
21412,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2010-02-06
21413,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Murderer (Afghanistan),2011-08-28
21414,Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Murderer (Afghanistan),2015-04-16
21415,Military Personnel - Special (Afghanistan),Use conventional military force,Protester (Afghanistan),2006-02-06
21416,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Protester (Afghanistan),2013-05-08
21417,Military Personnel - Special (Afghanistan),Use tactics of violent repression,Protester (Afghanistan),2010-09-12
21418,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Protester (Afghanistan),2013-05-09
21419,Military Personnel - Special (Afghanistan),Use conventional military force,Protester (Afghanistan),2013-06-04
21420,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-03-13
21421,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-01-18
21422,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-03-08
21423,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-05-14
21424,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-05-15
21425,Military Personnel - Special (Bangladesh),fight with small arms and light weapons,Citizen (Bangladesh),2013-03-04
21426,Military Personnel - Special (Bangladesh),"Arrest, detain, or charge with legal action",Citizen (Bangladesh),2007-05-09
21427,Military Personnel - Special (Bangladesh),Use conventional military force,Citizen (Bangladesh),2005-07-02
21428,Military Personnel - Special (Colombia),Use conventional military force,Drug Gang (Colombia),2015-10-02
21429,Military Personnel - Special (Colombia),"Arrest, detain, or charge with legal action",Drug Gang (Colombia),2012-08-09
21430,Military Personnel - Special (France),Mobilize or increase armed forces,France,2005-07-11
21431,Military Personnel - Special (France),Mobilize or increase armed forces,France,2015-01-09
21432,Military Personnel - Special (France),Use conventional military force,France,2015-01-27
21433,Military Personnel - Special (France),Seize or damage property,France,2011-03-19
21434,Military Personnel - Special (France),"Arrest, detain, or charge with legal action",Men (France),2008-05-29
21435,Military Personnel - Special (France),Use conventional military force,Men (France),2015-01-09
21436,Military Personnel - Special (India),fight with small arms and light weapons,Armed Band (India),2012-08-07
21437,Military Personnel - Special (India),fight with small arms and light weapons,Armed Band (India),2005-07-05
21438,Military Personnel - Special (India),Coerce,Garo National Liberation Army,2014-06-05
21439,Military Personnel - Special (India),"Arrest, detain, or charge with legal action",Garo National Liberation Army,2011-11-24
21440,Military Personnel - Special (India),Use conventional military force,Islamic Militant (India),2007-01-01
21441,Military Personnel - Special (India),Use conventional military force,Islamic Militant (India),2006-12-27
21442,Military Personnel - Special (India),"Arrest, detain, or charge with legal action",Men (India),2013-03-22
21443,Military Personnel - Special (India),"Arrest, detain, or charge with legal action",Men (India),2015-09-27
21444,Military Personnel - Special (India),Investigate,Men (India),2008-07-20
21445,Military Personnel - Special (India),Use conventional military force,Protester (India),2010-10-28
21446,Military Personnel - Special (India),fight with small arms and light weapons,Protester (India),2010-09-07
21447,Military Personnel - Special (India),Use conventional military force,Protester (India),2010-06-26
21448,Military Personnel - Special (India),Use unconventional violence,Protester (India),2009-04-24
21449,Military Personnel - Special (India),Use conventional military force,Protester (India),2008-12-25
21450,Military Personnel - Special (India),Use conventional military force,Protester (India),2010-07-30
21451,Military Personnel - Special (India),fight with small arms and light weapons,Protester (India),2010-06-26
21452,Military Personnel - Special (India),Use tactics of violent repression,Protester (India),2007-07-07
21453,Military Personnel - Special (India),Use tactics of violent repression,Protester (India),2010-09-25
21454,Military Personnel - Special (India),fight with small arms and light weapons,Protester (India),2010-09-01
21455,Military Personnel - Special (India),Use tactics of violent repression,Protester (India),2011-08-26
21456,Military Personnel - Special (India),Use conventional military force,Rebel Commander (India),2007-07-24
21457,Military Personnel - Special (India),Use conventional military force,Rebel Commander (India),2006-06-19
21458,Military Personnel - Special (India),Use conventional military force,Separatist (India),2009-04-12
21459,Military Personnel - Special (India),fight with small arms and light weapons,Separatist (India),2010-05-12
21460,Military Personnel - Special (India),fight with small arms and light weapons,Separatist (India),2015-09-10
21461,Military Personnel - Special (India),Use conventional military force,Separatist (India),2005-09-26
21462,Military Personnel - Special (Laos),"Arrest, detain, or charge with legal action",Thailand,2007-07-16
21463,Military Personnel - Special (Laos),"Arrest, detain, or charge with legal action",Thailand,2007-07-18
21464,Military Personnel - Special (Philippines),Make statement,Abu Sayyaf,2014-09-11
21465,Military Personnel - Special (Philippines),"Arrest, detain, or charge with legal action",Abu Sayyaf,2015-05-26
21466,Military Personnel - Special (Philippines),Occupy territory,Abu Sayyaf,2015-05-16
21467,Military Personnel - Special (Philippines),"Arrest, detain, or charge with legal action",Abu Sayyaf,2009-08-26
21468,Military Personnel - Special (Philippines),Use conventional military force,Militant (Philippines),2015-02-07
21469,Military Personnel - Special (Philippines),Use conventional military force,Militant (Philippines),2011-10-02
21470,Military Personnel - Special (Philippines),Provide humanitarian aid,Police (Philippines),2009-01-24
21471,Military Personnel - Special (Philippines),"Arrest, detain, or charge with legal action",Police (Philippines),2006-05-16
21472,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2008-10-29
21473,Military Personnel - Special (Sudan),Sexually assault,Citizen (Sudan),2011-02-24
21474,Military Personnel - Special (Sudan),"Arrest, detain, or charge with legal action",Citizen (Sudan),2010-01-25
21475,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2011-01-17
21476,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2005-05-20
21477,Military Personnel - Special (Sudan),"Arrest, detain, or charge with legal action",Citizen (Sudan),2012-04-13
21478,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2013-10-04
21479,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2008-08-27
21480,Military Personnel - Special (Sudan),Use conventional military force,Citizen (Sudan),2012-08-08
21481,Military Personnel - Special (Sudan),Use conventional military force,Sudan,2011-09-13
21482,Military Personnel - Special (Sudan),Retreat or surrender militarily,Sudan,2009-05-18
21483,Military Police (Sri Lanka),"Arrest, detain, or charge with legal action",Sarath Fonseka,2010-02-15
21484,Military Police (Sri Lanka),"Arrest, detain, or charge with legal action",Sarath Fonseka,2010-04-10
21485,Military Wing (Hamas),"Abduct, hijack, or take hostage",Israeli Defense Forces,2006-06-30
21486,Military Wing (Hamas),fight with artillery and tanks,Israeli Defense Forces,2009-01-02
21487,Militia (South Korea),Threaten with military force,South Korea,2007-09-03
21488,Militia (South Korea),Accuse,South Korea,2007-09-03
21489,Militia (Syria),Use unconventional violence,Armed Rebel (Syria),2013-05-22
21490,Militia (Syria),Use unconventional violence,Armed Rebel (Syria),2012-09-06
21491,Militia (Syria),Use unconventional violence,Armed Rebel (Syria),2012-09-29
21492,Militia (Tanzania),Use unconventional violence,Citizen (Tanzania),2005-11-01
21493,Militia (Tanzania),Use unconventional violence,Citizen (Tanzania),2013-08-13
21494,Milo Djukanovic,Express intent to meet or negotiate,Javier Solana,2006-05-28
21495,Milo Djukanovic,Express intent to meet or negotiate,Javier Solana,2006-05-29
21496,Minister Kachornprasart,Make a visit,Chart Thai,2007-10-30
21497,Minister Kachornprasart,Make statement,Chart Thai,2011-07-02
21498,Ministry (Afghanistan),Reject,Afghan National Army,2014-02-26
21499,Ministry (Afghanistan),Make statement,Afghan National Army,2009-04-20
21500,Ministry (Afghanistan),Praise or endorse,Iran,2010-09-07
21501,Ministry (Afghanistan),Praise or endorse,Iran,2009-05-05
21502,Ministry (Afghanistan),Provide humanitarian aid,Refugee (Afghanistan),2008-04-02
21503,Ministry (Afghanistan),Make statement,Refugee (Afghanistan),2008-02-20
21504,Ministry (Belgium),Make a visit,Burundi,2005-11-28
21505,Ministry (Belgium),Make an appeal or request,Burundi,2009-02-25
21506,Ministry (Brazil),"Reject proposal to meet, discuss, or negotiate",Citizen (Brazil),2005-03-28
21507,Ministry (Brazil),Express intent to meet or negotiate,Citizen (Brazil),2012-01-11
21508,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2008-07-01
21509,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2008-03-13
21510,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2012-08-18
21511,Ministry (Brazil),Demand,Citizen (Brazil),2011-03-13
21512,Ministry (Brazil),Investigate,Citizen (Brazil),2005-08-17
21513,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2015-11-01
21514,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2006-02-16
21515,Ministry (Brazil),Consider policy option,Citizen (Brazil),2013-07-15
21516,Ministry (Brazil),Accuse,Citizen (Brazil),2008-12-26
21517,Ministry (Brazil),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Brazil),2015-10-08
21518,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2011-01-08
21519,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2008-07-02
21520,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2006-09-28
21521,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-10-01
21522,Ministry (Brazil),"Investigate crime, corruption",Citizen (Brazil),2013-02-23
21523,Ministry (Brazil),Reject,Citizen (Brazil),2010-09-29
21524,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2010-05-08
21525,Ministry (Brazil),"Reject proposal to meet, discuss, or negotiate",Citizen (Brazil),2011-08-06
21526,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2012-08-29
21527,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2015-07-31
21528,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2009-07-05
21529,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2014-07-23
21530,Ministry (Brazil),Accuse,Citizen (Brazil),2009-12-10
21531,Ministry (Brazil),Accuse,Citizen (Brazil),2012-09-13
21532,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2006-11-01
21533,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-18
21534,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2008-07-12
21535,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2012-10-23
21536,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-27
21537,Ministry (Brazil),Reject,Citizen (Brazil),2008-09-28
21538,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-28
21539,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2011-02-14
21540,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2012-08-02
21541,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2005-11-12
21542,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2012-11-14
21543,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2009-11-15
21544,Ministry (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2008-05-21
21545,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2008-05-14
21546,Ministry (Brazil),Express intent to meet or negotiate,Citizen (Brazil),2013-07-01
21547,Ministry (Brazil),Consult,Cláudio Lembo,2006-07-07
21548,Ministry (Brazil),Consult,Cláudio Lembo,2006-08-14
21549,Ministry (Brazil),Discuss by telephone,Cláudio Lembo,2006-05-15
21550,Ministry (Brazil),Sign formal agreement,Cláudio Lembo,2006-08-18
21551,Ministry (Brazil),Make statement,Congress (Brazil),2008-04-16
21552,Ministry (Brazil),Make statement,Congress (Brazil),2015-10-29
21553,Ministry (Brazil),Make statement,Congress (Brazil),2008-04-17
21554,Ministry (Brazil),Make statement,Head of Government (Brazil),2008-02-13
21555,Ministry (Brazil),Consult,Head of Government (Brazil),2005-02-17
21556,Ministry (Brazil),Consult,Head of Government (Brazil),2013-07-20
21557,Ministry (Brazil),Reject,Head of Government (Brazil),2006-08-07
21558,Ministry (Brazil),Consult,Head of Government (Brazil),2014-10-23
21559,Ministry (Brazil),Make statement,José Dirceu de Oliveira e Silva,2007-08-28
21560,Ministry (Brazil),"Arrest, detain, or charge with legal action",José Dirceu de Oliveira e Silva,2012-10-22
21561,Ministry (Brazil),Criticize or denounce,José Dirceu de Oliveira e Silva,2012-10-04
21562,Ministry (Brazil),Criticize or denounce,José Dirceu de Oliveira e Silva,2012-10-09
21563,Ministry (Brazil),Praise or endorse,José Dirceu de Oliveira e Silva,2011-09-29
21564,Ministry (Brazil),Express intent to engage in diplomatic cooperation (such as policy support),José Dirceu de Oliveira e Silva,2012-10-25
