relation test,relation train,#implication,#rel_test,percentage
Share intelligence or information,"Use chemical, biological, or radiological weapons",4,25,0.16
Appeal for de-escalation of military engagement,"Use chemical, biological, or radiological weapons",0,18,0.0
"Declare truce, ceasefire","Use chemical, biological, or radiological weapons",0,23,0.0
fight with artillery and tanks,"Use chemical, biological, or radiological weapons",8,19,0.42105263157894735
Threaten to reduce or break relations,"Use chemical, biological, or radiological weapons",0,11,0.0
"Return, release person(s)",Investigate,26621,176,151.2556818181818
Investigate,Accede to demands for rights,38,682,0.05571847507331378
Confiscate property,Investigate,32972,128,257.59375
Investigate,Confiscate property,35309,682,51.77272727272727
"Investigate crime, corruption",Investigate,4782,25,191.28
Investigate,"Investigate crime, corruption",5649,682,8.282991202346041
Demand,Investigate,21479,676,31.773668639053255
Investigate,Express intent to allow international involvement (non-mediation),0,682,0.0
Investigate,"Obstruct passage, block",0,682,0.0
Investigate,Use tactics of violent repression,1368,682,2.005865102639296
Investigate,Mobilize or increase armed forces,438,682,0.6422287390029325
Investigate,"Threaten with sanctions, boycott, embargo",47,682,0.0689149560117302
Investigate,Halt negotiations,71,682,0.10410557184750734
Investigate,Accede to demands for change in policy,14,682,0.020527859237536656
Investigate,Express intent to provide military protection or peacekeeping,24,682,0.03519061583577713
Investigate,Impose administrative sanctions,5798,682,8.501466275659824
Investigate,Express intent to de-escalate military engagement,6,682,0.008797653958944282
Investigate,Increase police alert status,561,682,0.8225806451612904
Investigate,"Impose embargo, boycott, or sanctions",681,682,0.998533724340176
Investigate,Provide military protection or peacekeeping,313,682,0.45894428152492667
Investigate,Receive deployment of peacekeepers,12,682,0.017595307917888565
Investigate,Allow humanitarian access,0,682,0.0
Investigate,Mobilize or increase police power,972,682,1.4252199413489737
Investigate,Impose state of emergency or martial law,2,682,0.002932551319648094
Investigate,Reject judicial cooperation,3,682,0.004398826979472141
Investigate,Express intent to cooperate militarily,30,682,0.04398826979472141
Investigate,Reduce or stop humanitarian assistance,5,682,0.007331378299120235
Investigate,fight with artillery and tanks,28,682,0.04105571847507331
Investigate,Veto,0,682,0.0
Investigate,"Demand change in institutions, regime",8,682,0.011730205278592375
Investigate,Seize or damage property,967,682,1.4178885630498534
Investigate,Torture,752,682,1.1026392961876832
Investigate,Impose curfew,2,682,0.002932551319648094
Investigate,Express intent to change policy,5,682,0.007331378299120235
Investigate,"Refuse to ease economic sanctions, boycott, or embargo",8,682,0.011730205278592375
Investigate,Express intent to cooperate on intelligence,5,682,0.007331378299120235
Investigate,Demand material aid,3,682,0.004398826979472141
Investigate,Reject request for military protection or peacekeeping,0,682,0.0
Investigate,Ease military blockade,4,682,0.005865102639296188
Investigate,Appeal for military cooperation,0,682,0.0
Investigate,Investigate war crimes,0,682,0.0
Investigate,Destroy property,226,682,0.3313782991202346
Investigate,Ease state of emergency or martial law,0,682,0.0
Investigate,Reject mediation,5,682,0.007331378299120235
Investigate,Appeal for target to allow international involvement (non-mediation),0,682,0.0
Investigate,Threaten to impose curfew,0,682,0.0
Investigate,Halt mediation,2,682,0.002932551319648094
Investigate,Reject request for humanitarian aid,1,682,0.001466275659824047
Investigate,Carry out roadside bombing,0,682,0.0
Investigate,"Reject request for change in institutions, regime",0,682,0.0
Investigate,Threaten to impose state of emergency or martial law,0,682,0.0
Praise or endorse,Express intent to provide material aid,454,1738,0.2612197928653625
Praise or endorse,Sign formal agreement,9905,1738,5.699079401611047
Praise or endorse,Express intent to cooperate,13681,1738,7.871691599539701
Praise or endorse,Make pessimistic comment,1810,1738,1.041426927502877
Praise or endorse,Express intent to engage in diplomatic cooperation (such as policy support),10980,1738,6.317606444188723
Praise or endorse,Make optimistic comment,3051,1738,1.7554660529344073
Praise or endorse,Accede to demands for rights,51,1738,0.029344073647871116
Praise or endorse,Express intent to allow international involvement (non-mediation),1,1738,0.0005753739930955121
Praise or endorse,Yield,217,1738,0.12485615650172613
Praise or endorse,Express intent to cooperate economically,698,1738,0.4016110471806674
Praise or endorse,"Defy norms, law",248,1738,0.142692750287687
Praise or endorse,Provide military aid,808,1738,0.46490218642117376
Praise or endorse,Cooperate economically,816,1738,0.46950517836593786
Praise or endorse,Provide economic aid,539,1738,0.310126582278481
Praise or endorse,Reduce or break diplomatic relations,412,1738,0.23705408515535098
Praise or endorse,"Threaten with sanctions, boycott, embargo",57,1738,0.03279631760644419
Praise or endorse,Meet at a 'third' location,1423,1738,0.8187571921749137
Praise or endorse,Express intent to settle dispute,598,1738,0.3440736478711162
Praise or endorse,Appeal for intelligence,253,1738,0.14556962025316456
Praise or endorse,Defend verbally,185,1738,0.10644418872266974
Praise or endorse,"Reject proposal to meet, discuss, or negotiate",516,1738,0.29689298043728424
Praise or endorse,Halt negotiations,352,1738,0.20253164556962025
Praise or endorse,Express intent to provide military protection or peacekeeping,128,1738,0.07364787111622555
Praise or endorse,Express intent to de-escalate military engagement,225,1738,0.12945914844649023
Praise or endorse,Demonstrate military or police power,241,1738,0.1386651323360184
Praise or endorse,"Impose embargo, boycott, or sanctions",581,1738,0.33429228998849253
Praise or endorse,Provide military protection or peacekeeping,867,1738,0.498849252013809
Praise or endorse,Express intent to yield,35,1738,0.020138089758342925
Praise or endorse,"Ease economic sanctions, boycott, embargo",61,1738,0.035097813578826235
Praise or endorse,Consider policy option,487,1738,0.2802071346375144
Praise or endorse,Receive deployment of peacekeepers,245,1738,0.14096662830840045
Praise or endorse,Express intent to provide economic aid,339,1738,0.19505178365937859
Praise or endorse,Provide aid,722,1738,0.4154200230149597
Praise or endorse,Appeal for military aid,93,1738,0.053509781357882626
Praise or endorse,Retreat or surrender militarily,198,1738,0.11392405063291139
Praise or endorse,Allow humanitarian access,2,1738,0.0011507479861910242
Praise or endorse,Reduce or stop material aid,9,1738,0.005178365937859608
Praise or endorse,Express intent to provide humanitarian aid,260,1738,0.14959723820483314
Praise or endorse,Appeal to engage in or accept mediation,143,1738,0.08227848101265822
Praise or endorse,Give ultimatum,272,1738,0.1565017261219793
Praise or endorse,Grant diplomatic recognition,342,1738,0.19677790563866512
Praise or endorse,Refuse to de-escalate military engagement,29,1738,0.01668584579976985
Praise or endorse,"Reject plan, agreement to settle dispute",408,1738,0.23475258918296893
Praise or endorse,Reject judicial cooperation,19,1738,0.01093210586881473
Praise or endorse,"Declare truce, ceasefire",248,1738,0.142692750287687
Praise or endorse,"Return, release property",51,1738,0.029344073647871116
Praise or endorse,Mediate,131,1738,0.07537399309551208
Praise or endorse,Express intent to cooperate militarily,193,1738,0.11104718066743383
Praise or endorse,Reduce or stop economic assistance,104,1738,0.05983889528193326
Praise or endorse,Appeal to others to meet or negotiate,76,1738,0.04372842347525892
Praise or endorse,Appeal for release of persons or property,120,1738,0.06904487917146145
Praise or endorse,Veto,1832,1738,1.0540851553509782
Praise or endorse,"Demand change in institutions, regime",38,1738,0.02186421173762946
Praise or endorse,"Demand meeting, negotiation",59,1738,0.03394706559263521
Praise or endorse,Demand material cooperation,56,1738,0.03222094361334868
Praise or endorse,Threaten to reduce or stop aid,18,1738,0.010356731875719217
Praise or endorse,Appeal to yield,33,1738,0.0189873417721519
Praise or endorse,Appeal to others to settle dispute,60,1738,0.03452243958573072
Praise or endorse,Appeal for aid,51,1738,0.029344073647871116
Praise or endorse,Violate ceasefire,4,1738,0.0023014959723820483
Praise or endorse,"Refuse to ease economic sanctions, boycott, or embargo",4,1738,0.0023014959723820483
Praise or endorse,Accuse of aggression,5,1738,0.0028768699654775605
Praise or endorse,Reject request for change in leadership,0,1738,0.0
Praise or endorse,Reduce or stop military assistance,49,1738,0.02819332566168009
Praise or endorse,Express intent to cooperate on intelligence,36,1738,0.020713463751438434
Praise or endorse,Demand material aid,2,1738,0.0011507479861910242
Praise or endorse,Demand humanitarian aid,0,1738,0.0
Praise or endorse,Demand settling of dispute,5,1738,0.0028768699654775605
Praise or endorse,Reject request for military protection or peacekeeping,12,1738,0.006904487917146145
Praise or endorse,"Express intent to ease economic sanctions, boycott, or embargo",12,1738,0.006904487917146145
Praise or endorse,"Appeal for change in institutions, regime",18,1738,0.010356731875719217
Praise or endorse,Reject economic cooperation,21,1738,0.012082853855005753
Praise or endorse,Appeal for military cooperation,2,1738,0.0011507479861910242
Praise or endorse,Demand policy change,2,1738,0.0011507479861910242
Praise or endorse,"Appeal for easing of economic sanctions, boycott, or embargo",1,1738,0.0005753739930955121
Praise or endorse,Receive inspectors,12,1738,0.006904487917146145
Praise or endorse,Appeal for rights,40,1738,0.023014959723820484
Praise or endorse,Reject military cooperation,1,1738,0.0005753739930955121
Praise or endorse,Reject mediation,63,1738,0.03624856156501726
Praise or endorse,Appeal for target to allow international involvement (non-mediation),6,1738,0.0034522439585730723
Praise or endorse,Engage in mass expulsion,0,1738,0.0
Praise or endorse,Demand rights,1,1738,0.0005753739930955121
Praise or endorse,Demand economic cooperation,1,1738,0.0005753739930955121
Praise or endorse,Threaten to halt negotiations,20,1738,0.011507479861910242
Praise or endorse,Demand military aid,19,1738,0.01093210586881473
Praise or endorse,Reject request for humanitarian aid,4,1738,0.0023014959723820483
Praise or endorse,Demand easing of political dissent,0,1738,0.0
Praise or endorse,Threaten to halt international involvement (non-mediation),0,1738,0.0
Praise or endorse,Reject request or demand for political reform,0,1738,0.0
Praise or endorse,Reject request for policy change,2,1738,0.0011507479861910242
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide material aid,979,976,1.0030737704918034
Express intent to provide material aid,Express intent to allow international involvement (non-mediation),0,61,0.0
Express intent to provide material aid,Express intent to de-escalate military engagement,22,61,0.36065573770491804
Express intent to provide material aid,Express intent to cooperate on intelligence,6,61,0.09836065573770492
Express intent to provide material aid,Appeal for military cooperation,1,61,0.01639344262295082
Express intent to provide material aid,Ease state of emergency or martial law,1,61,0.01639344262295082
Express intent to provide material aid,"Express intent to change institutions, regime",2,61,0.03278688524590164
Express intent to provide material aid,Reject military cooperation,0,61,0.0
Express intent to provide material aid,Reject request for humanitarian aid,1,61,0.01639344262295082
Express intent to provide material aid,Ease curfew,1,61,0.01639344262295082
Express intent to provide material aid,Threaten to impose state of emergency or martial law,0,61,0.0
Express intent to cooperate,Sign formal agreement,49453,999,49.5025025025025
Sign formal agreement,Express intent to cooperate,43081,975,44.185641025641026
Express intent to engage in diplomatic cooperation (such as policy support),Sign formal agreement,33162,976,33.97745901639344
Sign formal agreement,Express intent to engage in diplomatic cooperation (such as policy support),27590,975,28.297435897435896
Sign formal agreement,Express intent to allow international involvement (non-mediation),4,975,0.0041025641025641026
Sign formal agreement,Express intent to cooperate economically,1779,975,1.8246153846153845
Sign formal agreement,Cooperate economically,1976,975,2.026666666666667
Sign formal agreement,"Threaten with sanctions, boycott, embargo",158,975,0.16205128205128205
Sign formal agreement,Meet at a 'third' location,4668,975,4.787692307692308
Sign formal agreement,Express intent to settle dispute,2069,975,2.1220512820512822
Sign formal agreement,Halt negotiations,1282,975,1.314871794871795
Sign formal agreement,Express intent to provide military protection or peacekeeping,25,975,0.02564102564102564
Sign formal agreement,Express intent to de-escalate military engagement,144,975,0.1476923076923077
Sign formal agreement,"Impose embargo, boycott, or sanctions",1507,975,1.5456410256410256
Sign formal agreement,Provide military protection or peacekeeping,166,975,0.17025641025641025
Sign formal agreement,"Ease economic sanctions, boycott, embargo",123,975,0.12615384615384614
Sign formal agreement,Receive deployment of peacekeepers,431,975,0.442051282051282
Sign formal agreement,Allow humanitarian access,0,975,0.0
Sign formal agreement,Grant diplomatic recognition,1011,975,1.0369230769230768
Sign formal agreement,"Reject plan, agreement to settle dispute",1745,975,1.7897435897435898
Sign formal agreement,Reject judicial cooperation,128,975,0.13128205128205128
Sign formal agreement,"Declare truce, ceasefire",808,975,0.8287179487179487
Sign formal agreement,Express intent to cooperate militarily,690,975,0.7076923076923077
Sign formal agreement,Reduce or stop economic assistance,358,975,0.3671794871794872
Sign formal agreement,Veto,110,975,0.11282051282051282
Sign formal agreement,Threaten to reduce or stop aid,67,975,0.06871794871794872
Sign formal agreement,"Refuse to ease economic sanctions, boycott, or embargo",62,975,0.06358974358974359
Sign formal agreement,Express intent to cooperate on intelligence,173,975,0.17743589743589744
Sign formal agreement,Reject request for military protection or peacekeeping,5,975,0.005128205128205128
Sign formal agreement,Reject economic cooperation,28,975,0.028717948717948718
Sign formal agreement,Appeal for military cooperation,6,975,0.006153846153846154
Sign formal agreement,Reject military cooperation,1,975,0.0010256410256410256
Sign formal agreement,Reject mediation,28,975,0.028717948717948718
Sign formal agreement,Appeal for target to allow international involvement (non-mediation),0,975,0.0
Sign formal agreement,Demand economic cooperation,0,975,0.0
Sign formal agreement,Threaten to halt negotiations,8,975,0.008205128205128205
Sign formal agreement,Reject request for humanitarian aid,18,975,0.018461538461538463
Sign formal agreement,Threaten to halt international involvement (non-mediation),2,975,0.0020512820512820513
Make pessimistic comment,Express intent to cooperate,7872,278,28.31654676258993
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate,60234,976,61.71516393442623
Express intent to cooperate,Express intent to engage in diplomatic cooperation (such as policy support),58407,999,58.46546546546546
Make optimistic comment,Express intent to cooperate,11396,442,25.782805429864254
Express intent to cooperate,Accede to demands for rights,147,999,0.14714714714714713
Demand,Express intent to cooperate,7757,676,11.474852071005918
Express intent to cooperate,Express intent to allow international involvement (non-mediation),1,999,0.001001001001001001
Express intent to cooperate,"Obstruct passage, block",50,999,0.05005005005005005
Express intent to cooperate economically,Express intent to cooperate,3927,89,44.12359550561798
Express intent to cooperate,Express intent to cooperate economically,3030,999,3.033033033033033
Express intent to cooperate,"Defy norms, law",645,999,0.6456456456456456
Cooperate economically,Express intent to cooperate,3003,91,33.0
Express intent to cooperate,Cooperate economically,3204,999,3.2072072072072073
Express intent to cooperate,"Threaten with sanctions, boycott, embargo",61,999,0.06106106106106106
Meet at a 'third' location,Express intent to cooperate,6819,198,34.43939393939394
Express intent to cooperate,Meet at a 'third' location,9167,999,9.176176176176176
Express intent to cooperate,Express intent to settle dispute,5034,999,5.039039039039039
Express intent to cooperate,Halt negotiations,3224,999,3.2272272272272273
Express intent to cooperate,Accede to demands for change in policy,63,999,0.06306306306306306
Express intent to cooperate,Express intent to provide military protection or peacekeeping,4,999,0.004004004004004004
Express intent to cooperate,Express intent to de-escalate military engagement,71,999,0.07107107107107107
Express intent to cooperate,Demonstrate military or police power,763,999,0.7637637637637638
Express intent to cooperate,"Impose embargo, boycott, or sanctions",364,999,0.36436436436436437
Express intent to cooperate,Provide military protection or peacekeeping,65,999,0.06506506506506507
Express intent to cooperate,Express intent to yield,102,999,0.1021021021021021
Express intent to cooperate,Receive deployment of peacekeepers,253,999,0.25325325325325326
Express intent to cooperate,Appeal for military aid,83,999,0.08308308308308308
Express intent to cooperate,Allow humanitarian access,0,999,0.0
Express intent to cooperate,Mobilize or increase police power,271,999,0.27127127127127126
Express intent to cooperate,Express intent to provide humanitarian aid,1177,999,1.1781781781781782
Express intent to cooperate,Impose state of emergency or martial law,26,999,0.026026026026026026
Express intent to cooperate,Give ultimatum,394,999,0.3943943943943944
Express intent to cooperate,"Reject plan, agreement to settle dispute",3352,999,3.3553553553553552
Express intent to cooperate,Reject judicial cooperation,237,999,0.23723723723723725
Express intent to cooperate,"Declare truce, ceasefire",1755,999,1.7567567567567568
Express intent to cooperate,"Return, release property",233,999,0.23323323323323322
Express intent to cooperate,Express intent to cooperate militarily,1578,999,1.5795795795795795
Express intent to cooperate,Reduce or stop economic assistance,692,999,0.6926926926926927
Express intent to cooperate,fight with artillery and tanks,343,999,0.3433433433433433
Express intent to cooperate,Veto,0,999,0.0
Express intent to cooperate,"Demand change in institutions, regime",86,999,0.08608608608608609
Express intent to cooperate,Demand material cooperation,351,999,0.35135135135135137
Express intent to cooperate,Threaten to reduce or stop aid,164,999,0.16416416416416416
Express intent to cooperate,Express intent to engage in material cooperation,94,999,0.0940940940940941
Express intent to cooperate,Forgive,22,999,0.022022022022022022
Express intent to cooperate,Appeal for aid,226,999,0.22622622622622623
Express intent to cooperate,Express intent to change policy,42,999,0.042042042042042045
Express intent to cooperate,"Refuse to ease economic sanctions, boycott, or embargo",61,999,0.06106106106106106
Express intent to cooperate,Express intent to cooperate on intelligence,441,999,0.44144144144144143
Express intent to cooperate,Demand humanitarian aid,0,999,0.0
Express intent to cooperate,Reject request for military protection or peacekeeping,2,999,0.002002002002002002
Express intent to cooperate,Ease military blockade,3,999,0.003003003003003003
Express intent to cooperate,Appeal for military cooperation,7,999,0.007007007007007007
Express intent to cooperate,Accede to requests or demands for political reform,2,999,0.002002002002002002
Express intent to cooperate,Demand political reform,1,999,0.001001001001001001
Express intent to cooperate,Investigate war crimes,0,999,0.0
Express intent to cooperate,Receive inspectors,4,999,0.004004004004004004
Express intent to cooperate,Appeal for military protection or peacekeeping,4,999,0.004004004004004004
Express intent to cooperate,Appeal for rights,207,999,0.2072072072072072
Express intent to cooperate,"Express intent to change institutions, regime",12,999,0.012012012012012012
Express intent to cooperate,Reject military cooperation,0,999,0.0
Express intent to cooperate,Reject mediation,7,999,0.007007007007007007
Express intent to cooperate,Appeal for target to allow international involvement (non-mediation),0,999,0.0
Express intent to cooperate,Threaten to impose curfew,1,999,0.001001001001001001
Express intent to cooperate,Threaten to halt negotiations,11,999,0.011011011011011011
Express intent to cooperate,Reject request for humanitarian aid,54,999,0.05405405405405406
Express intent to cooperate,Demand easing of political dissent,0,999,0.0
Express intent to cooperate,"Reject request for change in institutions, regime",0,999,0.0
Express intent to cooperate,Ease curfew,3,999,0.003003003003003003
Express intent to cooperate,Threaten to halt international involvement (non-mediation),0,999,0.0
Express intent to cooperate,Reject request or demand for political reform,0,999,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Make pessimistic comment,6928,976,7.098360655737705
Make optimistic comment,Make pessimistic comment,2566,442,5.8054298642533935
Make pessimistic comment,Accede to demands for rights,43,278,0.15467625899280577
Demand,Make pessimistic comment,4243,676,6.2766272189349115
Make pessimistic comment,Express intent to allow international involvement (non-mediation),0,278,0.0
Make pessimistic comment,"Obstruct passage, block",84,278,0.302158273381295
Make pessimistic comment,"Threaten with sanctions, boycott, embargo",50,278,0.17985611510791366
Make pessimistic comment,Express intent to settle dispute,525,278,1.8884892086330936
Make pessimistic comment,Appeal for intelligence,823,278,2.960431654676259
Make pessimistic comment,Halt negotiations,265,278,0.9532374100719424
Make pessimistic comment,Accede to demands for change in policy,12,278,0.04316546762589928
Make pessimistic comment,Express intent to provide military protection or peacekeeping,44,278,0.15827338129496402
Make pessimistic comment,Express intent to de-escalate military engagement,116,278,0.4172661870503597
Make pessimistic comment,Demonstrate military or police power,51,278,0.18345323741007194
Make pessimistic comment,"Impose embargo, boycott, or sanctions",416,278,1.4964028776978417
Make pessimistic comment,Provide military protection or peacekeeping,186,278,0.6690647482014388
Make pessimistic comment,"Ease economic sanctions, boycott, embargo",38,278,0.1366906474820144
Make pessimistic comment,Receive deployment of peacekeepers,23,278,0.08273381294964029
Make pessimistic comment,Allow humanitarian access,1,278,0.0035971223021582736
Make pessimistic comment,Impose state of emergency or martial law,15,278,0.0539568345323741
Make pessimistic comment,Give ultimatum,196,278,0.7050359712230215
Make pessimistic comment,"Reject plan, agreement to settle dispute",325,278,1.169064748201439
Make pessimistic comment,Reject judicial cooperation,6,278,0.02158273381294964
Make pessimistic comment,"Declare truce, ceasefire",161,278,0.579136690647482
Make pessimistic comment,"Return, release property",61,278,0.21942446043165467
Make pessimistic comment,Express intent to cooperate militarily,109,278,0.3920863309352518
Make pessimistic comment,Reduce or stop economic assistance,149,278,0.5359712230215827
Make pessimistic comment,Engage in mass killings,0,278,0.0
Make pessimistic comment,Veto,107,278,0.38489208633093525
Make pessimistic comment,Threaten to reduce or stop aid,46,278,0.16546762589928057
Make pessimistic comment,Demand intelligence cooperation,18,278,0.06474820143884892
Make pessimistic comment,Appeal to others to settle dispute,18,278,0.06474820143884892
Make pessimistic comment,Appeal for aid,347,278,1.2482014388489209
Make pessimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",13,278,0.046762589928057555
Make pessimistic comment,Reduce or stop military assistance,7,278,0.025179856115107913
Make pessimistic comment,Express intent to cooperate on intelligence,20,278,0.07194244604316546
Make pessimistic comment,Demand material aid,1,278,0.0035971223021582736
Make pessimistic comment,Demobilize armed forces,3,278,0.01079136690647482
Make pessimistic comment,Demand settling of dispute,5,278,0.017985611510791366
Make pessimistic comment,Reject request for military protection or peacekeeping,0,278,0.0
Make pessimistic comment,"Express intent to ease economic sanctions, boycott, or embargo",7,278,0.025179856115107913
Make pessimistic comment,Ease military blockade,5,278,0.017985611510791366
Make pessimistic comment,Reject economic cooperation,10,278,0.03597122302158273
Make pessimistic comment,Appeal for military cooperation,1,278,0.0035971223021582736
Make pessimistic comment,Ease state of emergency or martial law,5,278,0.017985611510791366
Make pessimistic comment,Threaten with repression,27,278,0.09712230215827339
Make pessimistic comment,Appeal for rights,37,278,0.13309352517985612
Make pessimistic comment,Conduct hunger strike,2,278,0.007194244604316547
Make pessimistic comment,"Express intent to change institutions, regime",12,278,0.04316546762589928
Make pessimistic comment,Reject military cooperation,0,278,0.0
Make pessimistic comment,Reject mediation,3,278,0.01079136690647482
Make pessimistic comment,Appeal for target to allow international involvement (non-mediation),3,278,0.01079136690647482
Make pessimistic comment,Threaten to impose curfew,0,278,0.0
Make pessimistic comment,Halt mediation,2,278,0.007194244604316547
Make pessimistic comment,Reject request for humanitarian aid,11,278,0.039568345323741004
Make pessimistic comment,Demand easing of political dissent,0,278,0.0
Make pessimistic comment,"Reject request for change in institutions, regime",2,278,0.007194244604316547
Make pessimistic comment,Ease curfew,5,278,0.017985611510791366
Make pessimistic comment,Reject request for economic aid,0,278,0.0
Make pessimistic comment,Threaten to impose state of emergency or martial law,0,278,0.0
"Return, release person(s)",Accede to demands for rights,32,176,0.18181818181818182
"Return, release person(s)",Ease administrative sanctions,1121,176,6.369318181818182
"Return, release person(s)",Refuse to release persons or property,236,176,1.3409090909090908
"Return, release person(s)",Torture,137,176,0.7784090909090909
"Return, release person(s)",Investigate war crimes,0,176,0.0
"Return, release person(s)",Reject military cooperation,0,176,0.0
"Return, release person(s)",Threaten to impose curfew,0,176,0.0
"Return, release person(s)",Reject request for humanitarian aid,0,176,0.0
"Return, release person(s)",Ease curfew,0,176,0.0
fight with small arms and light weapons,Accede to demands for rights,3,526,0.005703422053231939
fight with small arms and light weapons,Confiscate property,4709,526,8.952471482889734
Use unconventional violence,fight with small arms and light weapons,23399,928,25.214439655172413
fight with small arms and light weapons,Use unconventional violence,25639,526,48.743346007604565
fight with small arms and light weapons,Use tactics of violent repression,2408,526,4.577946768060836
fight with small arms and light weapons,Physically assault,2047,526,3.8916349809885933
fight with small arms and light weapons,Increase police alert status,52,526,0.09885931558935361
fight with small arms and light weapons,Kill by physical assault,611,526,1.161596958174905
fight with small arms and light weapons,Mobilize or increase police power,113,526,0.21482889733840305
fight with small arms and light weapons,"Impose blockade, restrict movement",165,526,0.31368821292775667
fight with small arms and light weapons,"Return, release property",5,526,0.009505703422053232
fight with small arms and light weapons,Use as human shield,108,526,0.20532319391634982
fight with small arms and light weapons,Engage in mass killings,89,526,0.16920152091254753
fight with small arms and light weapons,fight with artillery and tanks,75,526,0.14258555133079848
fight with small arms and light weapons,Seize or damage property,144,526,0.2737642585551331
fight with small arms and light weapons,Torture,333,526,0.6330798479087453
fight with small arms and light weapons,Violate ceasefire,0,526,0.0
fight with small arms and light weapons,Accuse of aggression,8,526,0.015209125475285171
fight with small arms and light weapons,Halt mediation,0,526,0.0
fight with small arms and light weapons,Reject request for humanitarian aid,0,526,0.0
fight with small arms and light weapons,Carry out roadside bombing,1,526,0.0019011406844106464
fight with small arms and light weapons,Ease curfew,2,526,0.0038022813688212928
fight with small arms and light weapons,Detonate nuclear weapons,0,526,0.0
Make optimistic comment,Express intent to engage in diplomatic cooperation (such as policy support),8400,442,19.004524886877828
Express intent to engage in diplomatic cooperation (such as policy support),Make optimistic comment,9602,976,9.83811475409836
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for rights,93,976,0.09528688524590163
Express intent to engage in diplomatic cooperation (such as policy support),Confiscate property,403,976,0.41290983606557374
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate economically,2471,976,2.5317622950819674
Express intent to engage in diplomatic cooperation (such as policy support),"Defy norms, law",345,976,0.35348360655737704
Express intent to engage in diplomatic cooperation (such as policy support),Cooperate economically,2480,976,2.540983606557377
Express intent to engage in diplomatic cooperation (such as policy support),Provide economic aid,1920,976,1.9672131147540983
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or break diplomatic relations,1643,976,1.6834016393442623
Express intent to engage in diplomatic cooperation (such as policy support),Mobilize or increase armed forces,586,976,0.6004098360655737
Express intent to engage in diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",102,976,0.10450819672131148
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to settle dispute,3204,976,3.2827868852459017
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for intelligence,1092,976,1.1188524590163935
Express intent to engage in diplomatic cooperation (such as policy support),Defend verbally,171,976,0.17520491803278687
Express intent to engage in diplomatic cooperation (such as policy support),"Reject proposal to meet, discuss, or negotiate",1673,976,1.714139344262295
Express intent to engage in diplomatic cooperation (such as policy support),Halt negotiations,1823,976,1.867827868852459
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for change in policy,65,976,0.06659836065573771
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to de-escalate military engagement,200,976,0.20491803278688525
Express intent to engage in diplomatic cooperation (such as policy support),Increase police alert status,5,976,0.005122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Demonstrate military or police power,548,976,0.5614754098360656
Express intent to engage in diplomatic cooperation (such as policy support),"Impose embargo, boycott, or sanctions",741,976,0.7592213114754098
Express intent to engage in diplomatic cooperation (such as policy support),Provide military protection or peacekeeping,114,976,0.1168032786885246
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to yield,88,976,0.09016393442622951
Express intent to engage in diplomatic cooperation (such as policy support),"Ease economic sanctions, boycott, embargo",138,976,0.1413934426229508
Express intent to engage in diplomatic cooperation (such as policy support),Consider policy option,1416,976,1.4508196721311475
Express intent to engage in diplomatic cooperation (such as policy support),Receive deployment of peacekeepers,79,976,0.08094262295081968
Express intent to engage in diplomatic cooperation (such as policy support),Demand diplomatic cooperation (such as policy support),635,976,0.6506147540983607
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide economic aid,863,976,0.8842213114754098
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for military aid,174,976,0.17827868852459017
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop material aid,43,976,0.04405737704918033
Express intent to engage in diplomatic cooperation (such as policy support),Mobilize or increase police power,179,976,0.1834016393442623
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide humanitarian aid,810,976,0.8299180327868853
Express intent to engage in diplomatic cooperation (such as policy support),Impose state of emergency or martial law,5,976,0.005122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Give ultimatum,391,976,0.40061475409836067
Express intent to engage in diplomatic cooperation (such as policy support),Grant diplomatic recognition,1526,976,1.5635245901639345
Express intent to engage in diplomatic cooperation (such as policy support),"Reject plan, agreement to settle dispute",1985,976,2.033811475409836
Express intent to engage in diplomatic cooperation (such as policy support),Reject judicial cooperation,93,976,0.09528688524590163
Express intent to engage in diplomatic cooperation (such as policy support),"Declare truce, ceasefire",1073,976,1.0993852459016393
Express intent to engage in diplomatic cooperation (such as policy support),"Return, release property",175,976,0.17930327868852458
